host;consumer_group;time;cpu;dbtime;iowait;oth_wait;pxqry;pxqtime;pxrel;read;reqs;write;yields
1;adw_unload_group;2018-11-02 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;222.0;0.0;1.0
1;adw_unload_group;2018-11-02 01:00:00;6.6;17.6;2.8;8.2;21.0;0.0;234.0;3975.4;1317.0;4922.0;2519.0
1;adw_unload_group;2018-11-02 02:00:00;34.1;38.2;1.8;4.2;46.0;0.0;484.0;5922.7;1264.0;3417.5;34294.0
1;adw_unload_group;2018-11-02 03:00:00;26.7;35.3;3.3;5.3;33.0;0.6;457.0;2982.9;1307.0;5694.9;27567.0
1;adw_unload_group;2018-11-02 04:00:00;0.1;0.2;0.0;0.1;1.0;0.0;16.0;4.6;245.0;0.0;11.0
1;adw_unload_group;2018-11-02 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;145.0;0.0;0.0
1;adw_unload_group;2018-11-02 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;242.0;0.0;0.0
1;adw_unload_group;2018-11-02 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.0;1.2;0.0
1;adw_unload_group;2018-11-02 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;177.0;0.0;0.0
1;adw_unload_group;2018-11-02 09:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;280.0;0.0;2.0
1;adw_unload_group;2018-11-02 10:00:00;13.6;14.2;0.2;1.0;4.0;0.0;79.0;3838.1;330.0;736.6;7941.0
1;adw_unload_group;2018-11-02 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;211.0;0.0;1.0
1;adw_unload_group;2018-11-02 12:00:00;7.6;23.6;5.8;10.2;2.0;0.0;64.0;657.0;547.0;20626.4;5502.0
1;adw_unload_group;2018-11-02 13:00:00;5.7;13.6;5.9;2.9;0.0;0.0;0.0;288.3;502.0;21581.3;2955.0
1;adw_unload_group;2018-11-02 14:00:00;3.4;8.2;3.5;1.3;2.0;0.0;64.0;167.0;555.0;11926.4;1605.0
1;adw_unload_group;2018-11-02 15:00:00;1.4;1.8;0.2;0.3;18.0;0.0;160.0;505.0;279.0;214.9;407.0
1;adw_unload_group;2018-11-02 16:00:00;1.2;1.6;0.2;0.4;15.0;0.0;120.0;526.9;465.0;193.4;298.0
1;adw_unload_group;2018-11-02 17:00:00;1.3;1.7;0.1;0.6;29.0;0.0;214.0;487.7;566.0;118.7;226.0
1;adw_unload_group;2018-11-02 18:00:00;1.1;1.5;0.2;0.4;13.0;0.0;94.0;379.9;585.0;142.2;212.0
1;adw_unload_group;2018-11-02 19:00:00;9.8;13.4;0.5;3.1;10.0;0.0;128.0;794.5;428.0;164.4;3758.0
1;adw_unload_group;2018-11-02 20:00:00;1.5;1.7;0.2;0.2;19.0;0.0;140.0;598.7;648.0;163.4;343.0
1;adw_unload_group;2018-11-02 21:00:00;1.4;1.7;0.2;0.3;14.0;0.0;104.0;635.2;608.0;207.8;257.0
1;adw_unload_group;2018-11-02 22:00:00;1.4;1.7;0.2;0.1;40.0;0.0;292.0;672.7;740.0;283.4;290.0
1;adw_unload_group;2018-11-02 23:00:00;0.3;0.6;0.1;0.2;19.0;0.0;136.0;151.3;725.0;77.6;58.0
1;adw_unload_group;2018-11-03 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;700.0;0.0;0.0
1;adw_unload_group;2018-11-03 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;481.0;0.0;2.0
1;adw_unload_group;2018-11-03 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;343.0;0.0;2.0
1;adw_unload_group;2018-11-03 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;328.0;0.0;2.0
1;adw_unload_group;2018-11-03 04:00:00;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;154.0;0.0;0.0
1;adw_unload_group;2018-11-03 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;640.0;0.0;1.0
1;adw_unload_group;2018-11-03 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;663.0;0.0;0.0
1;adw_unload_group;2018-11-03 07:00:00;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;738.0;1.2;5.0
1;adw_unload_group;2018-11-03 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;681.0;0.0;0.0
1;adw_unload_group;2018-11-03 09:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;608.0;0.0;0.0
1;adw_unload_group;2018-11-03 10:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;687.0;0.0;0.0
1;adw_unload_group;2018-11-03 11:00:00;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;582.0;0.0;0.0
1;adw_unload_group;2018-11-03 12:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;681.0;0.0;0.0
1;adw_unload_group;2018-11-03 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;633.0;0.0;0.0
1;adw_unload_group;2018-11-03 14:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;664.0;0.0;0.0
1;adw_unload_group;2018-11-03 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;646.0;0.0;1.0
1;adw_unload_group;2018-11-03 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;639.0;0.0;0.0
1;adw_unload_group;2018-11-03 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;663.0;0.0;1.0
1;adw_unload_group;2018-11-03 18:00:00;1.0;4.4;1.3;2.1;0.0;0.0;0.0;384.5;763.0;2045.1;369.0
1;adw_unload_group;2018-11-03 19:00:00;0.6;1.2;0.3;0.3;1.0;0.0;16.0;162.6;674.0;1563.5;56.0
1;adw_unload_group;2018-11-03 20:00:00;0.5;0.8;0.2;0.1;0.0;0.0;0.0;244.3;647.0;629.8;39.0
1;adw_unload_group;2018-11-03 21:00:00;6.8;40.4;31.5;2.1;9.0;0.0;80.0;1159.7;1743.0;7421.5;2295.0
1;adw_unload_group;2018-11-03 22:00:00;1.3;13.0;5.5;6.2;8.0;0.0;128.0;1471.8;774.0;2934.8;313.0
1;adw_unload_group;2018-11-03 23:00:00;0.7;2.5;1.6;0.2;0.0;0.0;0.0;21.7;688.0;669.4;116.0
1;adw_unload_group;2018-11-04 00:00:00;0.9;5.4;1.4;4.0;8.0;0.0;128.0;375.0;700.0;1596.5;229.0
1;adw_unload_group;2018-11-04 01:00:00;23.3;48.5;32.9;15.1;31.0;2.6;514.0;3531.2;1632.0;17185.0;23227.0
1;adw_unload_group;2018-11-04 02:00:00;33.4;39.0;4.2;15.9;107.0;1.6;1552.0;5445.4;3403.0;12293.0;50890.0
1;adw_unload_group;2018-11-04 03:00:00;25.9;34.4;3.4;5.1;29.0;2.7;340.0;3676.6;1431.0;7961.2;40587.0
1;adw_unload_group;2018-11-04 04:00:00;2.5;5.4;0.1;2.8;16.0;0.0;204.0;321.4;1072.0;1451.2;337.0
1;adw_unload_group;2018-11-04 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;812.0;0.0;0.0
1;adw_unload_group;2018-11-04 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;791.0;0.0;1.0
1;adw_unload_group;2018-11-04 17:00:00;1.0;1.1;0.1;0.0;333.0;0.0;2616.0;87.6;3371.0;170.8;130.0
1;adw_unload_group;2018-11-04 18:00:00;0.9;1.0;0.2;0.0;294.0;0.0;2252.0;153.5;2995.0;137.7;180.0
1;adw_unload_group;2018-11-04 19:00:00;0.3;0.4;0.1;0.0;289.0;0.0;2272.0;25.1;2930.0;433.9;71.0
1;adw_unload_group;2018-11-04 20:00:00;10.6;14.4;1.6;2.9;10.0;0.0;131.0;1770.8;1992.0;8451.6;9112.0
1;adw_unload_group;2018-11-04 21:00:00;22.0;27.3;2.0;3.3;6.0;0.0;160.0;815.4;654.0;6321.9;10613.0
1;adw_unload_group;2018-11-04 22:00:00;9.5;11.2;0.3;1.4;2.0;0.0;64.0;478.0;331.0;216.3;2520.0
1;adw_unload_group;2018-11-04 23:00:00;0.0;0.1;0.1;0.0;25.0;0.0;172.0;7.3;472.0;53.4;5.0
1;adw_unload_group;2018-11-05 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;431.0;0.0;1.0
1;adw_unload_group;2018-11-05 01:00:00;3.6;5.1;0.5;1.9;38.0;0.0;340.0;4062.4;1913.0;4707.9;1262.0
1;adw_unload_group;2018-11-05 02:00:00;40.1;45.2;1.8;3.3;48.0;0.5;577.0;6446.5;1886.0;4119.5;66365.0
1;adw_unload_group;2018-11-05 03:00:00;7.3;11.3;1.2;2.8;43.0;0.2;484.0;2999.1;1498.0;2285.0;3418.0
1;adw_unload_group;2018-11-05 04:00:00;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;738.0;0.0;0.0
1;adw_unload_group;2018-11-05 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;722.0;0.0;0.0
1;adw_unload_group;2018-11-05 06:00:00;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0;729.0;0.1;0.0
1;adw_unload_group;2018-11-05 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;723.0;4.6;4.0
1;adw_unload_group;2018-11-05 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;747.0;0.0;1.0
1;adw_unload_group;2018-11-05 09:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;715.0;0.0;0.0
1;adw_unload_group;2018-11-05 10:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;696.0;0.0;0.0
1;adw_unload_group;2018-11-05 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;667.0;0.0;0.0
1;adw_unload_group;2018-11-05 12:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;644.0;0.0;0.0
1;adw_unload_group;2018-11-05 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;672.0;0.0;1.0
1;adw_unload_group;2018-11-05 14:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;687.0;0.0;1.0
1;adw_unload_group;2018-11-05 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;758.0;0.0;0.0
1;adw_unload_group;2018-11-05 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;774.0;0.0;1.0
1;adw_unload_group;2018-11-05 17:00:00;1.0;1.1;0.1;0.0;319.0;0.0;2488.0;94.8;3170.0;214.4;92.0
1;adw_unload_group;2018-11-05 18:00:00;1.0;1.1;0.1;0.0;332.0;0.0;2564.0;146.7;3237.0;451.2;102.0
1;adw_unload_group;2018-11-05 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;786.0;0.0;0.0
1;adw_unload_group;2018-11-05 20:00:00;11.6;17.2;1.7;3.9;10.0;0.0;256.0;1835.7;2543.0;5549.6;9052.0
1;adw_unload_group;2018-11-05 21:00:00;21.3;26.2;1.6;3.3;5.0;0.0;120.0;690.3;1161.0;4362.2;10546.0
1;adw_unload_group;2018-11-05 22:00:00;12.5;12.7;0.0;0.3;2.0;0.0;64.0;246.5;732.0;0.0;5869.0
1;adw_unload_group;2018-11-05 23:00:00;0.0;0.3;0.0;0.3;25.0;0.0;172.0;0.4;989.0;3.0;1.0
1;adw_unload_group;2018-11-06 00:00:00;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;672.0;0.0;3.0
1;adw_unload_group;2018-11-06 01:00:00;4.5;7.4;0.7;2.4;38.0;0.0;340.0;3955.6;1971.0;3046.7;2234.0
1;adw_unload_group;2018-11-06 02:00:00;38.0;42.7;1.1;4.0;55.0;0.2;608.0;5791.7;2013.0;1861.3;65990.0
1;adw_unload_group;2018-11-06 03:00:00;20.4;25.8;2.0;3.4;31.0;0.6;449.0;3413.4;1473.0;5261.8;28609.0
1;adw_unload_group;2018-11-06 04:00:00;0.2;0.5;0.0;0.3;1.0;0.0;16.0;6.8;712.0;0.0;51.0
1;adw_unload_group;2018-11-06 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;702.0;0.0;2.0
1;adw_unload_group;2018-11-06 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;766.0;0.0;0.0
1;adw_unload_group;2018-11-06 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;716.0;2.3;6.0
1;adw_unload_group;2018-11-06 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;735.0;0.0;4.0
1;adw_unload_group;2018-11-06 09:00:00;0.1;0.1;0.0;0.1;1.0;0.0;32.0;0.2;714.0;5.7;30.0
1;adw_unload_group;2018-11-06 10:00:00;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.1;658.0;0.5;2.0
1;adw_unload_group;2018-11-06 11:00:00;0.2;0.5;0.0;0.3;0.0;0.0;0.0;33.2;1149.0;2.0;120.0
1;adw_unload_group;2018-11-06 12:00:00;3.4;5.1;0.1;1.6;3.0;0.0;96.0;1739.3;1766.0;10.4;1849.0
1;adw_unload_group;2018-11-06 13:00:00;0.2;0.3;0.0;0.1;1.0;0.0;32.0;5.8;1725.0;4.4;111.0
1;adw_unload_group;2018-11-06 14:00:00;0.1;0.4;0.0;0.3;1.0;0.0;16.0;2.7;1583.0;3.6;66.0
1;adw_unload_group;2018-11-06 15:00:00;1.2;1.5;0.3;0.5;23.0;0.0;176.0;502.6;1510.0;269.9;282.0
1;adw_unload_group;2018-11-06 16:00:00;1.1;1.7;0.3;0.5;18.0;0.0;136.0;402.6;1251.0;217.2;186.0
1;adw_unload_group;2018-11-06 17:00:00;1.3;1.8;0.3;0.4;168.0;0.0;1296.0;422.5;1361.0;230.9;201.0
1;adw_unload_group;2018-11-06 18:00:00;1.8;2.2;0.4;0.2;243.0;0.0;1937.0;767.5;2270.0;267.3;308.0
1;adw_unload_group;2018-11-06 19:00:00;1.8;2.2;0.3;0.1;80.0;0.0;605.0;425.6;651.0;251.9;385.0
1;adw_unload_group;2018-11-06 20:00:00;13.0;19.5;3.1;3.4;292.0;0.0;2314.0;1930.8;2535.0;5085.6;11028.0
1;adw_unload_group;2018-11-06 21:00:00;30.9;34.8;1.5;3.0;15.0;0.0;200.0;1419.3;621.0;3349.9;23510.0
1;adw_unload_group;2018-11-06 22:00:00;20.5;24.3;1.0;2.8;32.0;0.0;308.0;938.7;619.0;3033.3;11768.0
1;adw_unload_group;2018-11-06 23:00:00;2.3;4.3;0.3;1.7;40.0;0.0;300.0;258.1;1082.0;422.4;739.0
1;adw_unload_group;2018-11-07 00:00:00;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0;630.0;0.0;1.0
1;adw_unload_group;2018-11-07 01:00:00;5.8;17.9;2.8;9.3;19.0;0.0;194.0;2700.8;1169.0;6121.4;4218.0
1;adw_unload_group;2018-11-07 02:00:00;36.1;49.1;2.1;10.9;45.0;0.0;476.0;5923.8;1377.0;3506.0;63329.0
1;adw_unload_group;2018-11-07 03:00:00;18.9;25.2;1.7;4.6;26.0;0.6;333.0;2917.3;1426.0;4874.4;27824.0
1;adw_unload_group;2018-11-07 04:00:00;0.1;0.4;0.0;0.3;1.0;0.0;16.0;4.6;740.0;0.0;12.0
1;adw_unload_group;2018-11-07 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;644.0;0.0;1.0
1;adw_unload_group;2018-11-07 06:00:00;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;751.0;0.0;1.0
1;adw_unload_group;2018-11-07 07:00:00;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;665.0;3.5;0.0
1;adw_unload_group;2018-11-07 08:00:00;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;635.0;0.0;1.0
1;adw_unload_group;2018-11-07 09:00:00;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;689.0;0.1;0.0
1;adw_unload_group;2018-11-07 10:00:00;8.3;40.4;30.0;2.1;2.0;0.0;32.0;1166.8;798.0;5958.1;2696.0
1;adw_unload_group;2018-11-07 11:00:00;5.4;23.8;19.9;3.2;24.0;0.0;384.0;2119.0;583.0;3494.1;4030.0
1;adw_unload_group;2018-11-07 12:00:00;15.1;41.5;32.3;13.1;24.0;0.0;400.0;743.0;1427.0;21794.8;14366.0
1;adw_unload_group;2018-11-07 13:00:00;8.1;22.7;3.7;10.9;46.0;0.0;776.0;1791.7;1688.0;6270.3;5067.0
1;adw_unload_group;2018-11-07 14:00:00;0.2;0.6;0.3;0.1;6.0;0.0;96.0;7.7;660.0;436.7;23.0
1;adw_unload_group;2018-11-07 15:00:00;1.2;1.6;0.2;0.3;17.0;0.0;136.0;522.5;292.0;222.9;561.0
1;adw_unload_group;2018-11-07 16:00:00;3.0;3.5;0.3;0.4;18.0;0.0;184.0;531.5;593.0;208.8;1777.0
1;adw_unload_group;2018-11-07 17:00:00;1.5;1.8;0.2;0.2;143.0;0.0;1110.0;453.0;1364.0;139.0;567.0
1;adw_unload_group;2018-11-07 18:00:00;2.1;2.6;0.3;0.7;174.0;0.0;1333.0;641.3;2031.0;218.1;525.0
1;adw_unload_group;2018-11-07 19:00:00;1.4;2.2;0.4;0.7;107.0;0.0;868.0;306.7;1641.0;226.7;238.0
1;adw_unload_group;2018-11-07 20:00:00;9.7;20.1;1.9;8.5;296.0;0.0;2384.0;1766.7;3023.0;3882.6;6986.0
1;adw_unload_group;2018-11-07 21:00:00;29.3;32.5;1.9;4.4;19.0;0.0;162.0;1634.3;1263.0;5793.7;20639.0
1;adw_unload_group;2018-11-07 22:00:00;23.0;25.6;1.9;1.6;16.0;0.0;215.0;1114.5;1092.0;4590.2;15274.0
1;adw_unload_group;2018-11-07 23:00:00;5.8;6.7;0.7;0.7;42.0;0.0;324.0;602.5;1408.0;519.8;2050.0
1;adw_unload_group;2018-11-08 00:00:00;0.4;0.7;0.1;0.2;15.0;0.0;104.0;130.5;778.0;55.1;92.0
1;adw_unload_group;2018-11-08 01:00:00;4.8;14.8;2.4;7.6;21.0;0.4;152.0;2592.3;994.0;6113.0;3398.0
1;adw_unload_group;2018-11-08 02:00:00;29.0;36.0;1.9;6.7;53.0;0.0;580.0;6229.7;1865.0;2825.1;44111.0
1;adw_unload_group;2018-11-08 03:00:00;31.0;40.7;3.4;6.5;31.0;1.6;312.0;3036.8;1197.0;7924.6;48019.0
1;adw_unload_group;2018-11-08 04:00:00;0.5;1.2;0.0;0.7;1.0;0.0;16.0;25.6;780.0;2.8;70.0
1;adw_unload_group;2018-11-08 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;789.0;0.0;2.0
1;adw_unload_group;2018-11-08 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;782.0;0.0;0.0
1;adw_unload_group;2018-11-08 07:00:00;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.1;779.0;4.8;11.0
1;adw_unload_group;2018-11-08 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;680.0;0.1;3.0
1;adw_unload_group;2018-11-08 09:00:00;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0;631.0;0.0;1.0
1;adw_unload_group;2018-11-08 10:00:00;0.1;0.2;0.0;0.1;1.0;0.0;16.0;0.2;721.0;8.9;10.0
1;adw_unload_group;2018-11-08 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;0.1;1.0
1;adw_unload_group;2018-11-08 12:00:00;0.0;0.3;0.0;0.3;2.0;0.1;16.0;1.5;390.0;3.0;5.0
1;adw_unload_group;2018-11-08 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;639.0;0.0;3.0
1;adw_unload_group;2018-11-08 14:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;613.0;0.0;2.0
1;adw_unload_group;2018-11-08 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.0;0.0;1.0
1;adw_unload_group;2018-11-08 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;174.0;0.0;3.0
1;adw_unload_group;2018-11-08 17:00:00;0.3;0.6;0.1;0.2;156.0;0.0;1200.0;17.6;1994.0;52.9;75.0
1;adw_unload_group;2018-11-08 18:00:00;18.8;35.3;20.3;7.1;192.0;0.0;1600.0;3203.8;2307.0;15646.3;19776.0
1;adw_unload_group;2018-11-08 19:00:00;10.6;27.8;16.2;1.0;225.0;0.0;2296.0;1884.1;2824.0;10274.4;7131.0
1;adw_unload_group;2018-11-08 20:00:00;10.1;16.4;1.6;4.7;289.0;0.0;2272.0;1382.3;3308.0;7929.4;7055.0
1;adw_unload_group;2018-11-08 21:00:00;25.8;30.2;2.2;2.2;7.0;0.0;192.0;1203.8;1187.0;5798.5;13368.0
1;adw_unload_group;2018-11-08 22:00:00;17.1;19.8;0.9;1.8;5.0;0.0;136.0;609.4;1108.0;2148.8;7135.0
1;adw_unload_group;2018-11-08 23:00:00;0.1;0.2;0.0;0.1;25.0;0.0;172.0;5.0;1106.0;61.6;4.0
1;adw_unload_group;2018-11-09 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;739.0;0.0;0.0
1;adw_unload_group;2018-11-09 01:00:00;6.9;19.0;3.1;9.0;20.0;0.3;172.0;4085.1;1394.0;5964.8;3878.0
1;adw_unload_group;2018-11-09 02:00:00;21.4;29.7;0.9;16.9;38.0;0.0;376.0;3847.0;1206.0;1541.4;31957.0
1;adw_unload_group;2018-11-09 03:00:00;17.5;22.4;2.1;4.5;38.0;1.8;488.0;3533.8;1726.0;7769.8;27667.0
1;adw_unload_group;2018-11-09 04:00:00;0.2;0.3;0.0;0.1;1.0;0.0;16.0;7.2;403.0;0.0;14.0
1;adw_unload_group;2018-11-09 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;447.0;0.0;0.0
1;adw_unload_group;2018-11-09 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;517.0;0.0;0.0
1;adw_unload_group;2018-11-09 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;520.0;0.0;2.0
1;adw_unload_group;2018-11-09 08:00:00;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;760.0;0.0;0.0
1;adw_unload_group;2018-11-09 09:00:00;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;555.0;0.0;1.0
1;adw_unload_group;2018-11-09 10:00:00;14.1;15.3;0.2;1.1;3.0;0.0;47.0;3558.1;622.0;632.9;10179.0
1;adw_unload_group;2018-11-09 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;752.0;0.0;0.0
1;adw_unload_group;2018-11-09 12:00:00;8.8;23.7;7.3;7.6;3.0;0.0;96.0;639.8;1061.0;21685.0;7683.0
1;adw_unload_group;2018-11-09 13:00:00;5.7;12.9;5.8;3.6;3.0;0.0;80.0;274.1;788.0;21967.8;3168.0
1;adw_unload_group;2018-11-09 14:00:00;4.8;12.2;5.6;1.8;9.0;0.0;256.0;224.6;782.0;18430.2;2464.0
1;adw_unload_group;2018-11-09 15:00:00;1.2;1.7;0.2;0.5;21.0;0.0;160.0;454.0;519.0;266.6;450.0
1;adw_unload_group;2018-11-09 16:00:00;1.1;1.8;0.2;0.5;20.0;0.0;148.0;393.1;799.0;187.5;281.0
1;adw_unload_group;2018-11-09 17:00:00;1.2;1.6;0.2;0.8;30.0;0.0;216.0;453.7;496.0;218.4;280.0
1;adw_unload_group;2018-11-09 18:00:00;1.3;1.6;0.2;0.3;8.0;0.0;64.0;328.3;465.0;143.4;277.0
1;adw_unload_group;2018-11-09 19:00:00;13.6;16.5;0.4;2.5;17.0;0.0;151.0;1092.8;162.0;183.0;6840.0
1;adw_unload_group;2018-11-09 20:00:00;1.4;1.7;0.1;0.6;16.0;0.0;116.0;563.2;167.0;117.9;563.0
1;adw_unload_group;2018-11-09 21:00:00;1.5;1.8;0.3;0.2;18.0;0.0;144.0;645.4;267.0;297.5;681.0
1;adw_unload_group;2018-11-09 22:00:00;1.4;1.8;0.2;0.2;28.0;0.0;209.0;619.1;377.0;274.1;627.0
1;adw_unload_group;2018-11-09 23:00:00;0.7;1.3;0.1;0.5;18.0;0.0;128.0;215.4;379.0;71.3;259.0
1;adw_unload_group;2018-11-10 00:00:00;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0;500.0;0.0;2.0
1;adw_unload_group;2018-11-10 01:00:00;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0;762.0;0.0;1.0
1;adw_unload_group;2018-11-10 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;769.0;0.0;2.0
1;adw_unload_group;2018-11-10 03:00:00;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;796.0;0.0;0.0
1;adw_unload_group;2018-11-10 04:00:00;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0;781.0;0.0;1.0
1;adw_unload_group;2018-11-10 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;479.0;0.0;0.0
1;adw_unload_group;2018-11-10 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;342.0;0.0;1.0
1;adw_unload_group;2018-11-10 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;380.0;1.8;5.0
1;adw_unload_group;2018-11-10 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;437.0;0.0;0.0
1;adw_unload_group;2018-11-10 09:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;437.0;0.0;0.0
1;adw_unload_group;2018-11-10 10:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;343.0;0.0;0.0
1;adw_unload_group;2018-11-10 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;372.0;0.0;1.0
1;adw_unload_group;2018-11-10 12:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;367.0;0.0;0.0
1;adw_unload_group;2018-11-10 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;443.0;0.0;0.0
1;adw_unload_group;2018-11-10 14:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;487.0;0.0;0.0
1;adw_unload_group;2018-11-10 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;524.0;0.0;0.0
1;adw_unload_group;2018-11-10 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;546.0;0.0;0.0
1;adw_unload_group;2018-11-10 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;445.0;0.0;0.0
1;adw_unload_group;2018-11-10 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;515.0;0.0;0.0
1;adw_unload_group;2018-11-10 19:00:00;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0;440.0;0.0;0.0
1;adw_unload_group;2018-11-10 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;396.0;0.0;0.0
1;adw_unload_group;2018-11-10 21:00:00;3.9;6.1;1.1;1.1;7.0;0.0;35.0;513.5;1368.0;968.8;1075.0
