host;consumer_group;time;cpu;dbtime;iowait;oth_wait;pxqry;pxqtime;pxrel;read;reqs;write;yields
3;dm_tech_group;2018-11-23 12:00:00;0.3362445414847162;0.193033381712627;0.16091954022988506;0.06904231625835189;0.030757400999615533;0.0;0.029818700699459237;0.37039047188300916;0.02821523141050818;0.2142213551168731;0.0037773567629554063
3;dm_tech_group;2018-11-23 15:00:00;0.16157205240174674;0.10595065312046442;0.10344827586206898;0.066815144766147;0.009131103421760862;0.0;0.009548385376034352;0.1630031659882406;0.00876103840160144;0.18895532835409673;0.0011835521579953805
3;dm_tech_group;2018-11-23 18:00:00;0.23362445414847163;0.14223512336719885;0.18390804597701152;0.08463251670378619;0.07655709342560554;0.0;0.07574696778753509;0.5904568068747174;0.07143762115318832;0.44662337759045656;0.0017525110001162943
3;dm_tech_group;2018-11-23 21:00:00;0.10480349344978167;0.07982583454281567;0.18390804597701152;0.015590200445434297;0.07122260668973472;0.0;0.0704660172164323;0.5069199457259159;0.06616072672908564;0.29829996053346836;0.0009362427518470921
3;dm_tech_group;2018-11-24 00:00:00;0.138646288209607;0.050072568940493466;0.020114942528735635;0.0055679287305122485;0.00019223375624759708;0.0;0.00020670387336387217;0.057975275139454246;0.0006477340394531795;0.013861688422902502;0.0008431337045918585
3;dm_tech_group;2018-11-24 03:00:00;0.0043668122270742364;0.002177068214804064;0.00574712643678161;0.0011135857461024498;0.0001441753171856978;0.0;0.0001600288051849333;0.000738730589476858;0.00015837018079539842;0.0035854971666008893;3.091367576853606e-05
3;dm_tech_group;2018-11-24 06:00:00;0.0032751091703056776;0.001088534107402032;0.0;0.0;9.611687812379854e-05;0.0;0.00010668587012328886;0.0003769033619779888;0.00011719393378859482;0.0010592668160934093;1.067257853913745e-05
3;dm_tech_group;2018-11-24 09:00:00;0.02074235807860262;0.0090711175616836;0.01724137931034483;0.0;0.00024029219530949635;0.0;0.00026671467530822214;0.004198703452434796;0.0004972823676975509;0.015071747175909034;0.0001998348326466081
3;dm_tech_group;2018-11-24 12:00:00;0.0043668122270742364;0.0043541364296081275;0.01149425287356322;0.0022271714922048997;0.00019223375624759708;0.0;0.00021337174024657773;0.0007538067239559776;0.00021538344588174183;0.00541361669806614;4.563447375355323e-05
3;dm_tech_group;2018-11-24 15:00:00;0.0021834061135371182;0.000725689404934688;0.0;0.0;0.0001441753171856978;0.0;0.0001600288051849333;0.0006784260515603799;0.00016153758441130638;0.0027701037299595658;2.9441595970034343e-06
3;dm_tech_group;2018-11-24 18:00:00;0.0;0.0;0.0;0.0;9.611687812379854e-05;0.0;0.00010668587012328886;0.0006030453791647821;0.00010769172294087091;0.0001861628850779278;4.416239395505152e-06
3;dm_tech_group;2018-11-24 21:00:00;0.0021834061135371182;0.000725689404934688;0.0;0.0;0.00019223375624759708;0.0;0.00021337174024657773;0.0010251771445801297;0.00021538344588174183;0.0026844688028237187;2.208119697752576e-06
3;dm_tech_group;2018-11-25 00:00:00;0.7860262008733625;0.4702467343976777;0.574712643678161;0.22048997772828507;0.0722798923490965;0.0;0.07211964820334327;0.7793155434946479;0.06858062309163933;0.6503712087928455;0.016968663837329295
3;dm_tech_group;2018-11-25 03:00:00;0.39301310043668125;0.2612481857764876;0.2873563218390805;0.1603563474387528;0.017397154940407535;0.0;0.01778986884305842;0.3480777928539122;0.017496737574275615;0.39289304569926503;0.003893651067037042
3;dm_tech_group;2018-11-25 06:00:00;0.13537117903930132;0.14513788098693758;0.17816091954022992;0.11915367483296213;0.00927527873894656;0.0;0.009468370973441886;0.05792250866877733;0.009556056709194339;0.27069572793411323;0.002430403747326335
3;dm_tech_group;2018-11-25 15:00:00;0.08296943231441048;0.07910014513788097;0.1149425287356322;0.05679287305122494;0.03878316032295271;0.0;0.038326898841791524;0.3255088195386702;0.036048220552648585;0.25688616511903256;0.0005299487274606181
