host;time;sys_actsess_max;sys_cpu;sys_iowait;sys_oswait;sys_pga;sys_pxqct;sys_pxruns;sys_pxsrvt;sys_read;sys_redo;sys_rmwait;sys_syspct;sys_write
3;2018-11-22 05:00:00;414.4;57.0;52.5;0.8;87274.7;48.2;563.0;966.8;114752.7;12.5;0.1;11.3;323.1
3;2018-11-22 06:00:00;240.8;57.8;11.0;0.8;78685.6;38.3;609.8;715.4;18285.9;12.4;0.7;11.5;490.0
3;2018-11-22 07:00:00;335.8;76.3;12.4;2.0;101383.0;38.1;240.4;887.6;21477.2;9.5;0.4;15.2;572.4
3;2018-11-22 08:00:00;271.0;54.9;10.8;0.9;90462.0;42.9;301.3;669.4;30220.4;39.3;0.1;11.9;465.8
3;2018-11-22 09:00:00;269.0;53.6;9.3;1.0;111620.6;36.9;218.9;675.0;32131.1;24.4;0.6;9.7;446.6
3;2018-11-22 10:00:00;370.5;65.8;8.4;2.9;115907.1;39.2;138.0;881.5;21270.1;21.9;2.1;11.7;436.3
3;2018-11-22 11:00:00;311.0;59.8;12.5;2.4;78631.3;35.0;217.8;918.8;57363.4;30.7;0.6;11.3;414.0
3;2018-11-22 12:00:00;277.1;67.6;7.9;1.4;69336.3;29.2;268.4;765.1;68183.4;22.8;0.8;9.8;274.1
3;2018-11-22 13:00:00;278.7;73.8;9.4;3.9;87493.3;23.3;766.7;730.7;58272.5;27.6;1.7;10.2;456.0
3;2018-11-22 14:00:00;310.6;75.7;11.7;4.5;76429.7;26.0;761.7;877.3;49664.3;19.4;3.8;11.6;358.3
3;2018-11-22 15:00:00;286.5;67.3;17.7;2.6;106055.6;26.8;719.2;597.1;54278.5;9.4;8.0;13.8;286.1
3;2018-11-22 16:00:00;247.6;56.6;12.9;0.7;73902.3;25.9;975.8;626.8;58959.6;5.0;2.2;11.1;182.4
3;2018-11-22 17:00:00;229.9;57.9;9.7;0.6;85949.3;26.9;1048.5;615.1;27975.9;11.1;1.1;9.4;305.4
3;2018-11-22 18:00:00;207.2;43.6;10.0;0.5;57363.1;23.8;723.6;521.8;36031.8;7.2;1.7;7.8;164.3
3;2018-11-22 19:00:00;203.5;38.0;9.8;0.5;38565.9;28.7;965.5;612.1;41710.3;7.7;0.0;7.4;163.2
3;2018-11-22 20:00:00;157.8;34.1;13.9;0.5;29073.4;19.0;104.1;458.4;67974.4;8.2;0.0;7.5;218.1
3;2018-11-22 21:00:00;278.6;58.6;9.4;0.8;49863.5;23.4;130.1;593.5;64078.2;8.1;0.3;9.4;57.6
3;2018-11-22 22:00:00;219.2;57.0;10.9;0.8;32319.0;23.0;138.1;610.8;56605.6;8.0;0.2;10.7;184.5
3;2018-11-22 23:00:00;166.4;32.3;9.4;0.5;51954.9;18.1;66.1;415.3;32984.0;10.4;0.0;7.9;182.8
3;2018-11-23 00:00:00;288.2;58.4;22.1;0.8;77319.2;42.0;546.6;760.9;44872.1;7.8;7.5;11.8;218.3
3;2018-11-23 01:00:00;300.2;70.4;11.5;1.0;74756.7;37.8;250.2;780.8;29794.2;5.8;13.8;14.1;528.0
3;2018-11-23 02:00:00;266.0;64.2;16.7;0.9;61238.8;33.9;202.8;827.2;32248.7;4.9;4.5;13.3;317.8
3;2018-11-23 03:00:00;436.7;48.0;14.8;0.9;75027.6;27.8;251.2;670.9;47827.4;7.5;4.2;10.7;301.8
3;2018-11-23 04:00:00;397.9;72.9;15.4;2.3;108040.6;33.0;714.4;792.4;49331.8;7.8;3.7;12.0;686.6
3;2018-11-23 05:00:00;379.2;48.3;47.7;0.8;106758.5;35.0;689.8;954.8;92558.4;28.9;0.3;9.6;593.6
3;2018-11-23 06:00:00;333.2;61.3;11.1;1.4;92388.8;30.4;479.6;825.0;29775.9;17.9;2.5;12.9;658.4
3;2018-11-23 07:00:00;390.4;60.7;12.0;1.0;68373.0;28.8;217.7;757.5;25198.9;21.8;1.6;12.6;505.8
3;2018-11-23 08:00:00;281.4;50.6;11.4;1.2;63819.0;24.4;275.0;611.9;36617.0;34.1;0.4;9.4;489.1
3;2018-11-23 09:00:00;321.4;75.1;14.4;2.3;73932.1;24.9;109.6;680.6;39300.5;17.5;0.8;11.8;523.4
3;2018-11-23 10:00:00;286.5;44.8;12.8;1.0;64130.2;24.1;217.4;580.9;45184.1;17.6;0.4;8.4;267.8
3;2018-11-23 11:00:00;288.7;75.9;13.2;2.4;76648.6;28.5;301.4;724.0;41890.4;20.1;0.8;12.3;394.5
3;2018-11-23 12:00:00;1067.8;63.4;10.3;1.6;91153.6;29.9;234.6;901.5;39308.4;26.9;0.9;11.6;527.5
3;2018-11-23 13:00:00;2088.2;66.9;8.4;1.4;79766.6;33.9;177.7;1201.8;35339.5;21.8;2.9;13.0;530.0
3;2018-11-23 14:00:00;386.1;65.8;7.7;4.4;88735.0;32.2;234.6;929.3;20905.5;30.4;6.6;12.1;448.9
3;2018-11-23 15:00:00;340.0;56.7;5.3;0.7;75847.7;28.0;1042.4;944.0;15494.2;24.1;0.7;9.8;429.6
3;2018-11-23 16:00:00;277.2;42.0;6.1;0.8;46613.3;23.2;1246.6;535.1;24690.8;25.7;1.0;8.4;232.4
3;2018-11-23 17:00:00;200.1;35.9;7.3;0.5;70015.7;22.0;1570.2;530.7;36676.9;28.1;0.1;7.4;304.9
3;2018-11-23 18:00:00;211.0;41.9;5.8;0.5;39568.0;23.1;1656.0;537.4;18059.8;10.4;0.1;7.5;224.5
3;2018-11-23 19:00:00;173.8;33.8;5.1;0.4;34530.5;20.3;685.1;431.1;18973.3;1.7;0.0;6.4;286.7
3;2018-11-23 20:00:00;249.9;40.7;12.0;0.6;38480.8;21.1;230.9;498.5;28123.6;6.3;0.2;9.2;351.1
3;2018-11-23 21:00:00;224.0;42.4;10.7;0.6;47974.5;17.6;159.1;451.7;29912.9;7.3;0.1;8.0;70.3
3;2018-11-23 22:00:00;174.7;45.4;4.4;0.5;31865.1;15.7;94.0;470.8;17873.7;7.5;0.3;6.8;57.7
3;2018-11-23 23:00:00;148.9;25.6;5.4;0.5;30306.1;13.8;119.0;403.8;21268.7;9.3;0.0;5.3;108.1
3;2018-11-24 00:00:00;186.5;33.0;8.1;0.5;43939.3;30.3;829.3;300.6;19376.8;5.4;0.0;6.1;214.4
3;2018-11-24 01:00:00;174.8;30.7;3.1;0.4;33032.7;15.6;106.8;270.6;12232.0;4.7;0.0;5.2;314.7
3;2018-11-24 02:00:00;118.8;31.2;5.1;0.4;42588.7;15.8;147.5;338.8;18372.0;6.7;0.0;5.5;289.1
3;2018-11-24 03:00:00;202.0;46.6;5.6;0.5;43350.6;14.2;200.7;346.6;39663.3;9.6;1.6;6.5;201.3
3;2018-11-24 04:00:00;245.2;55.9;5.7;1.1;89155.0;21.2;1068.4;568.6;15988.5;20.1;1.7;9.6;783.2
3;2018-11-24 05:00:00;318.4;42.8;50.9;0.4;77081.5;21.1;1200.8;592.7;135317.7;16.4;0.2;7.0;356.1
3;2018-11-24 06:00:00;156.6;35.9;5.9;0.4;74587.7;16.2;330.8;432.8;16967.9;7.4;1.4;6.3;576.4
3;2018-11-24 07:00:00;154.6;39.8;4.7;0.5;62942.8;16.0;179.2;442.6;22732.8;9.1;0.1;6.6;208.4
3;2018-11-24 08:00:00;362.2;39.1;5.3;0.7;79583.7;18.9;220.6;703.5;21717.6;23.3;8.1;7.5;344.4
3;2018-11-24 09:00:00;355.3;58.7;6.3;1.5;57901.8;23.0;1120.6;726.3;18599.1;25.1;4.5;9.4;346.6
3;2018-11-24 10:00:00;433.5;64.9;4.5;4.1;32021.0;21.7;1331.0;778.1;14308.2;19.1;12.6;10.0;279.5
3;2018-11-24 11:00:00;250.2;55.3;4.8;1.1;47322.0;18.6;819.5;585.1;44431.5;14.3;4.0;7.7;371.0
3;2018-11-24 12:00:00;357.7;42.9;2.5;2.3;78595.4;16.9;1605.6;560.9;14474.2;20.3;5.2;5.8;317.2
3;2018-11-24 13:00:00;247.5;43.5;2.2;1.1;71195.1;12.3;1227.7;427.1;14656.2;17.5;2.8;6.3;355.3
3;2018-11-24 14:00:00;80.0;17.7;2.3;0.3;29132.6;7.2;114.9;187.7;30026.1;3.9;0.0;3.4;278.5
3;2018-11-24 15:00:00;226.8;18.4;0.8;0.3;26111.0;6.4;81.0;149.5;11943.9;6.5;0.0;3.2;340.6
3;2018-11-24 16:00:00;50.5;13.6;1.1;0.2;34849.0;6.9;65.9;146.4;11450.5;5.4;0.0;2.3;209.8
3;2018-11-24 17:00:00;44.5;8.2;0.5;0.2;32888.7;6.1;52.7;119.5;12669.8;6.0;0.0;1.8;193.5
3;2018-11-24 18:00:00;129.4;22.4;7.8;0.4;27992.2;9.2;167.1;244.8;11594.3;7.1;0.1;4.7;359.4
3;2018-11-24 19:00:00;77.3;23.7;5.3;0.2;53999.0;8.0;107.3;248.0;23323.7;7.8;0.0;2.5;259.7
3;2018-11-24 20:00:00;106.0;29.9;2.8;0.3;34239.5;9.9;117.0;355.2;33275.4;6.4;0.0;4.2;429.2
3;2018-11-24 21:00:00;130.0;30.2;2.0;0.4;51776.0;8.5;159.8;273.7;15672.8;8.3;0.0;5.1;440.3
3;2018-11-24 22:00:00;51.0;16.1;0.7;0.2;29737.3;7.1;165.0;188.3;13848.2;1.4;0.0;2.4;357.7
3;2018-11-24 23:00:00;52.4;18.2;0.5;0.2;53937.5;8.8;177.2;251.7;15049.3;1.8;0.0;2.7;192.1
3;2018-11-25 00:00:00;262.3;54.1;19.6;0.6;78533.0;35.0;775.3;612.6;18589.3;6.0;15.6;10.0;350.6
3;2018-11-25 01:00:00;253.6;56.0;9.0;0.7;93809.0;34.2;255.1;590.5;18985.6;2.9;3.2;11.0;693.7
3;2018-11-25 02:00:00;179.4;50.5;13.0;0.6;54094.6;22.2;229.3;426.7;16803.7;2.6;0.5;9.3;614.9
3;2018-11-25 03:00:00;246.9;37.8;15.1;0.6;48863.6;21.4;257.1;567.3;36667.5;5.7;0.1;6.7;369.1
3;2018-11-25 04:00:00;272.9;81.2;6.4;2.0;91546.9;37.8;649.5;664.3;31669.5;3.8;2.8;12.8;533.1
3;2018-11-25 05:00:00;350.5;72.2;34.8;4.3;75212.9;34.7;269.2;809.3;104540.0;11.1;1.7;11.7;661.9
3;2018-11-25 06:00:00;213.3;56.5;7.1;0.7;73810.1;26.7;248.3;510.2;21435.0;19.6;0.1;10.6;618.6
3;2018-11-25 07:00:00;224.4;43.8;7.2;0.6;94455.3;24.9;271.7;653.1;18906.9;11.5;0.0;8.5;276.7
3;2018-11-25 08:00:00;282.6;56.5;8.0;2.4;83480.4;22.6;201.6;789.3;18436.8;18.0;0.9;8.7;817.4
3;2018-11-25 09:00:00;372.0;66.7;3.4;3.2;62154.9;24.1;241.0;823.1;4884.1;28.2;0.6;9.5;569.0
3;2018-11-25 10:00:00;340.3;68.7;5.7;2.1;68250.9;22.8;585.3;783.3;13181.0;27.2;0.1;10.0;509.2
3;2018-11-25 11:00:00;264.9;79.5;4.8;4.9;89716.2;23.7;971.6;764.8;42588.0;31.8;0.3;11.4;573.4
3;2018-11-25 12:00:00;368.6;46.4;5.0;1.6;66816.3;20.0;982.2;518.8;24299.0;20.3;0.1;7.9;471.9
3;2018-11-25 13:00:00;229.1;38.7;2.3;0.8;77860.2;14.9;1184.1;434.1;17697.8;21.0;0.0;4.9;442.7
3;2018-11-25 14:00:00;242.3;38.6;3.9;0.8;35900.6;14.5;1118.3;342.1;17619.6;18.2;0.0;6.4;427.9
3;2018-11-25 15:00:00;178.2;41.5;4.8;0.5;38954.9;11.5;1539.4;325.6;13013.3;18.2;0.0;6.7;606.3
3;2018-11-25 16:00:00;160.0;33.0;10.9;0.5;57513.8;12.4;303.9;366.4;73960.9;6.8;0.0;6.8;324.7
3;2018-11-25 17:00:00;116.8;33.1;5.7;0.4;33915.5;12.1;97.1;235.4;24624.1;6.1;0.0;5.4;220.1
3;2018-11-25 18:00:00;173.7;40.2;7.0;0.5;33225.7;15.8;137.9;400.9;28980.8;8.0;0.1;7.8;366.3
3;2018-11-25 19:00:00;156.9;31.5;5.1;0.5;47127.6;13.1;81.9;282.4;19216.9;7.9;0.1;6.9;509.9
3;2018-11-25 20:00:00;134.7;18.4;3.1;0.4;68461.8;10.2;123.2;288.1;18188.9;1.1;0.0;4.1;321.2
3;2018-11-25 21:00:00;114.3;25.5;5.1;0.4;55175.1;10.4;77.1;261.1;24215.6;0.6;0.0;4.9;330.7
3;2018-11-25 22:00:00;187.3;30.1;3.7;0.5;34058.5;12.8;69.5;310.7;17879.0;18.9;0.2;6.1;360.2
3;2018-11-25 23:00:00;168.0;29.8;3.7;0.4;32542.2;11.7;118.1;281.2;21402.4;11.9;0.1;5.1;459.6
3;2018-11-26 00:00:00;256.0;51.6;7.4;0.6;92820.0;32.1;781.0;512.2;18900.0;4.8;15.0;10.3;427.2
3;2018-11-26 01:00:00;257.5;58.7;6.2;0.7;133751.2;37.6;354.8;584.3;24569.3;0.6;10.6;11.3;647.6
3;2018-11-26 02:00:00;266.7;58.5;15.1;0.7;74474.6;31.2;113.8;565.7;21474.5;0.8;2.4;11.8;471.4
3;2018-11-26 03:00:00;258.3;49.7;16.3;0.7;62937.0;26.7;189.4;465.2;33413.3;5.7;0.6;9.4;440.2
3;2018-11-26 04:00:00;246.8;54.3;18.9;0.8;93749.8;31.4;540.5;685.1;19991.5;4.2;0.4;11.2;629.4
3;2018-11-26 05:00:00;393.4;46.4;93.2;0.7;112746.6;32.7;89.0;842.7;116464.2;10.2;0.3;8.4;509.7
3;2018-11-26 06:00:00;223.0;50.1;12.0;0.7;96173.4;20.1;260.6;634.2;12695.7;18.6;0.1;10.7;782.7
3;2018-11-26 07:00:00;340.8;57.2;10.4;1.0;73373.6;32.8;198.7;1136.6;38829.5;27.0;0.6;11.8;555.7
3;2018-11-26 08:00:00;349.5;52.9;14.7;1.2;71443.3;30.2;269.8;917.4;26763.3;24.0;0.8;10.3;416.8
3;2018-11-26 09:00:00;403.0;83.1;11.5;8.6;91392.6;37.8;477.4;1133.8;69640.1;13.8;7.4;12.6;441.0
3;2018-11-26 10:00:00;324.6;60.0;7.4;1.6;121525.5;39.6;796.5;862.4;75751.1;15.2;1.0;10.6;394.5
3;2018-11-26 11:00:00;323.8;61.3;10.9;0.8;126301.8;33.0;740.2;683.4;80160.2;3.7;3.0;10.2;489.2
3;2018-11-26 12:00:00;330.0;84.1;9.9;4.5;131694.1;37.5;746.3;947.5;50419.6;16.1;8.2;14.4;559.3
3;2018-11-26 13:00:00;249.1;55.2;6.1;0.6;106489.2;30.6;1407.7;721.5;41877.1;4.0;0.2;8.5;374.5
3;2018-11-26 14:00:00;314.5;55.7;9.4;0.6;43212.4;27.4;1288.0;523.0;40814.8;6.3;2.5;8.5;235.9
3;2018-11-26 15:00:00;254.1;53.8;8.1;0.7;98770.9;30.0;896.0;514.6;15856.7;3.4;5.9;9.1;215.2
3;2018-11-26 16:00:00;318.6;54.3;8.9;0.6;72523.9;33.0;1167.8;529.7;18171.0;4.5;10.7;9.7;91.0
3;2018-11-26 17:00:00;233.0;54.3;7.8;0.6;81249.0;30.3;347.8;503.8;25149.6;10.3;7.3;9.3;302.3
3;2018-11-26 18:00:00;199.8;55.0;14.7;0.7;60166.2;35.4;280.0;584.1;29952.3;15.2;1.2;10.3;129.2
3;2018-11-26 19:00:00;169.8;41.5;6.9;0.5;26332.7;27.7;107.6;455.3;17484.2;14.8;0.0;6.4;116.1
3;2018-11-26 20:00:00;207.7;51.3;6.5;0.5;40868.1;22.0;153.0;390.6;62521.8;13.0;0.1;6.6;176.8
3;2018-11-26 21:00:00;155.9;38.6;7.0;0.4;53260.0;24.0;145.7;493.0;38277.2;7.4;0.0;6.3;128.2
3;2018-11-26 22:00:00;161.0;26.1;5.7;0.4;53907.4;19.3;120.1;362.0;17852.4;12.1;0.0;5.2;132.1
3;2018-11-26 23:00:00;205.1;38.6;4.7;0.5;33887.7;15.9;119.1;336.0;15967.0;3.4;0.3;6.6;249.3
3;2018-11-27 00:00:00;271.7;73.3;13.8;1.7;80713.9;54.9;657.7;532.9;25118.6;4.0;18.1;12.6;227.8
3;2018-11-27 01:00:00;306.6;68.2;8.2;2.2;97668.1;34.9;301.5;566.5;16310.7;3.4;18.0;11.2;464.8
3;2018-11-27 02:00:00;294.5;72.6;12.7;1.7;71479.5;29.1;145.8;590.2;16334.8;4.3;1.3;13.1;322.4
3;2018-11-27 03:00:00;380.1;59.1;16.5;1.8;82959.4;30.9;226.1;647.5;45820.1;6.2;10.4;10.7;194.8
3;2018-11-27 04:00:00;267.0;74.3;11.9;1.0;101241.8;29.1;5673.8;738.1;36972.8;8.6;0.3;12.1;314.3
3;2018-11-27 05:00:00;351.9;72.2;34.6;1.1;104386.7;36.0;3225.8;797.7;86648.7;15.3;0.0;11.4;425.4
3;2018-11-27 06:00:00;363.7;71.3;13.4;2.0;75801.4;26.5;7468.4;847.3;19288.2;10.5;0.5;14.0;499.1
3;2018-11-27 07:00:00;221.8;47.0;13.1;0.7;69002.8;20.0;201.6;558.8;23929.8;10.6;0.7;10.2;276.1
3;2018-11-27 08:00:00;311.1;73.2;8.5;3.5;91041.9;23.3;80.0;652.8;15141.3;13.8;4.7;11.6;575.3
3;2018-11-27 09:00:00;327.9;85.4;15.4;7.2;66274.5;24.7;294.2;729.7;20540.9;11.3;5.5;14.5;580.0
3;2018-11-27 10:00:00;1249.4;70.8;10.5;0.8;64068.4;27.2;213.1;638.8;21800.9;9.8;3.5;13.0;314.3
3;2018-11-27 11:00:00;1285.6;58.4;8.7;3.2;90343.0;29.3;220.2;734.7;36572.7;9.3;2.4;9.4;304.2
3;2018-11-27 12:00:00;477.3;74.6;8.8;2.0;95841.2;45.7;4520.6;1275.1;26316.6;30.0;9.4;13.0;444.5
3;2018-11-27 13:00:00;334.4;73.8;7.0;2.4;55410.3;33.4;7289.0;1029.0;5313.7;27.1;1.0;12.4;336.7
3;2018-11-27 14:00:00;346.5;84.4;7.2;5.9;75726.9;32.3;9071.4;1100.9;30242.4;15.3;3.0;11.6;345.5
3;2018-11-27 15:00:00;353.2;76.9;7.2;8.3;86435.9;37.5;683.9;995.0;16786.1;18.0;1.5;12.3;340.3
3;2018-11-27 16:00:00;250.0;56.4;17.8;0.6;43337.1;24.1;879.6;670.7;17815.8;23.1;6.5;8.6;211.1
3;2018-11-27 17:00:00;356.7;69.8;13.1;4.3;64299.4;33.4;1001.2;688.7;17157.9;21.5;3.9;12.0;277.7
3;2018-11-27 18:00:00;390.7;72.4;8.0;5.4;81115.2;28.5;2063.6;668.4;22507.7;19.8;5.3;10.7;322.8
3;2018-11-27 19:00:00;353.4;66.7;10.7;3.1;68663.7;35.9;2422.5;772.1;27254.1;21.0;1.4;11.8;503.5
3;2018-11-27 20:00:00;569.1;48.7;10.4;0.8;59650.4;32.4;1624.0;517.2;26568.4;20.0;0.1;9.7;354.3
3;2018-11-27 21:00:00;273.5;54.3;8.5;0.8;94863.1;31.3;2254.5;548.7;35239.8;5.7;0.1;10.5;164.4
3;2018-11-27 22:00:00;180.8;39.3;9.8;0.7;48267.3;22.4;2578.9;349.6;52674.5;6.0;0.0;7.8;203.3
3;2018-11-27 23:00:00;219.6;34.5;9.8;0.5;34192.1;29.1;3442.6;501.4;76758.9;8.5;0.0;7.9;95.3
3;2018-11-28 00:00:00;505.7;79.1;10.4;2.5;87588.7;75.8;2632.9;780.0;58333.9;5.5;10.4;10.4;244.4
3;2018-11-28 01:00:00;438.6;68.7;5.2;1.8;99974.2;60.0;605.6;813.4;30673.2;3.9;21.6;10.2;669.3
3;2018-11-28 02:00:00;323.7;71.7;9.5;1.8;106821.5;35.2;434.4;732.3;11580.6;5.8;19.2;11.2;415.1
3;2018-11-28 03:00:00;282.6;70.9;15.8;0.9;67987.1;28.5;489.7;689.0;40307.9;7.4;4.3;11.9;285.1
3;2018-11-28 04:00:00;249.3;69.6;13.0;1.3;125766.3;27.2;6020.4;585.3;15075.5;9.1;0.2;14.4;382.5
3;2018-11-28 05:00:00;349.4;58.3;53.1;0.7;97032.5;31.0;8148.9;709.9;117635.6;14.6;0.0;10.3;449.6
3;2018-11-28 06:00:00;334.1;67.3;8.7;4.0;161870.9;28.5;489.5;743.8;9937.5;9.9;1.2;12.4;445.5
3;2018-11-28 07:00:00;2525.4;59.0;12.3;0.8;78517.6;27.5;1652.5;577.8;39679.8;10.7;3.0;10.4;417.2
3;2018-11-28 08:00:00;2630.6;69.3;10.5;1.1;56673.9;32.1;1794.4;647.1;29811.2;19.4;0.8;13.0;472.6
3;2018-11-28 09:00:00;309.6;79.9;9.4;1.6;129190.1;35.9;1586.6;695.8;24160.1;17.2;6.5;12.8;371.0
3;2018-11-28 10:00:00;591.7;69.6;13.5;3.2;179288.3;36.1;1510.1;793.8;26056.6;20.8;3.9;12.4;515.4
3;2018-11-28 11:00:00;555.7;83.3;11.6;6.5;117808.7;42.5;618.9;1186.8;44489.4;23.7;5.5;15.6;765.4
3;2018-11-28 12:00:00;401.7;68.7;7.2;4.3;129425.2;41.2;788.4;1072.4;27474.8;26.0;4.2;12.0;388.0
3;2018-11-28 13:00:00;331.1;73.3;7.1;1.9;97504.5;29.4;513.3;931.8;22316.4;19.6;0.7;11.4;442.7
3;2018-11-28 14:00:00;317.2;81.0;6.8;6.2;93304.6;27.7;1114.9;787.3;22830.2;18.9;4.7;11.1;322.3
3;2018-11-28 15:00:00;523.1;84.1;5.4;10.2;83971.0;35.6;1061.4;1069.1;21123.4;24.5;11.9;11.8;387.7
3;2018-11-28 16:00:00;226.7;54.8;4.9;0.5;65273.6;27.9;1021.6;787.9;15471.3;28.8;0.2;8.0;258.9
3;2018-11-28 17:00:00;263.5;43.5;5.3;0.5;53527.2;25.4;1193.9;580.0;17037.5;22.0;0.8;7.8;259.0
3;2018-11-28 18:00:00;249.1;36.6;5.0;0.4;47795.7;23.0;1416.0;579.8;15550.7;25.7;0.0;5.5;275.0
3;2018-11-28 19:00:00;211.3;34.2;5.4;0.4;46581.4;18.7;2016.6;475.1;17819.7;18.7;0.0;5.1;140.9
3;2018-11-28 20:00:00;285.2;33.5;5.7;0.4;60686.4;14.1;430.1;345.2;18769.4;3.4;0.2;5.6;417.3
3;2018-11-28 21:00:00;213.5;48.3;6.7;0.7;49278.9;15.9;406.3;380.5;26203.7;0.8;0.1;8.9;159.3
3;2018-11-28 22:00:00;163.0;36.2;2.5;0.4;43867.0;9.8;398.1;298.4;15709.3;2.7;0.0;5.6;199.4
3;2018-11-28 23:00:00;218.1;41.6;4.5;0.5;47887.3;14.4;412.5;320.4;19052.8;0.7;0.1;6.9;239.6
3;2018-11-29 00:00:00;340.9;76.5;11.1;1.5;70697.1;51.1;856.8;661.1;26210.6;2.9;12.4;12.9;210.7
3;2018-11-29 01:00:00;334.6;67.2;8.2;1.4;74356.8;39.0;736.6;642.2;18889.6;0.9;24.1;11.1;552.8
3;2018-11-29 02:00:00;320.9;81.7;16.5;2.4;70316.5;35.2;472.9;599.4;19858.9;1.8;9.9;17.5;445.7
3;2018-11-29 03:00:00;387.3;70.8;59.7;3.1;104538.7;35.3;465.0;660.1;113391.0;8.2;15.3;13.6;467.3
3;2018-11-29 04:00:00;3770.2;56.8;14.0;0.8;70456.0;31.8;403.6;617.8;9619.7;11.1;0.3;11.4;336.3
3;2018-11-29 05:00:00;315.4;58.2;10.7;1.5;73939.1;33.2;492.3;592.4;21892.7;8.4;2.7;10.8;193.1
3;2018-11-29 06:00:00;226.3;54.8;7.6;0.6;72138.0;27.3;450.9;633.0;16620.7;4.9;1.4;9.2;409.7
3;2018-11-29 07:00:00;222.5;49.5;14.1;0.6;82162.4;22.4;426.2;457.9;11624.1;12.8;2.1;9.2;251.1
3;2018-11-29 08:00:00;307.6;51.7;9.8;0.8;71438.1;29.3;837.2;893.4;18945.2;14.3;0.6;10.6;286.6
3;2018-11-29 09:00:00;373.9;67.5;11.9;4.1;73841.0;42.7;1524.5;933.9;35269.8;15.2;2.8;13.3;210.2
3;2018-11-29 10:00:00;439.5;60.7;9.6;0.8;108953.0;39.0;500.3;888.6;17311.4;18.9;6.4;11.5;463.0
3;2018-11-29 11:00:00;408.8;53.4;12.1;1.3;64526.4;38.6;618.7;839.5;38789.1;28.3;1.1;10.7;582.4
3;2018-11-29 12:00:00;411.3;73.3;16.6;5.9;108072.6;32.6;421.7;927.9;19103.8;20.7;8.0;11.2;369.1
3;2018-11-29 13:00:00;414.5;67.0;26.5;6.2;93438.7;29.7;410.6;755.6;27856.9;18.7;6.9;12.8;362.9
3;2018-11-29 14:00:00;369.1;57.7;16.3;1.1;71251.2;31.8;467.8;796.9;20706.1;21.3;0.9;10.7;539.8
3;2018-11-29 15:00:00;277.0;57.3;10.7;1.3;111344.4;26.5;493.3;581.7;24155.1;16.7;4.8;12.8;460.4
3;2018-11-29 16:00:00;325.6;55.3;9.6;1.2;60291.6;27.6;394.5;577.1;25991.1;14.6;15.0;11.3;218.4
3;2018-11-29 17:00:00;379.6;63.1;13.8;2.5;51090.0;37.9;433.5;849.7;38083.0;20.7;10.9;10.9;267.6
3;2018-11-29 18:00:00;271.0;60.3;19.1;0.8;77164.3;31.2;416.4;778.2;61977.0;12.9;0.1;12.7;254.0
3;2018-11-29 19:00:00;253.8;44.9;18.9;0.6;63778.1;27.8;339.4;678.5;48896.0;12.1;0.2;10.4;255.5
3;2018-11-29 20:00:00;181.3;39.6;10.8;0.5;56872.3;25.6;346.1;561.5;45346.9;15.9;0.0;8.0;275.3
3;2018-11-29 21:00:00;210.4;38.0;12.2;0.5;52709.2;23.7;385.7;623.1;59023.9;9.2;0.0;6.8;235.6
3;2018-11-29 22:00:00;156.7;32.7;7.0;0.4;24336.8;20.2;377.2;387.8;46535.9;10.6;0.0;5.5;89.5
3;2018-11-29 23:00:00;182.8;26.2;4.2;0.4;25208.3;17.5;405.6;379.8;18965.1;10.2;0.0;5.0;140.0
3;2018-11-30 00:00:00;447.0;72.4;9.6;1.7;76664.6;52.4;871.3;756.5;29075.0;3.7;23.6;12.6;366.8
3;2018-11-30 01:00:00;389.2;76.3;11.3;1.5;116453.0;45.6;579.0;798.5;35618.0;0.9;13.0;14.9;580.3
3;2018-11-30 02:00:00;327.0;76.8;12.2;4.0;109311.0;36.7;413.8;700.5;21263.6;3.1;16.7;15.6;523.7
3;2018-11-30 03:00:00;369.4;65.8;57.2;0.8;53029.0;32.6;444.5;685.1;108876.3;5.8;2.0;13.5;424.1
3;2018-11-30 04:00:00;258.5;78.1;18.6;2.1;95330.6;30.8;504.5;752.1;45137.1;8.7;0.1;13.8;513.3
3;2018-11-30 05:00:00;222.1;58.1;7.6;0.6;92514.6;26.0;440.4;600.9;23777.0;9.4;0.0;10.0;439.3
3;2018-11-30 06:00:00;245.3;59.0;8.3;0.7;69429.9;24.5;402.3;659.1;24415.7;5.8;1.7;10.3;434.7
3;2018-11-30 07:00:00;223.6;38.7;10.3;0.6;40701.2;19.7;489.6;487.2;23518.1;17.7;0.1;9.3;399.9
3;2018-11-30 08:00:00;385.3;60.6;11.6;1.5;68230.0;32.0;1882.8;909.7;49373.7;14.3;0.2;12.1;323.7
3;2018-11-30 09:00:00;300.7;52.2;7.7;2.0;86044.6;35.3;1368.0;906.6;54655.8;11.3;2.0;10.7;316.9
3;2018-11-30 10:00:00;331.5;65.6;8.2;2.8;70444.8;34.3;1623.0;869.2;44596.2;21.0;1.1;11.6;382.5
3;2018-11-30 11:00:00;416.8;83.0;10.7;9.2;74448.7;36.3;1862.7;1010.0;48672.8;18.7;12.5;12.5;334.6
3;2018-11-30 12:00:00;427.7;86.0;9.2;6.4;71946.1;39.7;2058.7;1244.8;29731.6;20.8;23.5;11.7;440.1
