host;time;sys_actsess_max;sys_cpu;sys_iowait;sys_oswait;sys_pga;sys_pxqct;sys_pxruns;sys_pxsrvt;sys_read;sys_redo;sys_rmwait;sys_syspct;sys_write
1;2018-11-02 00:00:00;237.9;39.0;21.9;0.8;17064.1;15.9;305.9;179.4;5079.3;25.0;16.4;10.2;144.7
1;2018-11-02 01:00:00;313.8;47.9;15.4;1.0;15388.9;18.3;794.4;251.9;5122.0;30.6;6.6;12.8;172.4
1;2018-11-02 02:00:00;259.7;69.0;10.2;1.0;40204.6;15.3;855.3;291.1;6936.4;29.8;3.3;13.9;182.9
1;2018-11-02 03:00:00;334.4;57.1;24.4;1.1;48704.0;15.7;244.8;327.9;3857.7;34.0;0.8;11.7;228.8
1;2018-11-02 04:00:00;167.0;35.1;4.1;0.8;40982.4;4.3;294.9;72.4;1829.2;38.7;0.7;8.9;522.2
1;2018-11-02 05:00:00;214.2;35.5;4.2;0.9;41838.2;3.3;329.6;49.5;1566.3;52.4;1.0;10.0;280.9
1;2018-11-02 06:00:00;246.0;41.8;5.5;0.8;13806.9;2.8;281.0;58.5;1830.8;41.1;0.2;10.1;264.0
1;2018-11-02 07:00:00;291.0;59.5;6.2;1.3;13851.8;3.1;286.5;57.1;1573.6;77.7;0.3;15.2;374.8
1;2018-11-02 08:00:00;273.0;49.3;6.0;1.2;15686.4;2.9;251.6;54.2;5829.7;82.9;0.1;13.4;421.0
1;2018-11-02 09:00:00;258.9;38.7;11.4;0.9;19244.3;3.2;273.9;61.2;8887.1;64.0;0.5;11.1;319.6
1;2018-11-02 10:00:00;264.4;56.4;7.0;1.1;26663.4;5.0;280.1;127.1;4756.2;76.4;0.3;13.5;451.0
1;2018-11-02 11:00:00;261.3;43.5;6.9;1.1;12949.7;4.1;238.5;90.3;2422.2;77.0;1.2;12.0;417.2
1;2018-11-02 12:00:00;336.0;51.5;17.2;1.3;43738.1;9.7;232.0;228.8;1516.3;69.3;0.0;15.9;346.4
1;2018-11-02 13:00:00;285.9;55.5;15.2;1.3;46429.7;8.5;190.2;182.4;756.0;80.7;0.0;16.2;403.7
1;2018-11-02 14:00:00;280.0;43.6;10.9;1.1;18684.2;8.9;224.5;163.1;644.6;88.3;0.0;13.2;427.4
1;2018-11-02 15:00:00;271.0;40.1;11.7;1.0;21163.2;6.2;208.4;121.1;1417.5;74.4;0.0;11.5;412.9
1;2018-11-02 16:00:00;276.7;34.5;7.2;0.9;17290.1;5.4;208.9;99.9;910.7;69.5;0.0;10.7;336.1
1;2018-11-02 17:00:00;238.6;31.4;5.6;0.8;10242.9;3.9;195.1;57.4;510.5;68.6;0.0;9.4;1316.3
1;2018-11-02 18:00:00;222.9;29.9;9.3;0.9;10190.6;3.0;192.4;40.8;412.7;60.9;0.0;9.8;994.9
1;2018-11-02 19:00:00;152.6;38.5;22.0;0.9;72938.6;6.2;192.9;113.5;869.0;56.6;0.0;10.5;455.4
1;2018-11-02 20:00:00;170.3;23.9;7.8;0.8;10046.7;3.0;207.3;41.2;684.2;43.5;0.0;7.8;223.6
1;2018-11-02 21:00:00;117.6;15.1;16.4;0.5;10061.7;3.0;197.6;41.4;709.1;21.4;0.0;5.6;115.5
1;2018-11-02 22:00:00;102.7;15.4;16.7;0.5;10022.1;3.0;213.1;41.3;722.1;24.6;0.0;5.0;125.2
1;2018-11-02 23:00:00;299.9;35.6;5.4;0.9;31533.0;6.0;210.8;127.9;1033.5;41.2;0.0;10.7;220.9
1;2018-11-03 00:00:00;238.6;40.7;9.6;0.7;33955.0;16.6;353.9;195.8;11746.0;38.3;5.3;9.1;228.0
1;2018-11-03 01:00:00;151.8;43.5;6.4;0.8;22330.7;17.1;754.5;189.2;1387.0;39.3;2.0;10.2;198.2
1;2018-11-03 02:00:00;898.0;31.5;3.0;0.7;23216.4;8.7;835.4;145.4;1185.2;46.7;0.6;7.7;247.2
1;2018-11-03 03:00:00;140.6;19.8;10.9;0.7;22852.6;7.6;191.7;138.6;73.6;39.5;0.0;6.7;236.2
1;2018-11-03 04:00:00;128.6;23.0;3.5;0.6;41040.0;5.1;202.3;97.4;122.7;38.6;0.0;6.9;451.7
1;2018-11-03 05:00:00;116.1;18.0;2.9;0.6;33774.9;4.3;209.1;85.1;128.0;32.8;0.0;6.1;212.7
1;2018-11-03 06:00:00;137.5;22.8;15.4;0.6;13314.7;3.8;225.0;103.4;673.3;29.2;0.0;6.9;189.8
1;2018-11-03 07:00:00;230.4;33.5;15.2;0.9;10272.6;2.9;210.4;59.9;6615.3;60.8;0.0;10.1;316.0
1;2018-11-03 08:00:00;216.8;19.4;18.3;0.7;9988.0;2.2;194.4;33.9;5491.5;30.2;0.0;7.2;180.2
1;2018-11-03 09:00:00;185.7;18.9;5.4;0.6;10229.6;2.8;220.2;47.4;908.9;35.8;0.0;6.3;199.9
1;2018-11-03 10:00:00;95.8;20.1;5.8;0.7;9891.5;2.1;203.8;33.1;72.6;49.7;0.0;6.9;221.6
1;2018-11-03 11:00:00;227.2;18.0;5.3;0.6;9925.0;2.2;205.0;33.1;79.9;39.1;0.0;6.2;180.1
1;2018-11-03 12:00:00;118.0;19.3;4.9;0.6;9999.6;2.1;210.7;33.9;101.7;39.7;0.0;6.5;191.7
1;2018-11-03 13:00:00;85.1;22.0;4.6;0.5;19306.8;2.1;218.7;33.2;54.1;33.4;0.0;5.6;585.0
1;2018-11-03 14:00:00;104.5;23.8;4.5;0.5;19295.7;2.1;204.3;33.1;43.3;26.9;0.0;5.3;568.8
1;2018-11-03 15:00:00;113.0;19.0;4.3;0.5;19283.7;2.0;206.2;33.1;46.9;19.9;0.0;4.8;561.1
1;2018-11-03 16:00:00;105.9;17.0;2.0;0.4;19031.5;1.0;217.1;1.1;57.6;27.3;0.0;3.8;593.5
1;2018-11-03 17:00:00;77.2;15.0;2.0;0.3;18927.3;1.1;216.1;1.9;46.0;15.8;0.0;3.3;571.7
1;2018-11-03 18:00:00;114.0;14.4;3.4;0.3;21625.4;9.1;218.0;129.2;410.2;11.2;0.0;3.3;689.5
1;2018-11-03 19:00:00;38.8;14.7;2.4;0.3;21773.8;9.1;196.8;129.5;223.5;11.3;0.0;3.3;562.3
1;2018-11-03 20:00:00;37.5;13.8;2.3;0.3;21409.2;8.1;187.4;113.1;287.0;10.0;0.0;2.9;589.7
1;2018-11-03 21:00:00;152.9;20.8;34.8;0.4;21689.8;9.0;223.9;129.1;1168.3;7.7;0.0;4.3;683.1
1;2018-11-03 22:00:00;165.0;12.6;7.6;0.3;21841.8;9.3;203.7;132.2;1531.6;7.0;0.0;2.7;617.3
1;2018-11-03 23:00:00;202.8;24.6;5.9;0.6;26546.9;10.8;253.8;193.1;606.0;18.3;0.0;6.4;555.1
1;2018-11-04 00:00:00;273.4;37.9;15.0;0.6;23371.3;24.0;236.9;256.4;12206.7;17.7;17.1;7.7;551.0
1;2018-11-04 01:00:00;360.1;67.7;38.0;4.4;35211.1;29.4;792.9;373.9;4339.4;21.7;14.4;14.9;461.3
1;2018-11-04 02:00:00;290.7;60.2;8.6;0.8;61606.0;21.1;986.9;302.5;7886.3;14.3;7.2;11.3;511.2
1;2018-11-04 03:00:00;217.7;48.3;17.5;0.6;47632.7;17.4;221.3;290.7;3917.0;14.3;0.6;8.2;681.1
1;2018-11-04 04:00:00;81.5;18.3;5.4;0.4;46631.6;5.8;224.6;69.0;386.4;6.8;0.0;3.9;751.6
1;2018-11-04 05:00:00;161.3;21.7;11.7;0.5;26306.9;4.2;222.8;33.2;70.6;18.0;0.0;5.7;560.9
1;2018-11-04 06:00:00;237.6;31.2;17.1;0.7;26601.6;5.1;192.6;87.6;620.8;29.9;0.0;7.9;602.7
1;2018-11-04 07:00:00;231.6;33.7;16.9;0.7;20862.3;3.3;242.2;17.3;202.1;41.6;0.0;8.7;655.7
1;2018-11-04 08:00:00;154.4;28.0;16.4;0.7;19751.7;3.1;193.6;17.3;108.5;26.5;0.0;7.6;563.6
1;2018-11-04 09:00:00;156.7;21.2;19.2;0.5;19642.9;3.2;193.0;19.8;15805.1;20.3;0.0;5.8;583.8
1;2018-11-04 10:00:00;115.3;17.5;3.2;0.4;19773.8;3.2;222.9;22.0;84.6;10.6;0.0;4.1;562.2
1;2018-11-04 11:00:00;93.4;22.5;3.3;0.4;29478.5;3.7;229.4;70.2;1370.4;17.8;0.0;4.1;684.4
1;2018-11-04 12:00:00;119.2;25.7;4.1;0.5;29276.2;6.2;258.0;153.2;224.5;42.7;0.0;5.7;749.0
1;2018-11-04 13:00:00;135.5;26.2;5.3;0.6;44798.8;5.9;223.8;131.1;337.7;39.3;0.0;6.9;701.7
1;2018-11-04 14:00:00;77.9;25.5;5.8;0.6;27608.0;3.6;191.8;80.8;220.8;27.4;0.0;6.9;620.5
1;2018-11-04 15:00:00;120.2;20.9;4.3;0.5;36542.9;3.1;210.1;65.1;473.4;17.8;0.0;5.5;733.9
1;2018-11-04 16:00:00;126.6;28.7;4.2;0.5;26537.6;3.2;219.9;68.3;109.1;16.8;0.0;5.9;614.3
1;2018-11-04 17:00:00;237.2;23.3;2.2;0.4;25890.1;2.9;552.1;56.0;105.2;16.6;0.0;4.1;687.6
1;2018-11-04 18:00:00;145.9;20.1;2.8;0.4;19895.7;3.5;508.7;47.9;199.7;29.5;0.0;4.6;676.3
1;2018-11-04 19:00:00;95.7;27.0;3.6;0.5;35861.0;5.0;493.7;81.1;908.6;30.2;0.3;5.5;701.5
1;2018-11-04 20:00:00;195.1;29.4;6.0;0.6;53275.8;9.0;203.5;196.5;7221.3;26.7;0.0;7.0;536.0
1;2018-11-04 21:00:00;175.1;48.6;8.4;0.7;64071.9;15.2;211.0;299.0;2396.9;11.2;1.2;9.0;371.7
1;2018-11-04 22:00:00;191.7;29.6;3.8;0.4;33055.0;11.0;227.5;223.3;1466.8;19.9;0.0;5.8;189.3
1;2018-11-04 23:00:00;88.6;14.6;4.0;0.5;30471.3;4.7;192.7;82.6;549.4;22.9;0.0;5.3;142.8
1;2018-11-05 00:00:00;151.7;20.7;6.2;0.5;14987.5;4.4;245.4;70.1;661.9;32.0;0.0;5.9;185.7
1;2018-11-05 01:00:00;150.9;22.3;2.8;0.6;11643.0;3.9;856.5;50.0;4365.7;36.0;0.0;6.3;169.3
1;2018-11-05 02:00:00;179.4;54.6;3.0;0.6;34211.9;11.4;883.4;206.9;6490.2;21.7;0.8;8.3;132.1
1;2018-11-05 03:00:00;115.3;14.6;10.0;0.4;18721.5;7.5;246.4;130.9;3018.0;21.5;0.0;4.2;130.6
1;2018-11-05 04:00:00;143.9;23.6;2.3;0.5;40881.1;3.3;238.3;51.5;836.4;22.3;0.0;6.1;360.3
1;2018-11-05 05:00:00;153.2;17.5;2.1;0.5;9335.2;1.5;237.1;16.3;300.8;35.8;0.0;5.8;199.8
1;2018-11-05 06:00:00;242.5;29.7;4.9;0.7;11863.6;3.3;194.8;72.9;705.4;40.7;0.0;8.0;242.7
1;2018-11-05 07:00:00;229.7;33.1;5.0;0.7;14532.1;4.2;265.7;85.4;849.2;50.5;0.0;9.3;301.0
1;2018-11-05 08:00:00;266.3;26.8;4.6;0.7;17389.6;4.5;234.4;80.0;16385.9;34.0;0.0;7.8;252.2
1;2018-11-05 09:00:00;133.5;11.8;2.0;0.4;10390.9;2.3;317.9;33.5;1093.6;22.8;0.0;3.6;96.1
1;2018-11-05 10:00:00;166.3;14.2;2.1;0.4;13939.1;2.1;236.4;28.8;1003.1;16.5;0.0;4.3;129.9
1;2018-11-05 11:00:00;152.7;9.9;1.3;0.3;14555.0;3.3;272.2;47.0;1210.2;9.6;0.4;2.8;122.7
1;2018-11-05 12:00:00;169.9;10.1;1.5;0.3;13746.7;2.1;225.2;27.1;6087.9;11.9;0.0;3.1;134.0
1;2018-11-05 13:00:00;64.5;9.8;1.7;0.3;9783.3;2.0;287.5;27.3;1511.0;12.1;0.0;2.8;80.0
1;2018-11-05 14:00:00;107.6;15.0;3.0;0.4;14458.6;3.6;272.3;60.3;1670.8;11.5;0.3;3.9;156.8
1;2018-11-05 15:00:00;57.5;11.4;1.9;0.3;9685.5;2.3;301.2;34.9;1264.1;12.4;0.1;3.3;153.3
1;2018-11-05 16:00:00;77.2;11.9;1.9;0.3;14962.6;2.7;275.2;29.9;1066.6;15.0;0.0;3.3;117.1
1;2018-11-05 17:00:00;80.3;14.4;3.0;0.4;13515.3;3.8;572.9;54.0;1411.6;14.9;0.1;3.9;171.9
1;2018-11-05 18:00:00;79.8;12.0;1.7;0.3;13830.6;3.5;533.7;40.8;1403.6;10.4;0.1;3.2;117.7
1;2018-11-05 19:00:00;64.1;10.0;1.2;0.2;9956.5;2.6;296.4;30.7;1290.9;9.8;0.3;2.6;86.4
1;2018-11-05 20:00:00;251.0;35.3;10.9;0.7;43685.8;10.9;415.7;263.1;8761.7;11.5;2.3;8.8;467.4
1;2018-11-05 21:00:00;193.9;48.7;8.8;0.8;37273.7;7.8;318.0;184.9;2673.0;20.8;1.9;10.0;348.9
1;2018-11-05 22:00:00;158.0;43.6;4.6;0.8;19242.5;6.0;283.7;140.4;1805.9;23.8;1.1;9.6;212.7
1;2018-11-05 23:00:00;281.6;35.9;14.3;0.9;16849.2;5.0;329.0;122.8;1996.6;23.1;0.9;11.4;200.7
1;2018-11-06 00:00:00;214.4;36.8;21.7;0.8;16260.9;15.1;445.9;134.8;16864.5;36.9;4.9;9.7;175.9
1;2018-11-06 01:00:00;230.7;38.3;28.5;0.8;20108.9;15.5;832.7;139.2;5176.9;21.8;1.3;9.8;162.9
1;2018-11-06 02:00:00;241.6;64.1;25.8;1.3;38938.5;16.3;856.2;254.2;6256.4;23.6;1.6;10.2;164.6
1;2018-11-06 03:00:00;263.9;43.6;41.3;0.8;48132.7;17.2;288.0;314.5;4827.7;18.4;0.9;8.6;203.4
1;2018-11-06 04:00:00;237.1;31.0;19.6;0.7;39014.5;5.7;273.4;100.4;1300.7;23.8;0.0;8.2;355.5
1;2018-11-06 05:00:00;219.1;22.3;4.3;0.6;11771.3;3.3;306.3;47.2;1697.9;32.3;0.3;6.5;227.1
1;2018-11-06 06:00:00;265.9;40.6;6.9;0.8;13223.0;5.9;322.9;146.8;2639.5;37.5;0.1;10.1;307.4
1;2018-11-06 07:00:00;221.7;31.9;4.7;0.8;15713.8;3.1;266.7;47.6;1154.3;50.3;0.1;9.4;286.8
1;2018-11-06 08:00:00;313.1;44.6;5.3;1.2;14409.2;4.8;293.6;127.4;15925.5;65.5;1.0;11.8;306.6
1;2018-11-06 09:00:00;295.7;35.8;7.8;0.9;11670.8;3.5;260.9;60.3;1257.8;72.5;0.0;9.7;326.7
1;2018-11-06 10:00:00;245.4;38.2;6.8;0.9;15337.8;4.7;334.3;97.0;2362.6;69.3;0.4;10.1;350.2
1;2018-11-06 11:00:00;238.1;35.9;8.3;0.9;14545.1;2.7;288.0;39.1;1070.2;82.4;0.3;10.7;360.7
1;2018-11-06 12:00:00;316.8;43.0;7.8;1.0;19476.8;5.6;237.2;133.8;3417.9;67.3;0.2;11.6;335.5
1;2018-11-06 13:00:00;302.6;40.8;5.6;1.0;14046.5;4.1;331.6;94.9;1359.0;70.3;0.4;11.6;349.0
1;2018-11-06 14:00:00;270.9;34.8;4.8;0.9;11624.4;3.7;213.3;67.2;1163.3;63.4;0.1;10.2;321.0
1;2018-11-06 15:00:00;259.1;42.1;5.2;0.9;16933.3;5.4;301.8;101.1;2059.4;61.6;0.1;11.4;363.5
1;2018-11-06 16:00:00;267.0;37.1;4.3;0.8;33142.9;11.2;284.7;299.6;1235.3;98.4;0.0;9.2;478.6
1;2018-11-06 17:00:00;272.7;34.9;4.7;0.8;21522.5;9.0;371.3;231.4;633.2;93.5;0.0;9.2;524.5
1;2018-11-06 18:00:00;240.2;31.5;3.9;0.7;18554.8;5.3;484.7;81.5;974.6;65.7;0.0;8.9;335.1
1;2018-11-06 19:00:00;160.0;27.8;3.7;0.6;16559.0;5.4;246.0;87.7;1198.7;57.2;0.0;7.6;332.9
1;2018-11-06 20:00:00;317.8;60.2;21.3;1.3;45683.8;15.3;472.9;401.6;2451.0;48.9;0.9;18.7;396.1
1;2018-11-06 21:00:00;298.0;83.5;24.3;3.1;45919.0;14.6;196.1;379.9;2098.7;43.5;0.9;19.6;487.5
1;2018-11-06 22:00:00;312.4;64.1;19.9;1.2;54282.5;11.8;191.2;303.1;1707.7;41.3;0.2;16.6;313.8
1;2018-11-06 23:00:00;327.6;37.0;16.1;1.0;26885.0;9.6;263.4;260.0;1450.9;26.3;0.2;12.6;162.2
1;2018-11-07 00:00:00;242.0;38.0;10.3;0.8;18272.1;18.2;262.2;247.6;7187.4;30.2;4.4;10.3;164.6
1;2018-11-07 01:00:00;309.3;50.0;15.4;1.0;17085.4;22.3;813.1;305.6;4318.0;36.3;0.5;13.2;250.1
1;2018-11-07 02:00:00;228.4;57.2;8.4;1.0;46067.4;19.5;846.7;332.1;6527.9;33.4;1.2;9.2;167.8
1;2018-11-07 03:00:00;422.3;37.7;20.2;0.8;25056.4;16.2;268.9;276.8;2914.1;34.6;0.7;8.6;226.0
1;2018-11-07 04:00:00;236.1;31.7;19.0;0.7;54536.0;5.8;292.6;54.7;460.0;32.5;0.0;7.9;667.7
1;2018-11-07 05:00:00;260.8;33.4;7.1;0.6;54892.2;5.5;352.5;77.2;825.1;32.5;0.3;7.7;413.4
1;2018-11-07 06:00:00;364.7;43.8;7.8;0.8;50721.2;4.0;263.6;126.5;893.3;39.5;0.3;10.3;322.5
1;2018-11-07 07:00:00;306.9;36.1;6.9;0.9;15841.1;4.3;258.8;84.3;7298.9;53.2;0.0;10.4;366.4
1;2018-11-07 08:00:00;283.3;43.7;12.1;1.1;17390.0;2.8;234.8;38.4;16948.3;62.1;0.0;13.4;395.9
1;2018-11-07 09:00:00;302.0;40.7;12.1;1.0;13387.0;3.9;233.9;57.1;880.2;72.5;0.0;11.7;393.7
1;2018-11-07 10:00:00;423.3;47.0;41.7;1.1;18595.6;9.4;294.5;148.5;1430.0;72.5;0.3;12.7;389.5
1;2018-11-07 11:00:00;391.2;36.2;37.5;1.3;20421.7;12.4;295.0;256.4;2334.8;55.5;0.1;10.4;294.6
1;2018-11-07 12:00:00;432.1;66.1;41.1;3.0;27253.4;12.3;312.2;204.4;1025.7;70.3;0.0;18.6;399.5
1;2018-11-07 13:00:00;318.1;51.7;12.1;1.2;17839.5;11.9;375.4;222.5;2460.4;57.9;0.0;14.4;451.0
1;2018-11-07 14:00:00;241.6;35.0;6.5;0.9;12147.7;3.4;281.1;68.9;795.0;69.2;0.0;10.0;320.8
1;2018-11-07 15:00:00;288.3;36.9;5.4;0.9;12723.4;4.0;235.1;61.8;1372.3;66.0;0.0;10.3;341.3
1;2018-11-07 16:00:00;251.8;41.1;6.3;0.9;35021.4;4.7;304.9;85.5;1554.2;61.6;0.5;11.2;368.4
1;2018-11-07 17:00:00;226.4;38.8;5.7;0.9;15405.6;4.6;373.2;69.1;1294.9;66.4;0.0;11.2;353.7
1;2018-11-07 18:00:00;335.0;33.9;5.0;0.8;13401.5;6.7;397.2;103.5;1816.2;56.5;1.7;9.3;315.1
1;2018-11-07 19:00:00;336.6;31.2;6.3;0.7;16070.1;6.8;496.5;104.8;1962.6;53.2;0.1;8.6;278.5
1;2018-11-07 20:00:00;409.9;59.8;24.8;1.4;41520.7;14.7;503.5;367.1;7549.8;40.3;1.9;18.3;364.9
1;2018-11-07 21:00:00;427.2;79.0;30.0;1.8;48393.0;14.3;267.7;378.7;2448.3;40.1;0.3;19.2;457.2
1;2018-11-07 22:00:00;304.8;72.5;23.0;1.4;45958.6;11.6;221.6;316.8;2209.7;38.1;0.3;18.1;348.0
1;2018-11-07 23:00:00;364.3;48.8;20.9;1.1;22876.5;9.4;269.7;248.6;2139.6;35.0;0.2;15.1;192.1
1;2018-11-08 00:00:00;234.8;40.4;15.6;0.8;19397.4;15.0;330.6;195.4;10157.9;21.7;5.6;10.4;154.4
1;2018-11-08 01:00:00;339.0;50.6;24.3;1.0;15789.2;18.9;778.5;271.6;4329.9;21.1;0.5;12.8;167.8
1;2018-11-08 02:00:00;277.7;53.4;6.0;0.7;42741.2;18.8;907.8;272.4;6902.1;16.2;0.3;9.2;149.7
1;2018-11-08 03:00:00;301.0;57.6;15.9;0.9;43018.1;19.2;488.1;318.2;4577.9;26.3;1.2;10.9;245.8
1;2018-11-08 04:00:00;223.1;24.0;24.7;0.5;41947.8;4.0;282.7;66.5;1559.9;20.6;0.1;6.2;526.4
1;2018-11-08 05:00:00;233.0;26.0;6.9;0.7;45843.5;3.7;292.9;52.4;1340.3;31.8;0.2;7.5;265.9
1;2018-11-08 06:00:00;291.9;32.1;8.8;0.8;16210.6;4.3;243.9;79.6;1329.4;36.4;0.0;8.7;303.2
1;2018-11-08 07:00:00;274.6;52.6;8.6;1.3;16198.4;4.6;295.5;94.6;1568.1;71.1;1.2;14.0;427.6
1;2018-11-08 08:00:00;366.6;57.8;16.4;1.2;17147.5;9.7;464.5;199.8;21519.5;62.7;0.8;13.5;415.0
1;2018-11-08 09:00:00;456.5;51.7;17.2;0.9;16047.3;10.8;447.0;184.0;15964.6;53.0;0.0;11.9;273.7
1;2018-11-08 10:00:00;372.1;54.7;20.9;1.0;30267.4;11.8;392.4;174.8;675.4;53.5;0.1;12.5;286.7
1;2018-11-08 11:00:00;323.5;40.3;22.1;0.9;20092.8;9.4;375.1;185.3;2024.5;64.7;0.1;10.2;318.0
1;2018-11-08 12:00:00;324.7;67.3;15.0;3.6;14894.3;7.2;404.0;112.4;956.3;64.9;0.0;12.2;304.9
1;2018-11-08 13:00:00;314.8;46.4;8.3;1.1;16436.0;4.1;414.8;91.7;1429.0;67.0;0.1;12.7;358.0
1;2018-11-08 14:00:00;283.7;47.8;7.6;1.0;36725.6;6.0;470.2;80.2;951.7;66.0;0.1;11.4;385.1
1;2018-11-08 15:00:00;370.5;55.8;6.9;1.5;42433.9;7.5;419.3;135.6;1026.0;66.3;0.2;13.2;325.7
1;2018-11-08 16:00:00;262.9;50.4;8.6;1.2;37708.4;7.8;372.6;126.9;1727.3;61.1;0.3;11.9;282.4
1;2018-11-08 17:00:00;274.5;40.6;6.8;0.8;36766.6;6.2;606.8;126.8;1177.5;59.6;0.0;9.8;275.1
1;2018-11-08 18:00:00;297.7;63.5;26.1;2.2;20465.2;13.7;492.9;243.0;3450.3;61.5;0.4;16.7;335.9
1;2018-11-08 19:00:00;240.5;45.1;23.5;1.0;14383.0;9.3;482.7;142.9;2186.9;56.3;0.0;12.3;384.5
1;2018-11-08 20:00:00;367.0;47.4;11.1;1.2;45154.7;12.5;614.9;287.1;2579.9;46.9;3.6;12.4;447.8
1;2018-11-08 21:00:00;251.8;56.1;14.4;0.7;63078.8;12.2;441.8;311.5;2454.8;39.1;0.9;9.7;467.9
1;2018-11-08 22:00:00;204.8;35.9;6.3;0.6;23943.7;7.2;500.3;170.4;2004.1;30.2;1.6;6.1;330.4
1;2018-11-08 23:00:00;257.2;21.5;8.0;0.6;15866.8;6.2;386.8;114.7;1578.8;19.9;1.2;6.1;142.4
1;2018-11-09 00:00:00;215.5;32.7;11.4;0.7;18248.6;15.5;454.5;142.7;7819.3;27.2;8.0;8.0;142.4
1;2018-11-09 01:00:00;307.8;53.2;12.3;1.0;19924.4;22.5;927.1;319.5;6350.7;30.8;8.3;12.8;247.1
1;2018-11-09 02:00:00;407.5;50.0;8.0;0.8;46445.2;18.2;934.9;295.7;5972.0;24.8;0.4;9.0;186.4
1;2018-11-09 03:00:00;269.5;37.8;29.0;0.7;29694.2;14.1;456.3;294.8;3974.6;31.6;1.0;7.6;202.5
1;2018-11-09 04:00:00;261.1;27.2;16.9;0.7;45463.3;3.5;466.0;52.5;1143.7;24.7;0.3;7.6;502.9
1;2018-11-09 05:00:00;215.8;20.8;5.3;0.6;42274.3;3.0;457.8;35.1;1128.5;33.3;0.1;6.4;198.4
1;2018-11-09 06:00:00;236.5;38.4;11.0;0.9;11622.8;4.8;421.1;126.2;2287.1;36.8;1.3;10.2;261.3
1;2018-11-09 07:00:00;242.7;45.1;12.4;1.1;9848.0;1.8;323.5;13.0;150.4;85.2;0.0;12.4;409.3
1;2018-11-09 08:00:00;270.3;46.4;27.1;1.1;9802.5;1.9;433.8;31.3;5586.3;81.4;0.0;12.9;409.5
1;2018-11-09 09:00:00;331.8;34.6;13.5;0.8;26617.2;6.7;533.3;162.3;1570.4;58.3;0.2;10.2;310.3
1;2018-11-09 10:00:00;345.1;57.0;14.6;1.1;30776.0;10.4;370.7;268.4;4008.1;85.1;0.0;13.9;480.7
1;2018-11-09 11:00:00;312.0;36.0;20.5;1.0;17894.9;7.6;386.6;192.3;675.6;86.2;0.0;11.4;420.0
1;2018-11-09 12:00:00;355.7;70.9;14.0;2.8;34572.5;12.3;577.9;284.8;1696.5;73.3;0.1;20.6;387.7
1;2018-11-09 13:00:00;291.8;59.2;14.9;1.6;42432.8;7.0;419.6;143.9;1387.1;74.6;0.7;18.2;365.1
1;2018-11-09 14:00:00;344.8;50.6;16.8;1.4;33192.8;9.6;476.3;173.2;2178.1;64.0;1.6;16.5;360.0
1;2018-11-09 15:00:00;343.9;52.0;10.3;1.4;41797.5;11.8;431.4;181.3;2373.5;62.6;2.5;14.1;333.2
1;2018-11-09 16:00:00;311.7;47.7;9.3;1.1;19012.5;9.6;437.9;129.5;2032.2;66.3;2.4;13.3;349.1
1;2018-11-09 17:00:00;313.3;48.3;9.3;1.1;16504.3;10.4;415.7;155.3;2456.6;67.3;3.4;13.3;852.9
1;2018-11-09 18:00:00;282.8;41.7;9.8;1.0;22652.9;8.7;457.3;103.8;1961.1;65.7;1.7;11.8;372.6
1;2018-11-09 19:00:00;267.5;60.6;12.4;1.7;76286.1;11.7;367.0;171.2;2126.2;61.0;1.3;15.5;505.0
1;2018-11-09 20:00:00;270.4;38.2;9.3;0.9;16527.5;8.1;386.3;93.1;1619.8;55.4;0.0;11.5;293.9
1;2018-11-09 21:00:00;197.5;30.5;6.1;0.8;16998.4;7.0;444.4;70.3;1868.1;56.5;1.1;8.9;304.9
1;2018-11-09 22:00:00;171.1;30.7;4.7;0.7;12870.1;4.3;395.5;56.0;1853.0;58.4;0.3;8.7;294.8
1;2018-11-09 23:00:00;233.3;45.4;8.3;1.0;18860.1;6.5;431.9;150.7;1788.4;33.9;2.5;12.5;201.4
1;2018-11-10 00:00:00;353.6;62.2;22.4;1.4;18177.9;18.6;383.9;251.3;11688.3;33.8;16.3;17.6;147.5
1;2018-11-10 01:00:00;349.2;63.3;19.0;1.4;14314.3;16.6;897.2;234.4;2100.7;30.6;9.1;17.5;172.9
1;2018-11-10 02:00:00;211.1;52.1;19.4;1.2;14492.4;11.7;1046.9;201.2;1922.4;20.1;1.0;15.2;129.4
1;2018-11-10 03:00:00;145.5;38.4;26.5;1.0;16767.7;7.8;413.8;161.0;1347.5;16.4;0.1;11.5;121.5
1;2018-11-10 04:00:00;249.1;42.2;7.5;0.8;59798.6;5.3;372.5;113.3;1041.7;15.9;0.0;9.9;561.9
1;2018-11-10 05:00:00;221.3;34.8;8.1;0.7;57717.9;4.1;400.0;78.0;1067.6;20.3;0.5;8.7;518.4
1;2018-11-10 06:00:00;228.5;47.5;10.8;1.0;16422.8;5.0;343.8;125.9;1485.7;30.1;0.1;12.3;249.7
1;2018-11-10 07:00:00;266.3;35.4;6.4;0.8;14970.9;2.7;371.7;39.4;1239.3;34.5;0.3;9.6;265.9
1;2018-11-10 08:00:00;244.6;43.2;6.6;1.0;13455.9;3.4;390.0;60.5;5884.3;40.6;0.1;11.6;289.4
1;2018-11-10 09:00:00;257.9;49.3;11.5;1.0;15363.5;3.2;406.0;51.1;1285.0;62.3;0.0;12.5;339.7
