HOST, SNAP_ID, TIME, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 126651, 22/11/2018 00:00:01, 17.1, 56.2, 4.5, 157.8, 274, 57.4, 0.4, 0, 271.8, 143.8, 18755.8, 327.1, 9.6, 262, 73.4, 8.4
1, 126652, 22/11/2018 00:20:01, 15.9, 35, 4.2, 199.7, 196.7, 45.1, 0.4, 0, 134.8, 89.7, 17579.9, 281.2, 7.5, 194.7, 71.6, 17.5
1, 126653, 22/11/2018 00:40:01, 13.1, 31.7, 3.7, 191.4, 113.1, 21.5, 0.4, 0, 169.6, 81.1, 28220.6, 309.3, 4.9, 111.8, 52.5, 6.6
1, 126654, 22/11/2018 01:01:01, 25.1, 60.1, 7.6, 4251.7, 147.6, 29.6, 0.6, 0, 254.4, 153.9, 30964.3, 878.3, 14.8, 290.2, 62.4, 13.3
1, 126655, 22/11/2018 01:20:00, 20.1, 33.9, 6.2, 590.1, 138.6, 26, 0.5, 0, 129.4, 86.7, 29080.2, 627.8, 10.6, 193.2, 83.5, 12.8
1, 126656, 22/11/2018 01:40:00, 9, 23.1, 3.3, 113.7, 63.2, 12.3, 0.3, 0, 156.4, 59.2, 29161.1, 761.8, 9.9, 183.4, 24.9, 6.1
1, 126657, 22/11/2018 01:59:01, 12.4, 21.9, 3.5, 380, 97.4, 24.1, 0.4, 0, 98.4, 56.2, 28870.8, 807.5, 8.8, 162.4, 35.9, 5.9
1, 126658, 22/11/2018 02:20:01, 18.4, 33.6, 4.3, 4501.9, 97, 21.1, 0.4, 0, 260.8, 86, 35893.2, 879.4, 12, 203.6, 33.3, 5.9
1, 126659, 22/11/2018 02:40:00, 58, 67.8, 9.7, 7465.7, 111.9, 12.6, 0.7, 0.5, 211.7, 173.6, 56601.3, 354.2, 16.2, 335.2, 38.8, 7.9
1, 126660, 22/11/2018 03:00:00, 32, 53.1, 5.4, 3006.1, 130.9, 15.6, 0.5, 0.3, 271.1, 136, 40008.4, 261.3, 12.3, 253.2, 34.3, 7.3
1, 126661, 22/11/2018 03:20:00, 14.9, 33.7, 4.2, 364.3, 149, 23.5, 0.4, 0, 216.7, 86.3, 28275.3, 304.5, 6.6, 131.6, 43.2, 8.6
1, 126662, 22/11/2018 03:40:00, 19.4, 28, 5.6, 127.2, 174, 32, 0.5, 0, 107.3, 71.6, 28282.3, 309.5, 6.1, 124.9, 72, 8.1
1, 126663, 22/11/2018 04:00:00, 20, 40.1, 5.4, 114.2, 235.8, 27.5, 0.5, 0, 165.4, 102.6, 72593.1, 245.5, 6.1, 121.8, 76.8, 10.9
1, 126664, 22/11/2018 04:20:00, 28.7, 30, 6.5, 104.4, 626.6, 26.5, 0.6, 0, 127.1, 76.8, 72625.7, 265.6, 6.9, 120.2, 68.4, 8.8
