HOST, TIME, SNAP_ID, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 29/01/2019 23:59:08, 131363, 63, 81.1, 19.3, 1319.3, 203.1, 29.5, 1.7, 0.9, 277.4, 207.7, 67842, 110.4, 11.2, 298.5, 137.7, 22.6
1, 30/01/2019 00:20:08, 131364, 64.4, 84, 20.4, 1474.4, 260.5, 41.5, 1.6, 3.6, 271.2, 215.1, 56123.3, 95, 12.6, 289.7, 151.9, 32.9
1, 30/01/2019 00:40:08, 131365, 67.9, 102, 21.3, 2499.2, 218.4, 30.4, 3.2, 26.8, 300.5, 261, 55846.6, 99, 26, 361.5, 154, 25.1
1, 30/01/2019 00:59:08, 131366, 69.3, 91.5, 21.7, 2493.8, 192.9, 22.3, 1.6, 4, 258.1, 234.3, 58223, 649.6, 25.8, 399.5, 141.2, 33
1, 30/01/2019 01:20:07, 131367, 65.7, 102.4, 19.8, 3057, 191.4, 23.7, 1.6, 2.6, 386.4, 262.2, 65371.1, 404.9, 25.3, 417.3, 129, 33.5
1, 30/01/2019 01:39:08, 131368, 49.1, 70.2, 15.2, 1401.5, 215, 25.8, 1.3, 0.7, 234.8, 179.7, 57307.7, 581, 21.8, 353.1, 160, 25
1, 30/01/2019 01:59:08, 131369, 41.7, 74.1, 13.8, 3132.1, 158.9, 27.4, 1.2, 0, 242.1, 189.7, 53254.2, 597.9, 18, 295.1, 128.4, 28.7
1, 30/01/2019 02:19:07, 131370, 55.3, 61.4, 16.3, 6430.8, 172.4, 33, 1.3, 0.3, 206.5, 157.3, 64899.5, 603.6, 17.6, 270.2, 150.7, 15.9
1, 30/01/2019 02:40:07, 131371, 77.6, 91.7, 16.8, 11281.3, 143.8, 21.4, 1.7, 6.6, 273.1, 234.9, 83989.4, 376.1, 20.4, 384.8, 117.6, 13.9
1, 30/01/2019 03:00:08, 131372, 65.9, 118.6, 14.5, 8108.3, 197.8, 18.5, 5.6, 11, 423.8, 303.6, 73457.1, 101.9, 19.7, 397.1, 74.4, 19.5
1, 30/01/2019 03:20:07, 131373, 42.2, 62.2, 10.9, 2433.1, 167.4, 22.6, 0.9, 1.4, 262.6, 159.3, 58027.4, 43.9, 12.7, 203.2, 52.2, 21.4
1, 30/01/2019 03:40:07, 131374, 37.1, 78.7, 10.1, 1125.9, 156.1, 26.7, 0.9, 0.6, 445.1, 201.5, 60999.9, 33.6, 10.2, 161.8, 59.2, 46.5
1, 30/01/2019 03:59:08, 131375, 52, 57.7, 13, 1449.8, 246, 29.4, 1.1, 2.2, 188.9, 147.7, 89167.2, 29.5, 9, 143.1, 70, 11.3
1, 30/01/2019 04:20:07, 131376, 39.8, 59, 10.4, 1830.5, 444.2, 26.6, 1, 0.2, 313.1, 151, 84157.7, 70.6, 8.1, 144.3, 62.9, 10.5
1, 30/01/2019 04:39:07, 131377, 38.9, 48.5, 10.4, 773.3, 411.1, 25.4, 0.9, 0, 226.4, 124.2, 83830.6, 48.9, 6.4, 135.7, 67.3, 10.5
1, 30/01/2019 04:59:07, 131378, 30.8, 48.6, 8.4, 471.2, 320.9, 23.4, 0.9, 0, 288.1, 124.4, 78212.9, 59, 5.3, 107.5, 70, 11.4
1, 30/01/2019 05:19:07, 131379, 35.4, 52.3, 9.8, 1649.1, 287.4, 30.4, 0.9, 0.1, 293.2, 134, 81587.1, 64.3, 5.8, 122.5, 69.7, 9.3
1, 30/01/2019 05:39:07, 131380, 25.1, 30.5, 7.3, 250.9, 180.5, 33.1, 0.8, 0, 162.4, 78.2, 75216.2, 60.3, 2.9, 52.8, 87.3, 6.9
1, 30/01/2019 06:00:07, 131381, 33.5, 55.9, 10.4, 970.7, 234.2, 44.4, 1, 0, 240.5, 143.1, 51685, 59, 2.4, 44, 103.2, 17
1, 30/01/2019 06:20:07, 131382, 54.2, 80.1, 14.6, 1123.5, 346.9, 49, 1.2, 0, 328.1, 205, 52949.7, 60.9, 6.4, 128.5, 108.6, 16.1
1, 30/01/2019 06:39:07, 131383, 39.7, 65.7, 11.7, 300.7, 273.2, 44.2, 1.1, 0, 257, 168.3, 49009.2, 43.9, 2.7, 55.9, 100.1, 15.2
1, 30/01/2019 07:00:07, 131384, 37.4, 65, 11.2, 1017.7, 257.4, 40.8, 1, 0, 283.3, 166.4, 49653.8, 54.1, 3.5, 67.3, 104.6, 15.5
1, 30/01/2019 07:20:07, 131385, 41.5, 90.2, 12.3, 915.7, 263.9, 42.2, 1.1, 0, 327.5, 230.9, 45426.3, 73.1, 4.7, 80, 93.6, 14
1, 30/01/2019 07:40:07, 131386, 44, 65.5, 13.6, 221.4, 299.6, 51.7, 1.2, 0, 247.1, 167.6, 45333.2, 42, 3.1, 52.1, 112.9, 16.5
1, 30/01/2019 08:00:07, 131387, 55.9, 78, 15.1, 6080.9, 395.2, 58.3, 1.3, 0.4, 342.3, 199.8, 47322, 40, 6.8, 113.9, 109, 17.5
