HOST, TIME, SNAP_ID, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 14/12/2018 00:00:08, 128235, 38.6, 85.4, 11.2, 1089.9, 296.3, 47.4, 0.8, 0.1, 341.2, 218.6, 30735.7, 245.3, 12.8, 365.1, 65, 12.6
1, 14/12/2018 00:20:08, 128236, 54.5, 108.8, 14.8, 18690.9, 194.3, 42.4, 2.4, 9.4, 410.9, 278.5, 35573.6, 178, 18, 383.1, 74.3, 21.8
1, 14/12/2018 00:40:08, 128237, 44.5, 106.3, 12.4, 3793.8, 184.5, 34.8, 1, 1.7, 330.6, 272.1, 29908.5, 227.7, 22.3, 361.1, 63.9, 17.4
1, 14/12/2018 01:00:07, 128238, 48.6, 113.3, 13.4, 3293.7, 271.4, 40.2, 1, 0.1, 388, 289.9, 28616.4, 845.3, 23.8, 416.3, 79.6, 23.4
1, 14/12/2018 01:20:07, 128239, 45.3, 95.4, 12.1, 2777, 161.6, 32.4, 0.9, 1, 374.8, 244.1, 42739.2, 573.6, 22.9, 383.4, 73.2, 17.8
1, 14/12/2018 01:40:08, 128240, 48.1, 77.2, 12.6, 2094.4, 122.7, 24.1, 0.9, 1.5, 272.2, 197.7, 19166.3, 535.2, 20.1, 325.6, 69.9, 11.5
1, 14/12/2018 02:00:07, 128241, 45.7, 74.2, 12.5, 2554.7, 184.8, 34.6, 0.9, 0.2, 249, 190, 59536.3, 647.5, 17.3, 306.8, 65.4, 11.9
1, 14/12/2018 02:20:07, 128242, 45.8, 71.6, 12.2, 5965, 165, 35.7, 0.9, 0, 307.5, 183.2, 45691.7, 764.7, 19, 331.7, 63.9, 9.9
1, 14/12/2018 02:40:07, 128243, 75.3, 116.7, 16.1, 5489.5, 227.3, 26.4, 1.4, 0.6, 368.2, 298.7, 42198.8, 719.7, 25.4, 493.3, 59.7, 11.6
1, 14/12/2018 03:00:07, 128244, 79.5, 106.7, 17.5, 5150.6, 185.1, 35.7, 6.1, 3.1, 321.5, 273.1, 40177.8, 864.5, 25.2, 495.2, 73.1, 15.5
1, 14/12/2018 03:20:08, 128245, 51.4, 83.7, 15, 1287, 249.9, 45, 1.1, 0, 321.1, 214.2, 31368.5, 143.8, 23, 401.7, 80.4, 17.8
1, 14/12/2018 03:40:08, 128246, 32.1, 70.1, 10.3, 767.3, 252.8, 49.8, 0.8, 0, 209.9, 179.5, 22648, 204.8, 12.2, 199.6, 89.3, 33.2
1, 14/12/2018 03:59:07, 128247, 37, 73.4, 11.2, 483.2, 311.1, 56.6, 0.9, 0, 252.5, 187.9, 42559.2, 227.2, 9.7, 187, 98.2, 20.8
