HOST, TIME, SNAP_ID, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 27/01/2019 23:59:19, 131219, 39.1, 41, 14.3, 810.5, 131.6, 30.1, 1.2, 0, 141.8, 105.1, 49289.1, 200.5, 6.3, 169.1, 113, 18.5
1, 28/01/2019 00:19:18, 131220, 42.4, 49.1, 13.6, 4099.5, 181.1, 41.2, 1.2, 5.2, 167, 125.6, 50457.5, 279, 9.2, 192, 126.4, 14.6
1, 28/01/2019 00:40:18, 131221, 51.8, 86, 13.2, 12054.3, 175, 35.3, 2.2, 20, 298.5, 220.1, 51653, 366.1, 20.5, 317.3, 92.8, 11.4
1, 28/01/2019 01:00:19, 131222, 48.2, 68.9, 12.5, 7017.9, 98.1, 18.2, 1.1, 6, 225.6, 176.3, 85680.5, 910.9, 18.2, 302.3, 69.9, 17.5
1, 28/01/2019 01:19:18, 131223, 42.9, 54.1, 10.9, 1585.1, 167.4, 18, 1, 12.5, 168.8, 138.5, 73947.9, 700.3, 15.2, 229.7, 77.7, 8.2
1, 28/01/2019 01:39:18, 131224, 34.7, 36.7, 9.5, 1510.9, 89.2, 19.4, 0.9, 2.4, 136.6, 94, 49691.9, 708.9, 13.4, 198.4, 71.9, 5.2
1, 28/01/2019 01:59:18, 131225, 37.5, 43.5, 9.8, 1565.4, 125.7, 27.6, 0.9, 5.8, 169.4, 111.5, 49185.1, 653.5, 12.3, 179.4, 68.3, 5.8
1, 28/01/2019 02:19:18, 131226, 46.7, 44.6, 11, 6640, 83.7, 18.3, 0.9, 3.3, 186.2, 114.1, 62497.5, 541.9, 13, 196.5, 60, 6.9
1, 28/01/2019 02:39:18, 131227, 75.5, 87.2, 16, 7470.6, 126.2, 11.8, 3.6, 8.4, 314.6, 223.2, 62671.8, 302.2, 21.7, 403.8, 47.7, 14.6
1, 28/01/2019 02:59:17, 131228, 57.3, 92.5, 11.4, 6475, 140.8, 8, 2.2, 13.8, 300.4, 236.9, 73577, 189.3, 16.5, 325.7, 27.7, 20.2
1, 28/01/2019 03:20:17, 131229, 49.2, 65.2, 12.8, 2015, 221.9, 16.2, 1.1, 0.4, 283.8, 167, 75023.2, 241.2, 12.3, 198.3, 58.1, 18.7
1, 28/01/2019 03:39:18, 131230, 33.2, 60.3, 9.1, 1357.2, 205.3, 20.1, 0.9, 0, 217.7, 154.4, 59191.7, 184.1, 10.9, 169.3, 69.1, 31.6
1, 28/01/2019 04:00:18, 131231, 42.1, 78.7, 10.9, 1032.7, 307.8, 21.7, 0.9, 0.9, 258.8, 201.4, 96259.2, 184.3, 11.6, 191.1, 60, 34.4
1, 28/01/2019 04:19:17, 131232, 45, 67.4, 10.2, 770.6, 441.9, 16.5, 0.9, 0.2, 234.4, 172.4, 98082.5, 208.8, 8.3, 140.4, 65.5, 17.6
1, 28/01/2019 04:39:17, 131233, 34.9, 53.4, 8, 267.4, 381.4, 24.1, 0.8, 0, 184.9, 136.8, 93805.2, 139.7, 5.1, 84.3, 69.2, 15.3
1, 28/01/2019 04:59:18, 131234, 35.2, 52.4, 8.4, 1737.5, 320.2, 33.2, 0.8, 0.5, 274, 134.2, 64250.9, 250.1, 7.1, 147.3, 70.6, 7.1
1, 28/01/2019 05:19:17, 131235, 35.2, 38.9, 8.3, 559.2, 422.1, 39.9, 0.8, 0, 149.8, 99.6, 82896.1, 197.7, 4.9, 88.9, 69.5, 6
1, 28/01/2019 05:39:17, 131236, 33.8, 41.5, 8, 1498.3, 455.7, 35.4, 0.8, 0.8, 167.6, 106.2, 81700.7, 213.2, 5, 119.4, 64.7, 5.3
1, 28/01/2019 05:59:17, 131237, 37.2, 49, 9.5, 251.6, 475.6, 47.5, 0.9, 0, 219, 125.5, 73784.1, 167.2, 3.5, 79.8, 81, 6.6
1, 28/01/2019 06:19:17, 131238, 44.9, 50.9, 10.3, 612.5, 274.9, 49.2, 0.9, 0, 190.1, 130.3, 70530.1, 203.9, 4.7, 90.2, 83.7, 8
1, 28/01/2019 06:39:17, 131239, 37.6, 44.9, 9.1, 356.6, 231.2, 46.4, 0.9, 0, 196.5, 114.9, 70678.5, 137.7, 3.1, 68.9, 82.7, 6.2
1, 28/01/2019 06:59:17, 131240, 36.9, 45.3, 10.2, 176.7, 289.7, 55.9, 1, 0, 170.2, 116, 45184.5, 162.8, 2.4, 46.6, 113.1, 8.9
1, 28/01/2019 07:19:16, 131241, 59.2, 79.7, 14.2, 2439.6, 523, 46.7, 1.1, 0.6, 250.2, 204, 73484.7, 307, 6.3, 141.7, 101.2, 8.6
