HOST, SNAP_ID, TIME, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 127587, 04/12/2018 23:59:54, 52.4, 59.1, 16.8, 771, 278.7, 69.4, 1.3, 0, 185, 151.4, 12328.5, 170.4, 6, 137.6, 175.7, 20.8
1, 127588, 05/12/2018 00:19:54, 54.8, 73.7, 16.8, 3892.2, 322.4, 59.5, 1.3, 8.8, 281.6, 188.8, 23721.1, 211, 12.7, 214.8, 170.5, 21.4
1, 127589, 05/12/2018 00:39:54, 58.6, 90.9, 16.6, 6340.8, 309.3, 44.4, 1.7, 12.7, 313.8, 232.6, 16702, 307.9, 22.9, 257.8, 142.1, 18.2
1, 127590, 05/12/2018 00:59:54, 54.8, 105.5, 16, 2734.4, 285.2, 43.5, 1.2, 5.1, 316.7, 270, 21149.3, 831, 25.5, 321.5, 128.2, 25.2
1, 127591, 05/12/2018 01:19:54, 57, 96.1, 17, 2653.3, 268.1, 42.9, 1.3, 0.1, 279.2, 246, 18970.7, 450.5, 24, 312.1, 131.3, 32.6
1, 127592, 05/12/2018 01:39:53, 39.3, 62.7, 12.8, 1292.9, 216.6, 42.3, 1.1, 0, 205.8, 160.5, 13577.2, 535.8, 17, 221.9, 145.9, 28
1, 127593, 05/12/2018 01:59:54, 37.6, 59.5, 10.7, 3518.1, 210.1, 45.2, 0.8, 0, 222.5, 152.2, 20606.3, 783.1, 15.4, 195.4, 81.4, 20
1, 127594, 05/12/2018 02:19:54, 39.4, 49.4, 10.1, 2808.6, 180.9, 32.3, 0.8, 0.5, 167.7, 126.5, 14242, 781.6, 12.6, 192.7, 56.7, 6.2
1, 127595, 05/12/2018 02:39:53, 25.5, 87.6, 6.7, 1943.4, 95.5, 14.8, 0.6, 0.2, 316.2, 224.2, 13891.7, 492.8, 9.9, 131.4, 29.7, 5.5
1, 127596, 05/12/2018 02:59:54, 25.3, 46.6, 7.8, 1013.2, 153.5, 31.2, 0.7, 0, 298.1, 119.3, 12108.3, 196.3, 8.1, 96.8, 90, 7.1
1, 127597, 05/12/2018 03:19:54, 16.9, 38.3, 5.2, 436.3, 172.8, 35, 0.5, 0, 234.7, 97.9, 11439.7, 169.2, 6.2, 66, 67.8, 13.4
1, 127598, 05/12/2018 03:39:53, 28.8, 49.9, 8.3, 1605.6, 237.7, 40.3, 0.7, 0, 208.8, 127.8, 11555.4, 217.2, 7.6, 106.1, 85.3, 14.2
1, 127599, 05/12/2018 03:59:53, 23.5, 56, 6.8, 328.5, 257.5, 34, 0.6, 0, 226.2, 143.4, 43114, 245.9, 4.8, 58.3, 90.6, 4.2
1, 127600, 05/12/2018 04:19:53, 29.7, 29, 7.5, 133.8, 535.1, 35.9, 0.7, 0, 111.9, 74.3, 42571, 149, 3.3, 37.5, 85.8, 3.6
1, 127601, 05/12/2018 04:39:53, 31.6, 37.8, 7.5, 1618.8, 507.7, 26.6, 0.6, 1.2, 190.6, 96.7, 45979.3, 256.6, 7.1, 104.9, 70.2, 3.9
1, 127602, 05/12/2018 04:59:53, 23.4, 35.5, 6.5, 180.4, 326.7, 29.3, 0.6, 0, 201.3, 90.9, 42501.4, 149.1, 3.3, 37.4, 80.5, 3.8
1, 127603, 05/12/2018 05:19:53, 27.1, 36.6, 7.9, 1851.2, 208.1, 34.9, 0.7, 0, 176.3, 93.6, 47099, 297.9, 2.7, 43.4, 85.4, 4.1
1, 127604, 05/12/2018 05:39:53, 23.4, 46.9, 6.8, 368.1, 181.5, 31.8, 0.6, 0, 235.2, 120, 42535.5, 166, 2.4, 37.4, 77.6, 4.1
1, 127605, 05/12/2018 05:59:53, 35.8, 52.5, 10, 622.1, 275.8, 44.5, 0.8, 0, 203.1, 134.3, 53022.9, 165.1, 2.3, 62.8, 101.7, 7.7
1, 127606, 05/12/2018 06:19:53, 29.7, 46, 8.5, 2672.8, 250.8, 38.8, 0.7, 0, 226.6, 117.7, 11135, 269.8, 3.4, 56.9, 102, 4.7
