HOST, TIME, SNAP_ID, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 03/02/2019 23:59:43, 131723, 61.6, 93.3, 17.9, 1014.7, 153.7, 32.3, 1.4, 0.6, 336, 238.8, 56859.8, 192.4, 9.7, 228.4, 122.2, 24.7
1, 04/02/2019 00:19:42, 131724, 66.2, 106.1, 19.2, 5165.4, 226.3, 38.4, 1.7, 9.8, 377.9, 271.6, 53243.6, 179.2, 15.6, 307.5, 129.5, 41.1
1, 04/02/2019 00:39:42, 131725, 50.5, 109.8, 14.8, 9683, 109.8, 19.1, 1.7, 23, 340.4, 281.1, 50350.2, 237.2, 20.9, 321.4, 93.6, 17.4
1, 04/02/2019 00:59:42, 131726, 66.4, 126.3, 19, 4323.1, 125.3, 17.4, 3.3, 18.7, 412.7, 323.4, 51005.5, 820.8, 24.2, 376.6, 93, 26.8
1, 04/02/2019 01:19:42, 131727, 65.2, 92.7, 19.2, 3242.5, 174.5, 20.3, 1.8, 13.4, 289, 237.4, 50341.3, 610, 20.7, 301.5, 124.7, 24.9
1, 04/02/2019 01:39:42, 131728, 52.3, 72, 13.7, 3818.9, 145.1, 22.2, 1.2, 8.5, 236.7, 184.2, 47268.7, 836.5, 17.9, 258, 128.2, 12.5
1, 04/02/2019 02:00:42, 131729, 45.4, 66, 12, 1126.8, 148, 31.2, 1, 8.6, 272.4, 168.9, 45764.8, 669.4, 12.9, 162.6, 134.1, 8.2
1, 04/02/2019 02:19:42, 131730, 52.3, 60.7, 12.9, 5659, 128.5, 25.4, 1.1, 6.6, 215, 155.4, 56021.1, 617.7, 13.3, 174.9, 124.7, 7.5
1, 04/02/2019 02:39:42, 131731, 79.2, 97.5, 15.8, 6556.6, 119, 16.8, 3.3, 11.9, 309.6, 249.6, 73242.5, 270.2, 20.5, 365.4, 93, 11.5
1, 04/02/2019 02:59:42, 131732, 63.2, 82.1, 13, 5394.8, 158.7, 13.6, 2.1, 9.2, 288.7, 210.1, 69153.8, 276.5, 15.5, 286.6, 79.1, 9.5
1, 04/02/2019 03:19:42, 131733, 30, 57.1, 8, 4598, 167.4, 15.4, 0.8, 0, 248.7, 146.1, 61775.2, 189, 11.3, 162, 65.5, 25.4
1, 04/02/2019 03:39:42, 131734, 27.4, 40.7, 7.5, 887.4, 164.1, 19.7, 0.8, 0, 170.4, 104.1, 52742.6, 187.4, 7.2, 95.2, 70.5, 13.3
1, 04/02/2019 03:59:42, 131735, 28.7, 37.7, 7.8, 3171.4, 246.8, 13.3, 0.7, 0.1, 163.4, 96.5, 75758.1, 292.9, 7.9, 120, 68.9, 8.5
