INSTANCE_NUMBER, SNAP_ID, T_BEG, USR_GROUP, CPU, DBTIME, PGA, OTH_WAIT, PXENQ, PXQTIME, PXQRY, PXREL, REQS, YIELDS, IOWAIT, READ, WRITE
1, 130068, 12/01/2019 00:20:17, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0
1, 130069, 12/01/2019 00:40:00, ADW_UNLOAD_GROUP, 0, 0.1, 0.1, 0.1, 0, 0, 0, 0, 455, 1, 0, 0, 0
1, 130070, 12/01/2019 01:00:09, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 489, 1, 0, 0, 0
1, 130071, 12/01/2019 01:20:06, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 489, 0, 0, 0, 0
1, 130072, 12/01/2019 01:40:24, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 747, 0, 0, 0, 0
1, 130073, 12/01/2019 02:00:32, ADW_UNLOAD_GROUP, 0, 0, 0.1, 0, 0, 0, 0, 0, 616, 0, 0, 0, 0
1, 130074, 12/01/2019 02:20:08, ADW_UNLOAD_GROUP, 0, 0, 0.1, 0, 0, 0, 0, 0, 545, 1, 0, 0, 0
1, 130075, 12/01/2019 02:40:11, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0
1, 130076, 12/01/2019 03:00:07, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 690, 0, 0, 0, 0
1, 130077, 12/01/2019 03:20:02, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 456, 0, 0, 0, 0
1, 130078, 12/01/2019 03:40:07, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 209, 0, 0, 0, 0
1, 130079, 12/01/2019 04:00:02, ADW_UNLOAD_GROUP, 0, 0, 0.1, 0, 0, 0, 0, 0, 666, 2, 0, 0, 0
1, 130080, 12/01/2019 04:20:18, ADW_UNLOAD_GROUP, 0, 0.1, 0.4, 0.1, 0, 0, 0, 0, 208, 0, 0, 0, 0
1, 130081, 12/01/2019 04:40:23, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0
1, 130082, 12/01/2019 05:00:05, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 571, 0, 0, 0, 0
1, 130083, 12/01/2019 05:20:03, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 358, 0, 0, 0, 0
1, 130086, 12/01/2019 06:20:07, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 61, 1, 0, 0, 0
1, 130087, 12/01/2019 06:40:03, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0
1, 130089, 12/01/2019 07:21:05, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0
1, 130092, 12/01/2019 08:20:11, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0
1, 130094, 12/01/2019 09:00:22, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 0
1, 130095, 12/01/2019 09:20:34, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0
