HOST, TIME, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 09/12/2018 06:39:32, 42.4, 110.8, 7.9, 21270.1, 594.3, 36.2, 1.5, 46.7, 371.6, 283.7, 30936.5, 301.3, 26.3, 286.7, 44.3, 4.8
1, 09/12/2018 06:59:33, 63.9, 81, 13.7, 4900.7, 519.8, 45.5, 1, 0, 252.2, 207.4, 26699.6, 354.7, 16.1, 145.2, 65.6, 18.4
1, 09/12/2018 07:20:32, 39.7, 70.7, 9.2, 466.7, 545.2, 35.8, 0.7, 0, 288.5, 181, 21349.9, 267.1, 12.8, 100.7, 69.2, 19
1, 09/12/2018 07:39:32, 37.7, 49.8, 8.9, 599.8, 574.6, 33.6, 0.8, 0, 174.9, 127.5, 21308.4, 315.9, 10.7, 73.4, 71.8, 8.7
1, 09/12/2018 07:59:32, 32.2, 59.7, 7.3, 1526.5, 570.2, 20.8, 0.6, 0, 240, 152.8, 25306.6, 448.1, 8.1, 97.4, 40.3, 6.6
1, 09/12/2018 08:20:32, 26.8, 42.8, 6.2, 665.3, 621.5, 15.3, 0.5, 0, 168.7, 109.7, 21627.4, 270.1, 5.6, 69.2, 40.2, 3.1
1, 09/12/2018 08:39:31, 25.2, 28.1, 5, 918.4, 574.5, 12.5, 0.4, 0, 104.3, 72, 21862, 335.3, 5.2, 51.6, 42.6, 3.2
1, 09/12/2018 08:59:31, 37.4, 46.9, 6.6, 2482.2, 505.5, 15.3, 0.5, 0, 205, 120, 30455.3, 372, 7.9, 108, 35.3, 2.4
1, 09/12/2018 09:19:32, 21.4, 28.4, 4.7, 16667.3, 583.4, 17.8, 0.4, 0, 110.5, 72.6, 28591.1, 252.8, 5.3, 71.8, 50.8, 3.3
1, 09/12/2018 09:39:32, 19.9, 18.8, 3.9, 295, 614.7, 12.4, 0.4, 0, 86.2, 48, 24790.8, 280.1, 4.7, 44.9, 53, 2.5
1, 09/12/2018 09:59:32, 27.1, 30.7, 5.6, 1482.8, 620.5, 7.5, 0.5, 0, 133, 78.7, 29332.8, 343.8, 6, 111.2, 40.1, 3.9
1, 09/12/2018 10:20:32, 28.9, 26.4, 5.3, 962.6, 605.7, 15.9, 0.5, 0, 97.5, 67.6, 22569.3, 243.2, 3.9, 65.6, 52.7, 2.7
1, 09/12/2018 10:39:31, 28.6, 38.1, 5.5, 1793.7, 650.4, 18.4, 0.5, 0, 177.7, 97.6, 25576.3, 368.2, 5.4, 94.8, 43.8, 3.4
1, 09/12/2018 11:00:32, 21.4, 20.3, 4.2, 485.2, 590.7, 13.2, 0.4, 0, 88.5, 51.9, 19879.5, 291.2, 3.6, 50.9, 51.9, 3.8
1, 09/12/2018 11:19:32, 18.8, 14.9, 4, 41.4, 550.7, 20, 0.4, 0, 67.2, 38.2, 19673, 259.1, 1.8, 15.6, 67.8, 1.7
1, 09/12/2018 11:39:31, 25.8, 24.5, 5.4, 1678.4, 507.2, 20.1, 0.5, 0, 142.3, 62.8, 20842.5, 398.7, 3.4, 53.5, 58.9, 2.5
1, 09/12/2018 11:59:32, 20.6, 24.9, 4.6, 2277.3, 490.9, 17.4, 0.4, 0, 101.6, 63.8, 24934.1, 431.4, 3.5, 46.5, 53.6, 3.8
1, 09/12/2018 12:19:31, 20.6, 23.2, 4.7, 604.9, 422.6, 14.6, 0.5, 0, 100, 59.3, 20883.8, 260.3, 2.8, 44.1, 52.3, 3.4
1, 09/12/2018 12:40:31, 20.4, 24, 4.5, 1981, 409.1, 14.6, 0.4, 0, 120.9, 61.3, 24046.4, 406.5, 2.6, 44.9, 51.2, 2.6
1, 09/12/2018 12:59:31, 16.8, 20.1, 4.3, 262.4, 405.9, 17.5, 0.4, 0, 84.5, 51.4, 19764.3, 326.9, 1.9, 27.7, 57.4, 2.8
1, 09/12/2018 13:19:31, 15.9, 15.3, 4.2, 1074.9, 389.8, 17.6, 0.4, 0, 86, 39.2, 25106.6, 359.8, 1.9, 24, 63.9, 1.9
1, 09/12/2018 13:39:31, 16.4, 19.3, 4.4, 435.5, 404.4, 16.9, 0.4, 0, 95.2, 49.4, 19874.8, 301.9, 2.1, 34.7, 60.1, 2.3
1, 09/12/2018 13:59:31, 15.1, 18.8, 3.8, 463.8, 399.4, 18.3, 0.4, 0, 198.1, 48.1, 24641.1, 367.9, 2.1, 28.4, 60.3, 1.7
1, 09/12/2018 14:19:31, 21, 22, 5, 793.6, 448, 16.7, 0.5, 0, 155.7, 56.2, 20822.6, 267.4, 3.3, 54.7, 61, 2.4
1, 09/12/2018 14:39:30, 12.5, 10.4, 3.1, 75.8, 432, 25.2, 0.3, 0, 79.9, 26.5, 20052.8, 286.8, 1.4, 9.2, 43.8, 1.3
1, 09/12/2018 14:59:31, 16.5, 14.4, 4, 1552.6, 451.5, 25.3, 0.4, 0, 88, 36.9, 20681, 392.2, 2.7, 38.7, 28.4, 2.2
1, 09/12/2018 15:19:30, 15.6, 10.6, 3.3, 922.2, 459.4, 23.3, 0.3, 0, 72.9, 27.2, 20541.7, 322.5, 2.4, 32.8, 26.9, 1.6
1, 09/12/2018 15:39:31, 14.9, 14, 4.6, 376, 415.4, 22.4, 0.4, 0, 134.1, 35.8, 35972.6, 338.1, 1.8, 26.4, 23.3, 1.7
1, 09/12/2018 16:00:30, 19.8, 32, 4.3, 2092.3, 457.3, 29.5, 0.4, 0, 225.3, 81.8, 26347.4, 438.9, 5.2, 111.7, 24.8, 2.2
1, 09/12/2018 16:19:31, 17.3, 11.9, 3.8, 250.1, 587.5, 42.4, 0.4, 0, 67.9, 30.6, 22193.3, 280.8, 6.2, 135.6, 27.5, 1.7
1, 09/12/2018 16:39:30, 18.4, 20.5, 3.8, 1550.4, 758.2, 38.3, 0.3, 0, 165.7, 52.6, 22543.9, 439.3, 4.2, 86.2, 24.1, 1.5
1, 09/12/2018 16:59:30, 49.9, 52.4, 8, 8690.7, 487.4, 22.7, 0.6, 0, 246.8, 134.2, 32107, 397.2, 13, 221.5, 29, 4
1, 09/12/2018 17:19:30, 58.1, 60.9, 8.8, 7016.6, 476.4, 13.6, 0.7, 1.5, 228.9, 155.9, 44053.4, 553, 14.9, 248.8, 23.4, 3.8
1, 09/12/2018 17:39:29, 23.2, 30.6, 4.4, 1538.7, 683.2, 8.1, 0.4, 0, 233.1, 78.2, 21322.3, 661.6, 6.7, 88.9, 16.6, 2.6
1, 09/12/2018 18:00:30, 16.3, 40.3, 3.3, 1715.4, 602.9, 15.1, 0.3, 0, 205.2, 103.3, 24105.5, 407.1, 3.4, 37.4, 19.8, 2.4
1, 09/12/2018 18:20:29, 14.9, 11.3, 3.1, 594.9, 670.9, 14.4, 0.3, 0, 76.9, 28.9, 19781.8, 538.4, 2.2, 19.2, 19.3, 1.9
1, 09/12/2018 18:39:30, 18.4, 12.3, 3.9, 1746.2, 651.9, 17.1, 0.3, 0.1, 68.8, 31.4, 23901.2, 682.5, 3.2, 37.9, 21, 2.5
1, 09/12/2018 18:59:29, 15.9, 12.1, 3.1, 355.5, 703.4, 15.7, 0.3, 0, 50.3, 30.9, 21570, 320.1, 2.5, 28.2, 22.6, 2.4
1, 09/12/2018 19:19:29, 19.5, 17, 4.3, 1851.2, 611, 11.7, 0.4, 0.1, 104.2, 43.5, 24746, 644.4, 3.4, 51.2, 22.4, 2.8
1, 09/12/2018 19:39:30, 15.6, 8.6, 3, 258.2, 629.3, 11.2, 0.3, 0, 43.8, 21.9, 19944.7, 276, 2, 23, 22.7, 2
1, 09/12/2018 19:59:30, 45.1, 60, 10.1, 3768.4, 741.4, 11.6, 0.7, 1.1, 243.8, 153.5, 44820.7, 507.4, 11.5, 294.1, 18.3, 9.6
1, 09/12/2018 20:19:30, 39.5, 38.3, 9, 1562, 733.9, 9.7, 0.7, 0.1, 200.2, 98, 46630.3, 304.6, 9.1, 220.6, 16.5, 7.8
1, 09/12/2018 20:40:29, 38.5, 40.3, 8.5, 2564.4, 720.9, 8.1, 0.6, 1.8, 149.7, 103.3, 42871.5, 428.8, 9.8, 242.2, 13.5, 6.3
1, 09/12/2018 20:59:29, 44.1, 66.9, 8, 1814.7, 691, 8, 0.6, 0, 270, 171.2, 32107.5, 453.2, 11.2, 249.4, 15.9, 9
1, 09/12/2018 21:19:29, 61.4, 58.7, 12.1, 1956.6, 554.9, 17.6, 1, 1, 267, 150.3, 39530.1, 350.1, 11.2, 258.7, 38.5, 9
1, 09/12/2018 21:39:29, 63.4, 63, 13.4, 1277.3, 603, 31.4, 1.1, 0.1, 230.3, 161.2, 46017.2, 321.8, 11.3, 267.8, 55.1, 10
1, 09/12/2018 21:59:28, 70.1, 78.2, 12.4, 2093.3, 690.4, 10.6, 1.2, 0.1, 239.5, 200.2, 60247.9, 328.5, 11.3, 336, 28.3, 9.8
1, 09/12/2018 22:19:29, 82.6, 80.8, 14.9, 3610.7, 585.7, 12, 1.6, 0.3, 233.8, 206.8, 66577.9, 359, 12.7, 385.9, 56.2, 7.5
1, 09/12/2018 22:39:29, 66.5, 66.3, 14.1, 1598.7, 490.7, 18.1, 0.9, 0.1, 245.1, 169.8, 38069.2, 297.4, 10.6, 276.5, 97.4, 8
1, 09/12/2018 22:59:29, 60.3, 60.7, 11.8, 1432.5, 645.2, 24, 0.8, 4.8, 192.1, 155.3, 78115.8, 372.2, 9.7, 235.1, 106.8, 5.9
1, 09/12/2018 23:19:28, 54.7, 60.7, 12.5, 1532.6, 713.9, 21.6, 0.9, 6.2, 242.1, 155.3, 107179.3, 285.2, 9.9, 267.6, 95.3, 7.3
1, 09/12/2018 23:39:28, 51.2, 48.6, 10.8, 940.8, 686.2, 29.4, 0.8, 4.3, 179.9, 124.3, 79386.2, 323.9, 6.7, 151.4, 119.6, 6
2, 08/12/2018 23:59:45, 33.1, 34.3, 8.5, 1231.4, 585.8, 21.1, 0.6, 0, 122.2, 87.8, 43459.6, 108.7, 7.4, 138.7, 70, 11.2
2, 09/12/2018 00:19:45, 21.3, 25.8, 5.9, 552.3, 534, 9.5, 0.5, 0, 87.2, 65.9, 39625.5, 27, 5.9, 117.9, 62.1, 13.2
2, 09/12/2018 00:39:45, 24.8, 27.5, 6.4, 1593.5, 539.3, 8.9, 0.5, 0.1, 104.9, 70.5, 41690.3, 93.2, 6.2, 119.2, 64.9, 9.4
2, 09/12/2018 00:59:45, 26.4, 30.9, 7, 671.4, 516.5, 13.1, 0.6, 0, 100.1, 79.2, 42048, 39.1, 7.9, 118.7, 77.3, 12.3
2, 09/12/2018 01:19:45, 44.1, 43.1, 8.5, 38553.9, 498.1, 14.7, 0.6, 0.4, 194.7, 110.5, 55568.9, 187.2, 11.5, 222.5, 79.2, 10.1
2, 09/12/2018 01:39:45, 51.4, 50.1, 7.8, 89223.9, 441.3, 6.2, 0.5, 0, 168.7, 128.3, 43099.2, 122, 12.3, 255, 36.1, 4.9
2, 09/12/2018 01:59:45, 22.2, 21.5, 4.3, 18758.2, 536.2, 7.4, 0.4, 0.2, 104.9, 55.1, 38244, 173.2, 7, 93.7, 46.4, 4.7
2, 09/12/2018 02:19:44, 21.6, 14.7, 5.8, 299.4, 536.9, 9.9, 0.4, 0, 61.7, 37.6, 37588.6, 27.6, 5.8, 67.2, 47.8, 2.4
2, 09/12/2018 02:40:45, 24.3, 18, 6.9, 692.8, 562.7, 11.5, 0.5, 0.1, 95.7, 46, 48123.6, 39, 6.4, 96.4, 35.6, 4.5
2, 09/12/2018 02:59:44, 16.4, 35.1, 3.8, 968.6, 591.6, 6.9, 0.3, 0, 156.5, 89.7, 42466.8, 42.9, 7.8, 131.7, 14.9, 2.8
2, 09/12/2018 03:19:45, 12.7, 16.2, 2.7, 130.9, 515, 16.9, 0.2, 0, 129.9, 41.5, 45454.6, 32, 7, 132.4, 25, 6.2
2, 09/12/2018 03:39:44, 19.8, 17.2, 3.8, 789.7, 627.4, 20.2, 0.3, 0, 70.7, 44.1, 47763.7, 45, 6.5, 139.5, 35.2, 4.7
2, 09/12/2018 03:59:44, 25, 19.5, 4.3, 425.4, 766.2, 18.9, 0.3, 0, 77.3, 49.9, 70681.6, 4625.2, 4.7, 128.6, 36.1, 3.1
2, 09/12/2018 04:19:45, 25.9, 12.9, 4.3, 83.4, 881.9, 17.2, 0.3, 0, 43.7, 33, 83650.4, 4014.9, 3.1, 99.1, 35.6, 2.5
2, 09/12/2018 04:39:44, 23.6, 16, 3.6, 399.8, 707, 20.3, 0.3, 0, 62.7, 40.9, 77895, 2876.9, 4.1, 123.3, 30.6, 2
2, 09/12/2018 04:59:45, 18.3, 16.8, 3.5, 321.5, 597.2, 20.5, 0.3, 0, 65.1, 43.1, 72055, 1749.6, 4, 130.5, 25.1, 2.5
2, 09/12/2018 05:19:44, 17.3, 9.3, 3.6, 323.5, 569, 21.4, 0.3, 0, 39.3, 23.7, 25759.9, 6663.4, 2.8, 95.2, 49.2, 1.6
2, 09/12/2018 05:39:44, 19.6, 13.5, 4.1, 1420.8, 646.8, 21.8, 0.4, 0.2, 85.2, 34.4, 29430.3, 88.1, 4.3, 117.2, 52.7, 1.7
2, 09/12/2018 05:59:44, 64.4, 60.9, 9.6, 2106.6, 787.2, 14, 0.7, 0.1, 226.5, 155.8, 101755, 43, 10.2, 288.1, 44.1, 5.6
2, 09/12/2018 06:19:44, 82.1, 104.8, 14.3, 1870.5, 472, 27.6, 2.7, 0.8, 390, 268.3, 85839.4, 101.8, 13.5, 349.2, 108.2, 5.7
2, 09/12/2018 06:41:44, 89.9, 123, 16.4, 1577.4, 456.7, 27.7, 4, 5.5, 365.5, 314.9, 89976.9, 183.6, 23, 404.9, 126.7, 10
2, 09/12/2018 06:59:43, 97.2, 111.6, 17.8, 1949.9, 472.8, 30.3, 11.9, 0, 373.3, 285.6, 78455.6, 185, 22, 359.7, 163.4, 14.7
2, 09/12/2018 07:19:43, 97.2, 130.3, 17, 1102.3, 533.9, 29, 10.9, 0, 632.6, 333.5, 73872.1, 156.6, 18.5, 297.5, 163.4, 14.6
2, 09/12/2018 07:39:44, 81.6, 101.6, 16.7, 1310.1, 530.9, 31.7, 1.8, 0, 511.4, 260.2, 60188.2, 84.1, 15.4, 258, 187.6, 14.5
2, 09/12/2018 07:59:44, 63, 85.4, 14.7, 1747.4, 559.3, 35.6, 1.2, 0, 293.2, 218.6, 60356.6, 90.6, 11.9, 206.6, 218.6, 13.8
2, 09/12/2018 08:20:44, 41.4, 46.2, 9.2, 496.4, 585, 27.9, 0.7, 0, 195.2, 118.3, 45159, 91.4, 5.9, 118.5, 146.3, 3.8
2, 09/12/2018 08:39:44, 35.4, 33.2, 8, 16769.2, 629.8, 25.4, 0.6, 0, 113.3, 85, 42431.6, 65.7, 3.8, 97.6, 108, 4.8
2, 09/12/2018 08:59:43, 41.1, 52.6, 9.3, 18244.3, 516.6, 25.5, 0.7, 0, 279.8, 134.7, 43262.7, 248.9, 4.7, 115.8, 133.5, 6.5
2, 09/12/2018 09:19:43, 34.4, 36.3, 7.6, 414.3, 508.7, 20.4, 0.7, 0, 117.3, 92.9, 57166.3, 87, 5.6, 128, 73.9, 8.3
2, 09/12/2018 09:39:44, 71.5, 68.7, 11.6, 104709.5, 444.5, 16.6, 0.8, 0, 235.8, 176, 50198.5, 204, 10.6, 387, 39, 7.7
2, 09/12/2018 09:59:43, 37.5, 36.1, 7.7, 29559.8, 498.2, 11.4, 0.6, 0, 129.6, 92.5, 29082.8, 146.9, 6.5, 206.6, 37.8, 6.3
2, 09/12/2018 10:19:44, 24.8, 19.4, 4.7, 386.6, 530.2, 14.3, 0.4, 0, 75.5, 49.7, 21177, 62.2, 2.2, 55.1, 53.9, 2.4
2, 09/12/2018 10:39:43, 18.1, 20, 3.8, 1253.7, 593.3, 13.2, 0.3, 0, 102.9, 51.3, 20697.5, 255.8, 2.2, 48.4, 41.4, 1.4
2, 09/12/2018 11:00:43, 15.1, 7.9, 3.6, 1304.7, 636.3, 13.9, 0.3, 0, 32.7, 20.3, 20385.2, 254.6, 0.2, 9.8, 52.1, 2
2, 09/12/2018 11:19:43, 14.8, 6.5, 3.6, 23.4, 574.9, 15.6, 0.3, 0, 26.7, 16.7, 44013.2, 252, 0.2, 6.2, 61.8, 1.1
2, 09/12/2018 11:39:43, 27.5, 25.9, 5.8, 1117.9, 608.9, 18.5, 0.4, 0, 179.7, 66.3, 26687.5, 350.4, 3.3, 95.5, 61.1, 2.1
2, 09/12/2018 11:59:43, 27, 22.7, 5.4, 33070.4, 459.4, 19.3, 0.4, 0, 204.3, 58.1, 48698.7, 328.2, 5.2, 138.7, 58.7, 2.6
2, 09/12/2018 12:19:43, 53.6, 43.9, 9.3, 93097, 441.8, 18.8, 0.6, 0, 162.5, 112.3, 48274, 446.5, 7.9, 273.4, 47.3, 2.4
2, 09/12/2018 12:39:43, 27.9, 23.1, 8.6, 13803.8, 474.1, 23, 0.6, 0, 116.3, 59, 44301.5, 296.1, 4.3, 140.8, 53.9, 2.7
2, 09/12/2018 12:59:43, 21.7, 21, 6.6, 422.3, 466.3, 28.5, 0.5, 0, 78.8, 53.7, 40591.4, 245.8, 3, 83.2, 66.5, 3.7
2, 09/12/2018 13:19:42, 17.5, 13.9, 4.5, 1405.5, 510.3, 35.3, 0.4, 0, 60.2, 35.6, 41408.5, 355.3, 3.4, 92.2, 65.3, 1.7
2, 09/12/2018 13:39:43, 15.4, 11.3, 4.5, 366.8, 479.2, 36.3, 0.4, 0, 46.2, 28.9, 38775.8, 275.1, 2.3, 55.9, 81.8, 1.5
2, 09/12/2018 13:59:42, 15.4, 13.4, 4.2, 1761.2, 474.7, 37.9, 0.4, 0, 93.1, 34.2, 37655.7, 296, 2.3, 62.3, 81, 1.2
2, 09/12/2018 14:19:42, 13.3, 8.5, 3.9, 241.4, 432.8, 30.9, 0.4, 0, 78.7, 21.8, 37092.7, 356.8, 2.2, 57.4, 80.5, 1
2, 09/12/2018 14:39:43, 13.1, 11.9, 3.7, 836.5, 434.2, 31.5, 0.3, 0, 68.1, 30.5, 37019.2, 260.6, 1.9, 50.3, 70.6, 3.9
2, 09/12/2018 14:59:42, 22.3, 22.6, 5.9, 1708.7, 496.5, 34.3, 0.5, 0, 71, 57.9, 40764.1, 305.2, 3, 84.8, 84.5, 7
2, 09/12/2018 15:19:43, 18.5, 13.6, 4.9, 1782.8, 552.3, 40, 0.4, 0, 64.7, 34.9, 40220.8, 386.6, 2.2, 60.7, 80.7, 3.2
2, 09/12/2018 15:39:43, 19.1, 17.9, 4.7, 630.7, 474.1, 25.9, 0.4, 0, 139.7, 45.8, 22847.9, 252.3, 2.9, 74.2, 57, 1.7
2, 09/12/2018 16:00:42, 21.8, 28.3, 4.9, 1704, 533.7, 36.5, 0.4, 0, 193.7, 72.4, 32974.4, 361.3, 6.8, 175.3, 66.5, 1.7
2, 09/12/2018 16:19:42, 19.3, 12.2, 4.4, 406.2, 661.1, 49.5, 0.4, 0, 56.3, 31.3, 25277.5, 715.6, 7.8, 215.5, 46.9, 1.6
2, 09/12/2018 16:39:42, 19.3, 15.7, 4, 1071.9, 940.7, 46.7, 0.3, 0, 89.2, 40.3, 32131.5, 470, 6.4, 150.9, 22.4, 1.1
2, 09/12/2018 16:59:42, 19.1, 20.4, 4.4, 595.5, 713.2, 31.9, 0.4, 0, 105.8, 52.1, 30406, 511.8, 5.1, 97.6, 31.3, 2.9
2, 09/12/2018 17:19:42, 18.7, 13.4, 3.7, 1037.9, 708.9, 28.1, 0.3, 0, 81.8, 34.2, 28889.4, 667.1, 4.5, 74, 37.4, 1.4
2, 09/12/2018 17:39:42, 15.1, 21.7, 3.2, 624.4, 690.3, 16, 0.3, 0, 181.6, 55.7, 26580.1, 522.9, 4.4, 60.5, 24.1, 1.6
2, 09/12/2018 18:04:42, 16.3, 22, 3.2, 629.8, 605.9, 15.2, 0.3, 0.1, 171.8, 56.3, 31422.2, 572.9, 4.7, 80.8, 24, 1.7
2, 09/12/2018 18:19:42, 18.6, 15.7, 4, 727.7, 665.2, 15.5, 0.4, 0, 100.5, 40.1, 26603.5, 619.5, 5.2, 88.3, 28.4, 2.1
2, 09/12/2018 18:39:41, 18.1, 10.3, 3.5, 1470.8, 638.2, 15.4, 0.3, 0, 58.5, 26.5, 26584.7, 583.4, 4.4, 68.3, 28.1, 1.6
2, 09/12/2018 18:59:41, 15.8, 8.9, 3.2, 809.8, 704.6, 16.2, 0.3, 0, 33.6, 22.8, 27714.7, 531.5, 4.4, 62.7, 36.7, 1.4
2, 09/12/2018 19:19:42, 16.5, 10.3, 3.2, 1093.6, 662.1, 20.8, 0.3, 0, 58.5, 26.3, 25658.5, 641.8, 4.5, 66.8, 26.5, 1.5
2, 09/12/2018 19:39:42, 13.7, 6.4, 2.8, 45.6, 659.5, 27.1, 0.3, 0, 21, 16.4, 25637.3, 516.6, 3.6, 47.3, 33, 1.4
2, 09/12/2018 19:59:41, 29.6, 35.5, 7.7, 1493.8, 716.4, 28.2, 0.6, 0.1, 148.6, 90.8, 31848.4, 528.5, 9.4, 211.7, 56.3, 5.4
2, 09/12/2018 20:19:41, 28.5, 25.6, 8.2, 610.2, 581.2, 27.6, 0.6, 0, 106.3, 65.5, 27693.5, 544.7, 7.4, 177.3, 32.3, 8.8
2, 09/12/2018 20:39:41, 29.7, 30.3, 8.5, 1677.4, 565.4, 20.1, 0.6, 0, 138.2, 77.6, 27446.7, 525.8, 7.9, 174.9, 32.7, 7.3
2, 09/12/2018 21:01:41, 21.7, 35.5, 6.5, 232, 575, 15.8, 0.5, 0, 182.8, 90.8, 27060.8, 502.3, 5.7, 133.4, 49.6, 7.4
2, 09/12/2018 21:19:41, 31.4, 30.9, 9.3, 1211.1, 598.8, 27.3, 0.7, 0.1, 113.2, 79, 33531.3, 704, 6.4, 150.2, 87.1, 7.5
2, 09/12/2018 21:39:41, 35.5, 35.6, 10.6, 790.8, 604.8, 39.2, 0.8, 0, 133.7, 91.3, 33733, 574.1, 6.3, 148.5, 89.4, 8.8
2, 09/12/2018 21:59:41, 50.1, 63.3, 11.4, 1645.7, 641.3, 16.4, 0.9, 0, 222.7, 162.1, 38980.5, 503.3, 8.1, 282.2, 55.4, 9.8
2, 09/12/2018 22:19:41, 57.1, 62.4, 13.9, 2563.2, 528.8, 14.5, 1.1, 0.4, 218.9, 159.7, 49115.6, 638.2, 9.4, 304.4, 62.4, 10.3
2, 09/12/2018 22:39:40, 48.5, 51, 13, 7048.9, 592.1, 17, 0.9, 0, 178.1, 130.5, 24964.1, 362, 6.9, 244.5, 86.9, 10.8
2, 09/12/2018 22:59:41, 30.2, 29.9, 9.4, 451.9, 579.6, 21.7, 0.7, 0, 96.4, 76.4, 23507.9, 256.3, 4.8, 155.6, 102.2, 8.8
2, 09/12/2018 23:19:41, 32.8, 33.4, 9.4, 1703, 618.4, 30.4, 0.7, 0.5, 152, 85.5, 27875, 431.3, 4.9, 140.4, 97.5, 6.1
2, 09/12/2018 23:39:40, 36.1, 31.1, 10, 645.8, 651, 40.7, 0.8, 0, 94, 79.6, 24311.5, 278.9, 5.5, 149.2, 110.2, 6.7
3, 08/12/2018 23:59:55, 42.7, 43.7, 6.4, 23649.8, 463.2, 6.8, 0.5, 0, 233.4, 111.8, 64979.7, 17181.8, 15.6, 328.1, 3.5, 4.9
3, 09/12/2018 00:19:55, 55.6, 107.2, 8.9, 23492.4, 306.7, 6, 0.8, 10.1, 392.4, 274.6, 86317.4, 15276.2, 52, 535.9, 3.7, 26.6
