HOST, TIME, SNAP_ID, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 12/01/2019 23:59:35, 130139, 38.1, 33.4, 9.9, 2037.4, 523.6, 30.2, 0.8, 0.1, 118.6, 85.4, 43306.8, 235.8, 6.8, 152.5, 75.1, 9
1, 13/01/2019 00:19:35, 130140, 47.1, 59.3, 10.7, 5223.8, 570.9, 46.1, 0.8, 11.1, 248.9, 151.8, 50753.6, 213.8, 10.8, 181.6, 115.6, 10.7
1, 13/01/2019 00:39:35, 130141, 54.7, 78.8, 11.8, 4490.1, 510.6, 31, 0.9, 19.9, 262.8, 201.8, 57029.1, 239.3, 19.3, 269.4, 98.3, 6.5
1, 13/01/2019 00:59:35, 130142, 67.4, 101.3, 15.3, 3944.9, 515.3, 23.9, 1.8, 15.6, 323.6, 259.3, 56561.8, 831.7, 26.7, 412.2, 80, 13.7
1, 13/01/2019 01:19:35, 130143, 54.1, 68.9, 12.5, 3213.1, 470.7, 18.8, 0.9, 10.7, 239.5, 176.4, 53226.6, 667.7, 23.6, 325.6, 84.4, 13.3
1, 13/01/2019 01:39:35, 130144, 48.9, 59.6, 10.9, 1208.6, 504.4, 13.9, 0.8, 3, 180.6, 152.5, 52936.2, 746.6, 20.4, 244.8, 64.9, 17.4
1, 13/01/2019 01:59:34, 130145, 56.9, 70.2, 12.1, 1384.3, 511.7, 25.5, 0.9, 7, 208.1, 179.6, 56866.8, 836.6, 21.1, 276.4, 71.7, 16.3
1, 13/01/2019 02:20:34, 130146, 61.3, 65.6, 12.4, 5423.9, 400.9, 17.8, 1.1, 1.2, 230.2, 168, 66422.1, 237.5, 20.9, 300.6, 60.1, 10.6
1, 13/01/2019 02:39:34, 130147, 73.5, 79, 12.7, 5069, 290, 6.1, 1, 6.4, 262.8, 202.4, 76381.2, 183.9, 21.8, 389.6, 23.3, 10.1
1, 13/01/2019 02:59:34, 130148, 58.2, 116, 9.4, 4675.8, 277.6, 5.7, 0.7, 8.1, 433.9, 297, 69779.9, 143.1, 20.9, 386, 15.1, 10
1, 13/01/2019 03:19:34, 130149, 43.4, 95.3, 8.1, 3400.5, 242.8, 12.1, 3.1, 11.7, 489.4, 243.9, 52087.3, 214.4, 25.7, 489.2, 21.3, 40.8
1, 13/01/2019 03:39:34, 130150, 52.8, 123.5, 12.4, 3070.6, 264.1, 20.3, 7.9, 8.8, 927.8, 316.1, 53900.6, 178.9, 27.8, 498.7, 55.5, 66.2
