HOST, SNAP_ID, TIME, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 126363, 17/11/2018 23:59:21, 28.5, 34.8, 8.9, 423.3, 379.8, 23.9, 0.7, 0, 138, 89.1, 27626.2, 190.2, 12, 174.8, 87.1, 14.1
1, 126364, 18/11/2018 00:20:22, 22.3, 38.1, 6.8, 325.9, 375.6, 21, 0.6, 0, 186.9, 97.5, 27487.2, 171.3, 11.1, 144, 69.8, 12.9
1, 126365, 18/11/2018 00:39:21, 18.5, 17.7, 5.5, 192.2, 434.5, 17.9, 0.5, 0, 89.4, 45.3, 26048.4, 177.8, 11.3, 131.7, 73.1, 4.3
1, 126366, 18/11/2018 00:59:21, 34.1, 47.3, 9.8, 3907.4, 404.1, 29, 0.8, 0, 166.6, 121.2, 29432.7, 783.9, 18.2, 257.2, 100, 10.1
1, 126367, 18/11/2018 01:19:21, 29, 37.2, 8.4, 727.1, 453, 32.5, 0.7, 0, 155.8, 95.1, 27026.7, 641.9, 14.8, 195.1, 109.8, 8.5
1, 126368, 18/11/2018 01:39:21, 25.5, 24.4, 7.7, 487.5, 413.7, 24, 0.7, 0, 83, 62.5, 26972.3, 742.8, 13.5, 158.7, 95.1, 8.9
1, 126369, 18/11/2018 01:59:21, 18.1, 22, 5.1, 439.3, 428, 21.9, 0.5, 0, 87.5, 56.2, 26290.3, 805.3, 12.5, 144.7, 36.3, 9.4
1, 126370, 18/11/2018 02:19:20, 21.6, 18.9, 4.5, 4717.2, 374.2, 10.8, 0.4, 0, 116.2, 48.4, 57552.4, 196.2, 15.3, 192.8, 8.5, 6.8
1, 126371, 18/11/2018 02:40:20, 48.9, 47.1, 8.1, 5877.8, 400.8, 17.4, 0.6, 0.1, 146.6, 120.7, 74071.4, 269.6, 25.5, 467.3, 5.8, 8.2
1, 126372, 18/11/2018 03:00:20, 47, 54.4, 8, 3962.8, 410.4, 35.4, 0.6, 0.4, 254.3, 139.3, 55823.5, 210.2, 28.1, 583.8, 23.4, 10.3
1, 126373, 18/11/2018 03:19:21, 20.3, 31.2, 4.5, 1361.9, 671.3, 55.2, 0.4, 0, 255.2, 79.8, 38084.2, 190.9, 26, 563.2, 20.8, 16.7
1, 126374, 18/11/2018 03:40:20, 15.8, 15.9, 3.4, 655.7, 562.7, 31.2, 0.3, 0, 76.9, 40.7, 43149.3, 214.9, 20.6, 294.9, 19.3, 8.1
1, 126375, 18/11/2018 04:00:21, 11.2, 4.7, 2.1, 58.7, 488.4, 8.1, 0.2, 0, 28.5, 12, 54443.8, 184.2, 15.7, 198.8, 7.8, 0.6
1, 126376, 18/11/2018 04:19:21, 14, 3.4, 2.3, 29.3, 686.1, 9.1, 0.2, 0, 16.5, 8.6, 54000.7, 173.9, 13.1, 159.2, 8.1, 0.4
1, 126377, 18/11/2018 04:39:21, 9.9, 3.8, 2, 29.2, 467.8, 11.8, 0.2, 0, 17, 9.6, 54074.9, 176.3, 11.2, 128.3, 10, 0.6
1, 126378, 18/11/2018 04:59:20, 9.5, 10.6, 2, 25.1, 452.6, 9.6, 0.2, 0, 70, 27.2, 54151.9, 177.7, 11.3, 128.4, 13.5, 5
1, 126379, 18/11/2018 05:19:21, 10.4, 14, 2.3, 31.3, 440.4, 11.6, 0.2, 0, 120.3, 35.9, 29927.4, 159.7, 11.2, 128.3, 21.5, 1
1, 126380, 18/11/2018 05:40:20, 11, 9.3, 2.7, 31, 431.2, 11.5, 0.3, 0, 52.3, 23.8, 29963, 213.6, 11.3, 128.8, 25.7, 1
1, 126381, 18/11/2018 05:59:20, 26.1, 42.9, 6.4, 595.6, 479.9, 22.7, 0.5, 0, 208, 109.7, 30328, 168.1, 12, 185.8, 54.4, 5.5
1, 126382, 18/11/2018 06:19:20, 18.5, 17.8, 4.9, 52.2, 468.6, 24.6, 0.5, 0, 65.2, 45.6, 22935.5, 177.9, 11.2, 128.4, 59.9, 3.7
1, 126383, 18/11/2018 06:39:20, 18.8, 14.7, 4.3, 56.8, 446.6, 34.4, 0.4, 0, 63.6, 37.7, 26132.7, 178.9, 11.2, 128.3, 52.3, 2.3
1, 126384, 18/11/2018 06:59:20, 25.4, 21.8, 4.9, 6332.6, 519.2, 43.7, 0.4, 0, 82.8, 55.9, 26314, 181.7, 11.9, 147.5, 46.2, 2.7
1, 126385, 18/11/2018 07:19:19, 18, 50.5, 4.1, 42.8, 503.4, 33.1, 0.4, 0, 265.1, 129.3, 26234.7, 215, 11.2, 128.6, 35.1, 2.7
1, 126386, 18/11/2018 07:39:20, 13.8, 16.2, 3.5, 45.5, 418.6, 12.2, 0.3, 0, 82, 41.6, 21841.6, 203, 10.4, 115.5, 22.3, 7
1, 126387, 18/11/2018 08:00:19, 9.3, 5, 2, 32.7, 401.2, 8.4, 0.2, 0, 22.5, 12.8, 21866.7, 172.2, 10.3, 113.3, 13, 0.9
1, 126388, 18/11/2018 08:19:20, 9.8, 5.5, 2.2, 5199.4, 481.7, 27.3, 0.2, 0, 34.6, 14.2, 21819.8, 165, 10.2, 112.4, 14.1, 0.6
1, 126389, 18/11/2018 08:40:20, 11.3, 9.3, 2.6, 31.8, 521.8, 31.8, 0.2, 0, 77.5, 23.9, 21735, 158.2, 10.1, 112.2, 22.2, 1.4
1, 126390, 18/11/2018 08:59:19, 23.6, 27.5, 6.2, 66.4, 560.2, 46.6, 0.6, 0, 138.3, 70.3, 22415.9, 173.7, 10.1, 110.7, 57.1, 5.8
1, 126391, 18/11/2018 09:20:19, 36.8, 35.8, 9.3, 273.8, 678.9, 59.4, 0.8, 0, 135.3, 91.5, 26480.8, 162.4, 11.2, 128.3, 74.1, 7.6
