HOST, TIME, SNAP_ID, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 16/01/2019 23:59:15, 130427, 77.9, 89.8, 24.6, 848.3, 274, 48.7, 1.8, 0, 254.1, 229.9, 29979.3, 224.8, 9, 277, 151.9, 24.8
1, 17/01/2019 00:19:14, 130428, 79.8, 124.2, 24.6, 3955.9, 280.1, 45.8, 2.6, 12, 455.3, 318, 36207.7, 209.4, 15.5, 352.4, 150.4, 29
1, 17/01/2019 00:40:14, 130429, 84.7, 158.4, 25.6, 5786.9, 279.1, 46.5, 11.5, 40.3, 476.8, 405.5, 30622.2, 228.7, 32.6, 535.3, 139.8, 22.9
1, 17/01/2019 00:59:14, 130430, 79.1, 169.2, 23.3, 10595.5, 228, 35.4, 9.9, 18.5, 482.7, 433, 41190.7, 786.1, 35.7, 581.4, 107.5, 24.7
1, 17/01/2019 01:20:14, 130431, 86.4, 142.2, 26.3, 2296.6, 237.4, 39.7, 8.6, 15.3, 481.1, 363.9, 39814.3, 497.1, 30.7, 543.4, 146.2, 27.9
1, 17/01/2019 01:39:14, 130432, 70.4, 102.8, 22.1, 2416.9, 238.4, 36.6, 1.7, 4, 332.7, 263.1, 46421.2, 538.2, 26.2, 437.5, 159.4, 23.7
1, 17/01/2019 02:00:14, 130433, 71.1, 114.4, 21.6, 1487.2, 339.1, 48.7, 2.1, 8.6, 370.4, 292.8, 27957.3, 457.7, 23.8, 404.4, 160.9, 23.3
1, 17/01/2019 02:19:14, 130434, 75.7, 106.9, 22.6, 4855, 290.7, 41.3, 5, 2.3, 319.3, 273.6, 40410.4, 472.4, 22.4, 369.4, 149.5, 25.3
1, 17/01/2019 02:40:14, 130435, 92.3, 119.9, 22.7, 5540.7, 228.4, 32.6, 12.2, 7.5, 339, 307.1, 41961.7, 728, 26.8, 477, 141.1, 21.8
1, 17/01/2019 02:59:14, 130436, 92.4, 104.1, 22.8, 4326.4, 240.7, 38.9, 10, 3.6, 291.7, 266.5, 41484.5, 637.3, 24.1, 390.7, 145.5, 13.9
1, 17/01/2019 03:19:13, 130437, 88.3, 129, 20.5, 3464, 257.3, 38.2, 23.4, 10.4, 401.4, 330.2, 40086.3, 833.4, 24.7, 440.4, 123.3, 11.2
1, 17/01/2019 03:39:13, 130438, 76.5, 85.4, 21.5, 2065.7, 330.1, 54, 1.8, 0, 348.2, 218.5, 38279.6, 549, 16, 219.6, 173.5, 11.3
1, 17/01/2019 04:00:13, 130439, 54.5, 83.6, 16.2, 891.7, 319, 44.8, 1.2, 0, 300.4, 214.1, 75232.6, 3159, 13.6, 165.7, 146.3, 15.4
1, 17/01/2019 04:19:13, 130440, 57.5, 76.6, 15.9, 349.7, 577, 40.3, 1.2, 0, 243, 196.1, 62559.5, 4236.3, 11.9, 157.3, 137.2, 31.9
1, 17/01/2019 04:40:13, 130441, 55.4, 61.1, 14.7, 1583.7, 536, 32.3, 1.1, 0.3, 233.7, 156.3, 55388.8, 4710.5, 11.2, 177.6, 124.1, 12.7
1, 17/01/2019 05:00:13, 130442, 51.1, 55.9, 15.2, 2278, 582.8, 34.7, 1.2, 0.1, 223.8, 143.2, 51370.2, 4544.8, 7.9, 122.7, 147.1, 9.9
1, 17/01/2019 05:19:14, 130443, 54.8, 59.6, 16.7, 448.4, 565.6, 43.3, 1.2, 0, 197.7, 152.6, 50808.1, 1149, 6.9, 98.2, 153.7, 12.4
1, 17/01/2019 05:39:14, 130444, 45.8, 51.9, 14.7, 838.3, 310.5, 42.5, 1.1, 0.2, 224.1, 132.8, 12570.8, 6061, 6, 86.6, 159, 12.2
1, 17/01/2019 06:00:13, 130445, 68.4, 95.1, 19.4, 2068.8, 338.6, 50.2, 2, 0.2, 322.6, 243.4, 19914.6, 217.4, 9.1, 211.5, 151.8, 10.6
1, 17/01/2019 06:20:13, 130446, 59.2, 86.3, 16.9, 1316.1, 331.5, 46.6, 1.4, 0, 344.7, 221, 16591.8, 179.7, 8.2, 139.2, 145.2, 7.7
1, 17/01/2019 06:39:13, 130447, 54.2, 69.5, 17, 453.8, 321.3, 49.1, 1.2, 0, 232, 177.9, 14836, 160, 4.4, 63.5, 146.8, 11.1
1, 17/01/2019 07:00:13, 130448, 61.6, 77.1, 16.8, 7362.3, 345.5, 50.8, 1.2, 0.1, 293.7, 197.3, 16448.3, 169.6, 5.1, 99.5, 143, 10.5
1, 17/01/2019 07:20:13, 130449, 58, 67.8, 17, 746.1, 360.9, 60.2, 1.4, 0, 247.3, 173.6, 11767.5, 172.7, 3.6, 59.1, 155.8, 9.4
1, 17/01/2019 07:40:12, 130450, 52.2, 52, 16.4, 320.2, 371.7, 57.3, 1.3, 0, 166.2, 133.2, 11983.8, 198.4, 2.2, 21.1, 139.2, 12
1, 17/01/2019 07:59:13, 130451, 53.4, 68.5, 16.5, 1064.5, 364.2, 56.8, 1.3, 0.2, 268.4, 175.3, 16687.7, 139.4, 3.7, 54.8, 145.2, 16.5
1, 17/01/2019 08:20:13, 130452, 52.6, 90.9, 15.9, 931.8, 334.1, 56.1, 1.2, 0.1, 346.7, 232.7, 15204.3, 156, 3.9, 77.4, 123.1, 14.4
1, 17/01/2019 08:39:13, 130453, 51.7, 78, 15.6, 470.9, 383.5, 61.3, 1.2, 0, 291.8, 199.6, 11264.9, 188.7, 2.9, 43.7, 125.1, 15.6
1, 17/01/2019 09:00:13, 130454, 45.5, 94.9, 14.2, 16764.8, 313.5, 55.3, 1.1, 0, 361.5, 243, 10329.3, 140.8, 3.1, 34.4, 118.2, 14.6
1, 17/01/2019 09:20:13, 130455, 46.2, 82.4, 14.3, 7823, 364, 58.9, 1.1, 0, 312.4, 211, 16860.7, 196.3, 4.5, 74.2, 120.6, 18.7
1, 17/01/2019 09:40:13, 130456, 41.2, 68, 12.7, 722.1, 357.2, 54.2, 1, 0, 235.9, 174, 10660.8, 210.3, 4, 71.3, 125.6, 25.9
1, 17/01/2019 09:59:12, 130457, 40.8, 63.5, 12.8, 661, 325.2, 55.1, 1, 0, 314.3, 162.6, 10311.9, 154.4, 2.6, 30.8, 142.9, 9.9
1, 17/01/2019 10:20:13, 130458, 48, 68.8, 14.8, 2049.2, 340.1, 56.2, 1.2, 0, 305.4, 176.1, 15863.7, 235.2, 5.2, 90.3, 169.4, 8.1
1, 17/01/2019 10:40:13, 130459, 46.4, 59.5, 13.4, 631.2, 374.6, 54.5, 1.1, 0, 234, 152.4, 13079.7, 235.3, 3.3, 55.4, 166.4, 7.9
1, 17/01/2019 10:59:12, 130460, 44.7, 56.2, 12.4, 1622, 315.8, 38.9, 1, 0, 224.5, 144, 17795.5, 196.6, 3.7, 71.1, 151.8, 9.4
1, 17/01/2019 11:19:12, 130461, 54.2, 77.8, 14.8, 1378.1, 360.9, 71.7, 1.2, 0, 331.2, 199.1, 11069.3, 198.8, 4.8, 105.4, 160.8, 6.1
1, 17/01/2019 11:39:12, 130462, 31.7, 57.1, 10.2, 61.4, 338.4, 66.4, 0.9, 0, 304.6, 146.1, 10065.8, 226.8, 1.8, 27.3, 130.1, 5.1
1, 17/01/2019 12:00:12, 130463, 26, 54.2, 8.9, 330.6, 216.8, 36.5, 0.7, 0, 269.9, 138.7, 9916.5, 139.5, 1.3, 5.4, 130.5, 8.1
1, 17/01/2019 12:20:12, 130464, 36.8, 54.6, 11.8, 554.8, 324.5, 56.7, 1, 0.5, 261.9, 139.8, 10863.2, 182, 1.9, 21.8, 151.6, 8.8
1, 17/01/2019 12:40:11, 130465, 32.2, 45.5, 10.1, 1382.7, 262.4, 48.3, 0.8, 0, 203, 116.5, 11164, 278, 2.1, 33, 135.4, 5.8
1, 17/01/2019 13:00:11, 130466, 42, 68.8, 11.2, 757.2, 348.1, 55.7, 0.9, 0.1, 298.4, 176.1, 17070.8, 218, 6.4, 160.6, 120.8, 7.3
1, 17/01/2019 13:20:12, 130467, 44.5, 59.9, 12.3, 300.2, 405.8, 79.5, 1, 0, 285.7, 153.5, 19617, 191.4, 8.5, 215.3, 135.2, 8.4
1, 17/01/2019 13:40:12, 130468, 37.7, 53.1, 11.2, 112.2, 405.4, 79.1, 0.9, 0, 268.6, 135.9, 19052.2, 222.9, 8.7, 242.6, 134.1, 18
1, 17/01/2019 14:00:12, 130469, 36.6, 55.9, 11.3, 450.2, 460.7, 92.5, 0.9, 0, 263.6, 143, 22485.3, 156.2, 10, 277.8, 131.4, 15.2
1, 17/01/2019 14:20:12, 130470, 42.1, 51.1, 12.7, 156.5, 532.3, 94.2, 1, 0, 248.8, 130.9, 23663.5, 177.3, 8.4, 234, 141.6, 6.9
1, 17/01/2019 14:40:11, 130471, 48.7, 54.5, 15.6, 182.9, 506.9, 94.6, 1.2, 0, 229, 139.5, 24057.2, 249, 6.6, 164.8, 149.1, 7.7
1, 17/01/2019 15:00:11, 130472, 43.7, 50.5, 13.2, 136.5, 389.6, 72.5, 1.1, 0, 205.9, 129.2, 26415.6, 169.4, 4.2, 87, 159.9, 9.6
1, 17/01/2019 15:20:11, 130473, 53.2, 68.5, 15.5, 1162.1, 415.4, 74.2, 1.2, 0, 270.1, 175.2, 29005.3, 162, 6, 136.6, 172.3, 10.7
1, 17/01/2019 15:40:11, 130474, 49.1, 55.1, 15.3, 280.8, 380.7, 68.8, 1.2, 0, 294.6, 141.1, 19170.3, 205.3, 3.5, 76.2, 166.8, 12.3
