HOST, TIME, SNAP_ID, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 07/01/2019 00:00:06, 129707, 37.8, 39.9, 11.2, 828.4, 462.3, 21.3, 0.9, 0, 162.9, 102.1, 19565, 219.3, 6, 161, 111.3, 13.8
1, 07/01/2019 00:21:05, 129708, 37.5, 56, 9.7, 6673.4, 510.8, 38.3, 1, 18.2, 305.1, 143.3, 23046.5, 232.6, 10.7, 171.1, 126, 8.6
1, 07/01/2019 00:39:05, 129709, 53.5, 93.3, 14, 13721.9, 429.8, 33.1, 2.3, 33.1, 307.9, 238.9, 22147.9, 244.4, 18.8, 277.1, 114.1, 13.4
1, 07/01/2019 00:59:06, 129710, 61.3, 85.2, 14.7, 3215.3, 454.4, 37.6, 1.2, 19.1, 256.3, 218.2, 29390.4, 826.5, 17.7, 266.1, 115.8, 15.3
1, 07/01/2019 01:19:05, 129711, 53.5, 76.3, 11.9, 1648.6, 440.8, 31.9, 0.9, 11.6, 279.2, 195.3, 26322, 663.7, 17, 251.6, 99.7, 13.5
1, 07/01/2019 01:40:05, 129712, 55.9, 59.3, 11.1, 1377.3, 529.3, 38.3, 0.8, 6.8, 169.4, 151.9, 36922.4, 792.9, 14.4, 175.8, 117, 9.8
1, 07/01/2019 01:59:05, 129713, 43.3, 43.2, 10, 6994.8, 460.3, 32.6, 0.8, 0.9, 156, 110.7, 19748.1, 809.1, 11.2, 121, 102.3, 9.5
1, 07/01/2019 02:19:06, 129714, 44.1, 40.5, 10.3, 4911.9, 424.1, 23.1, 0.8, 0.1, 207.9, 103.7, 29518.2, 733.2, 12.7, 137.3, 94.5, 7
1, 07/01/2019 02:40:05, 129715, 82.8, 100.4, 15.2, 8265, 324.4, 11.6, 2.9, 4.1, 331.1, 257.1, 63817.2, 364.3, 23.7, 377.7, 50.6, 22.7
1, 07/01/2019 03:00:05, 129716, 74, 108.7, 12.9, 7449, 308.2, 8.5, 6, 14, 305.3, 278.2, 57073.9, 233.7, 21.9, 384.1, 42.4, 29.6
1, 07/01/2019 03:20:04, 129717, 46.6, 67.9, 11.1, 5077, 434.5, 15.1, 0.8, 1.9, 220.9, 173.7, 46754.8, 302.4, 17, 261.2, 80.7, 30.3
1, 07/01/2019 03:40:04, 129718, 41.5, 61.1, 11.5, 2024.3, 464.4, 18, 0.9, 0.3, 242.9, 156.4, 31056.8, 292.3, 11.5, 161, 82.7, 24
1, 07/01/2019 04:00:05, 129719, 40.1, 56.7, 10.8, 881.3, 581.3, 17.9, 0.9, 0, 183.7, 145, 58549.6, 179.7, 7.5, 85.4, 80.7, 22.4
1, 07/01/2019 04:20:05, 129720, 40.7, 50.8, 10.5, 211, 706.9, 19.9, 0.9, 0, 179.2, 130, 50155.3, 232.7, 4.6, 54.4, 101.5, 16.7
1, 07/01/2019 04:40:04, 129721, 26.6, 29.8, 6.8, 79, 538.5, 16.7, 0.6, 0, 114.9, 76.3, 50043.7, 181.2, 3.1, 20.2, 78.5, 4.4
1, 07/01/2019 04:59:05, 129722, 32, 34.3, 8.2, 1573, 571, 15.8, 0.7, 1.5, 178.3, 87.8, 25159.7, 244.6, 5, 75.2, 74.7, 8.1
1, 07/01/2019 05:20:05, 129723, 35.6, 46.9, 8.3, 1287.1, 665.6, 18.8, 0.7, 0, 229.8, 120, 56713.2, 258.1, 4.2, 65.2, 67, 5.6
1, 07/01/2019 05:40:05, 129724, 44.4, 41.4, 8.9, 953.3, 775.1, 22.2, 0.7, 0.1, 144, 105.9, 74080.3, 203.4, 3.9, 75.3, 61.6, 5.3
1, 07/01/2019 06:00:05, 129725, 66.5, 72.8, 12.6, 1220.3, 704.9, 26.1, 1.6, 5.1, 269.3, 186.4, 52873.2, 197.4, 6.2, 175.3, 63.9, 8.7
1, 07/01/2019 06:20:05, 129726, 43.9, 61.6, 8.5, 846.3, 634.7, 21.1, 0.7, 0.1, 274, 157.7, 62396.2, 247.6, 4.5, 90, 56.3, 5.4
1, 07/01/2019 06:40:04, 129727, 35.5, 47.1, 7.1, 363.8, 531.6, 21.9, 0.6, 0, 208.3, 120.7, 47557.6, 213.6, 3.5, 65, 62.9, 4.4
