HOST, TIME, SNAP_ID, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 05/01/2019 23:59:11, 129635, 33.4, 37.9, 9.6, 1396, 314.6, 19, 0.8, 0.3, 125.2, 97.1, 75710.6, 227.4, 6.3, 169.2, 67.6, 9.1
1, 06/01/2019 00:19:11, 129636, 52.2, 79, 12.2, 3079.5, 387.5, 44.4, 2.7, 14.1, 338.8, 202.1, 83370.3, 303.1, 12.7, 236.4, 106.4, 12.8
1, 06/01/2019 00:40:11, 129637, 58.6, 128.6, 11.5, 5855.7, 414.4, 35.3, 1.5, 22.3, 412.1, 329.2, 73951.4, 265, 23.8, 372.2, 70.4, 6.6
1, 06/01/2019 00:59:10, 129638, 67.9, 93, 13.4, 3003.3, 545.6, 41.3, 1.4, 19.7, 285.4, 238.1, 74570.4, 805.7, 16.6, 334.9, 80.6, 6.1
1, 06/01/2019 01:19:11, 129639, 52.1, 73.2, 10.6, 1542.3, 468.4, 14.1, 0.7, 9.3, 314.6, 187.5, 76533, 706.6, 15, 293, 47.6, 5.4
1, 06/01/2019 01:40:11, 129640, 58.6, 80.9, 11.9, 2527.8, 386.6, 13.5, 1.3, 22.1, 249.6, 207.1, 68069.8, 869.3, 16.5, 335.5, 54.9, 5.5
1, 06/01/2019 01:59:11, 129641, 57.6, 75.9, 11.7, 1372.4, 507, 25.4, 0.9, 15.5, 221.4, 194.4, 68870.5, 877.3, 14.2, 282.4, 60.7, 5.8
1, 06/01/2019 02:19:10, 129642, 66.7, 79.8, 13.9, 5141.2, 496.1, 17.5, 3.9, 11.8, 273, 204.3, 74354.6, 392.6, 16.6, 300.4, 57.1, 5.9
1, 06/01/2019 02:40:10, 129643, 90.1, 122.7, 17.6, 5758.2, 302.8, 11.1, 12.7, 17.3, 367.7, 314, 75768.4, 308, 24.6, 503.8, 55.1, 15.5
1, 06/01/2019 03:00:10, 129644, 89.4, 122.4, 17.4, 5232, 324.3, 10.7, 12.7, 13.8, 342.2, 313.4, 74215.6, 195.1, 19.7, 445.2, 51, 17.2
1, 06/01/2019 03:19:10, 129645, 80.4, 126.6, 16.1, 4826.2, 207.9, 11.3, 14.8, 24.3, 369.4, 324.2, 62192.8, 212.2, 20.3, 481.5, 32.5, 20.4
1, 06/01/2019 03:39:09, 129646, 60.3, 102.3, 13, 3478.4, 180.6, 14.9, 1.9, 22.8, 359, 261.9, 53951.8, 293.3, 19.4, 404.2, 52.5, 17.6
1, 06/01/2019 03:59:10, 129647, 41.7, 93.3, 10, 1135.6, 139.2, 14.7, 0.8, 8.3, 288.1, 238.8, 51651, 174.7, 10, 226, 47.6, 35.5
1, 06/01/2019 04:20:10, 129648, 32.8, 76.9, 9.2, 516.5, 178.9, 19.3, 0.7, 0.6, 263.6, 196.8, 57736.3, 247, 7.7, 181, 67.2, 40.3
1, 06/01/2019 04:40:09, 129649, 37.7, 52.2, 11.4, 1379.7, 160.6, 21.1, 0.9, 4.2, 211.5, 133.6, 75359.2, 247.1, 6.9, 157.3, 69.1, 9.8
1, 06/01/2019 05:00:10, 129650, 32.9, 53.7, 8.7, 1552.6, 315.5, 15.4, 0.7, 0.4, 177.9, 137.5, 65493.7, 210.8, 5.7, 138.6, 51.1, 10
1, 06/01/2019 05:20:09, 129651, 36.5, 42.8, 10.1, 525.1, 364.7, 25.3, 0.8, 0, 173.9, 109.4, 73975.6, 205.8, 4.1, 99.1, 76.8, 7.4
1, 06/01/2019 05:39:10, 129652, 35.7, 41.6, 9.9, 1845.2, 360.9, 20, 0.8, 1.7, 173.6, 106.6, 73356.5, 331.7, 5, 119, 59.6, 7.3
1, 06/01/2019 06:00:09, 129653, 56.7, 79.7, 13.9, 1761.4, 334, 34.7, 1.1, 0.1, 289.4, 204.1, 69381, 210.5, 6.8, 201.9, 76.4, 11.3
1, 06/01/2019 06:19:09, 129654, 40.9, 64.6, 10.9, 409, 307.3, 39, 0.9, 0, 257, 165.3, 70709.8, 252.2, 5.2, 117, 77.1, 8.5
1, 06/01/2019 06:40:09, 129655, 26.3, 46.3, 8.3, 230.4, 189.8, 37.5, 0.7, 0, 188.3, 118.5, 44223.7, 197.7, 4.1, 82, 76.9, 7.4
1, 06/01/2019 07:00:10, 129656, 37, 87.5, 10.2, 8913.5, 206.3, 32.1, 0.9, 0, 313.1, 224, 62377.6, 288, 8.1, 182.2, 71.2, 7.7
1, 06/01/2019 07:19:09, 129657, 37.8, 68.1, 9.8, 496.6, 456.6, 36.5, 0.8, 0, 252, 174.3, 38515.3, 268, 4.1, 84.9, 80.1, 5.8
1, 06/01/2019 07:40:09, 129658, 35.4, 72.7, 9, 796.8, 441.8, 31.5, 0.7, 0, 257.1, 186.2, 46359.3, 209.9, 4, 82.1, 64.5, 5.7
1, 06/01/2019 08:00:09, 129659, 45, 71.8, 12, 1446.8, 446.4, 35.5, 0.9, 0, 262.1, 183.8, 43188.7, 173.4, 6.6, 137.6, 70.7, 15.1
1, 06/01/2019 08:20:09, 129660, 42.1, 56.9, 10.3, 24201.4, 433.9, 33.9, 0.9, 0, 202.9, 145.8, 40120.2, 206.7, 4.3, 89.2, 70.3, 7.9
1, 06/01/2019 08:39:08, 129661, 40.7, 62.5, 10.2, 1778.1, 243, 33, 0.8, 0, 218.8, 160, 43318.7, 262.5, 4.6, 101.4, 64.3, 9.1
1, 06/01/2019 09:00:09, 129662, 29.8, 46.5, 9, 17911.6, 190.8, 36.9, 0.8, 0, 154.1, 119, 14749.3, 175.3, 4.1, 96.6, 74.6, 11.4
1, 06/01/2019 09:19:09, 129663, 25.8, 37.5, 7.1, 416.4, 203.7, 52.2, 0.7, 0, 172.9, 96, 10415.9, 245.4, 2.3, 41.3, 79.3, 6.5
1, 06/01/2019 09:40:09, 129664, 19.6, 25.5, 6.2, 740.1, 133.6, 29.3, 0.6, 0, 120.6, 65.4, 15636.7, 230.2, 3.2, 54.1, 65.8, 5.7
1, 06/01/2019 09:59:09, 129665, 24.4, 31.5, 7.6, 2261.6, 213.8, 21.6, 0.7, 0, 118.5, 80.5, 12300.9, 202.6, 3.3, 71.9, 68.2, 8.7
1, 06/01/2019 10:19:09, 129666, 20.2, 26.8, 6.3, 851.1, 143.4, 27.3, 0.6, 0, 137.6, 68.6, 9660.4, 267.4, 2.3, 42.8, 76.5, 5.3
1, 06/01/2019 10:40:08, 129667, 19.9, 27.5, 5.6, 1854.7, 150, 25.5, 0.5, 0, 168.3, 70.3, 10621.7, 316, 3, 44.8, 75, 3.2
1, 06/01/2019 11:00:09, 129668, 17, 21.4, 4.7, 2781.6, 149, 23.2, 0.4, 0, 82.6, 54.8, 14067.2, 301.8, 2.8, 39.4, 69.4, 3.4
1, 06/01/2019 11:20:09, 129669, 15.8, 23.5, 4.6, 280.9, 152.1, 27.6, 0.5, 0, 158.3, 60.1, 9907.3, 192.6, 2.7, 27.3, 79.3, 1.9
1, 06/01/2019 11:39:09, 129670, 12.8, 13, 4, 30.8, 160.7, 35.8, 0.4, 0, 47.6, 33.2, 10783.2, 243.2, 1.8, 7.5, 82.6, 1.2
1, 06/01/2019 12:00:08, 129671, 31.5, 39, 7.1, 1535.1, 376.5, 44, 0.6, 0, 206.9, 99.9, 14958.7, 242.2, 3, 79.8, 79.8, 4
1, 06/01/2019 12:20:08, 129672, 30.5, 31.8, 6.3, 156.5, 278.1, 34, 0.6, 0, 116.4, 81.5, 56781.1, 197.8, 2.1, 67.2, 76.6, 3.4
1, 06/01/2019 12:39:08, 129673, 28, 28.5, 6.5, 724.1, 203, 39.2, 0.6, 0, 149.5, 73, 10517.4, 273.1, 2.9, 75.1, 80.9, 3.1
1, 06/01/2019 12:59:08, 129674, 16.6, 19.4, 5.2, 381.7, 208.8, 39.2, 0.5, 0, 103, 49.7, 15271.5, 198, 2.2, 40.9, 76.1, 3.1
1, 06/01/2019 13:19:08, 129675, 24, 26, 6.6, 1319.3, 279.2, 41.2, 0.6, 0, 154.2, 66.6, 16266.1, 217.5, 4.1, 73.5, 74.9, 3
1, 06/01/2019 13:39:08, 129676, 17.1, 15.8, 4.4, 1261.5, 269.5, 36.9, 0.4, 0, 77.9, 40.6, 13619.5, 269.7, 3.8, 68.6, 46.3, 2.1
1, 06/01/2019 14:00:08, 129677, 13.1, 12.1, 3.5, 626.3, 192.2, 29.9, 0.3, 0, 63.3, 30.9, 10235.9, 187.9, 3, 30, 25.8, 2.3
1, 06/01/2019 14:20:08, 129678, 15.2, 13.8, 4, 1965.5, 191.6, 24.8, 0.4, 0, 89.8, 35.3, 10088.7, 300.2, 2.7, 45.6, 33.9, 1.7
1, 06/01/2019 14:40:07, 129679, 4.3, 4.8, 1.7, 26.1, 43.4, 9.8, 0.2, 0, 91.6, 12.3, 9712.4, 195, 1.1, 3.2, 18.7, 0.6
1, 06/01/2019 15:00:07, 129680, 12.8, 12.9, 3.4, 1460.6, 143.5, 10.8, 0.3, 0, 78.9, 32.9, 11079.5, 222.9, 3.1, 46.3, 21.5, 2.6
1, 06/01/2019 15:20:08, 129681, 12.8, 13.5, 3.3, 1204.9, 130.8, 11.2, 0.3, 0, 81.9, 34.7, 13996.7, 277.9, 2.8, 49.6, 22.6, 1.7
