HOST, SNAP_ID, TIME, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 126003, 12/11/2018 23:59:37, 42.4, 52.9, 10.6, 900.1, 281.7, 57.5, 0.8, 0.2, 167.2, 135.3, 15871, 385.7, 5.7, 103.7, 122.3, 8.3
1, 126004, 13/11/2018 00:19:36, 44.5, 63.7, 11.2, 13423.2, 226.1, 45.8, 0.8, 5.1, 249.5, 163, 19614.2, 380.3, 11.8, 153.7, 112.5, 10.9
1, 126005, 13/11/2018 00:39:37, 47.1, 71.6, 10.8, 1314.6, 231.8, 41.4, 0.9, 3.7, 246.3, 183.2, 15989.5, 408, 15, 146.6, 107, 11
1, 126006, 13/11/2018 00:59:37, 56.2, 85.5, 13.6, 2194.9, 271.3, 49.8, 1.1, 3.1, 319.7, 218.8, 14978.3, 977.8, 15, 155.7, 109.7, 18.4
1, 126007, 13/11/2018 01:19:36, 50.8, 84, 11, 2302.1, 239.4, 40.6, 0.9, 7.8, 339.8, 214.9, 14385.8, 626.3, 14.8, 184.4, 94.7, 7.5
1, 126008, 13/11/2018 01:39:36, 45.4, 61.4, 9.8, 1239.8, 208.3, 44.1, 0.8, 6.1, 268.1, 157.1, 12792.8, 609.9, 11.6, 124, 100.5, 4.3
1, 126009, 13/11/2018 01:59:36, 39.6, 49.3, 8.9, 969.2, 225.5, 49.1, 0.7, 3.5, 195, 126.3, 12316.3, 814.5, 9.9, 93.5, 79.8, 5.4
1, 126010, 13/11/2018 02:19:37, 44, 49.2, 8.6, 5282.9, 230.4, 41.4, 0.7, 0.1, 213.5, 126, 27526.4, 898.5, 12.5, 136.2, 72.6, 6.3
1, 126011, 13/11/2018 02:39:37, 76.4, 90.7, 13.7, 6819.7, 184.7, 35.2, 2.3, 0.9, 301.2, 232.1, 45488.3, 1027.8, 18.3, 310.9, 66.2, 7.6
1, 126012, 13/11/2018 03:00:36, 65.3, 82.1, 12.4, 3679.8, 251.5, 44.9, 2.5, 0.9, 317, 210.1, 35989.4, 330.8, 17.4, 284.8, 73.4, 9.2
1, 126013, 13/11/2018 03:19:36, 48, 61, 11.1, 2184.1, 339.8, 63.3, 0.9, 0, 272.5, 156.1, 21691.7, 385.5, 14.7, 318.6, 97.5, 10.4
1, 126014, 13/11/2018 03:39:36, 33.7, 69.5, 8.2, 1071.2, 259.7, 48.3, 0.7, 0, 240.2, 177.9, 24837.7, 379.2, 8.5, 142, 84.5, 37.5
