HOST, SNAP_ID, TIME, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 125643, 08/11/2018 00:00:02, 19.9, 35.1, 6.4, 732.9, 138, 21.7, 0.6, 0, 198.3, 89.7, 12387.7, 242, 4.4, 78.9, 64.1, 9.8
1, 125644, 08/11/2018 00:20:02, 19.8, 35.8, 6.1, 10157.9, 92, 13.4, 0.6, 2.2, 160.5, 91.6, 12318, 224.1, 5.5, 84.5, 40.2, 10.6
1, 125645, 08/11/2018 00:39:03, 40.4, 61.2, 10.4, 5420.4, 154.4, 21.3, 0.8, 5.6, 234.8, 156.7, 19397.4, 330.6, 15, 195.4, 64.3, 15.6
1, 125646, 08/11/2018 01:00:03, 50.6, 98.6, 12.8, 3934.5, 167.8, 21.1, 1, 0.4, 339, 252.3, 15789.2, 778.5, 18.9, 271.6, 54.3, 24.3
1, 125647, 08/11/2018 01:20:02, 38.8, 77.3, 9.6, 4329.9, 104.4, 14.9, 0.8, 0.5, 280.1, 197.9, 13994, 598.8, 18.3, 220, 50.6, 18
1, 125648, 08/11/2018 01:40:02, 26.1, 48.5, 7.3, 1636.8, 78.3, 9.3, 0.6, 0.5, 192.9, 124.3, 14826.5, 636.6, 13.5, 149.2, 37.2, 7
1, 125649, 08/11/2018 02:00:03, 21, 55.4, 5.1, 2384.5, 126, 16.2, 0.4, 0.3, 221.3, 141.9, 19158.4, 907.8, 12.1, 154, 23.4, 5
1, 125650, 08/11/2018 02:20:02, 33.1, 52.1, 7.1, 5440.3, 149.7, 15, 0.5, 0.1, 234.6, 133.3, 35419.5, 688.2, 15.6, 194.1, 32.9, 5.4
1, 125651, 08/11/2018 02:40:02, 53.4, 77.8, 9.2, 6902.1, 127.2, 10, 0.7, 0.3, 277.7, 199.1, 42741.2, 841, 18.8, 272.4, 33, 6
1, 125652, 08/11/2018 03:00:01, 57.6, 77.3, 10.9, 4577.9, 153, 13.6, 0.9, 1.2, 301, 198, 43018.1, 488.1, 19.2, 318.2, 38.6, 8.7
1, 125653, 08/11/2018 03:20:02, 20.5, 36.6, 5.9, 2137.4, 210.7, 18.7, 0.5, 0, 222.9, 93.7, 21612.5, 228, 9.8, 209.9, 44.3, 7.2
1, 125654, 08/11/2018 03:40:02, 22.1, 37.4, 6.7, 1377.8, 245.8, 26.3, 0.6, 0.3, 168.3, 95.7, 32202.9, 278.5, 4.5, 63.6, 65.9, 15.9
1, 125655, 08/11/2018 04:00:02, 16.5, 53.3, 5, 719.7, 222.9, 16.1, 0.5, 0, 223.1, 136.4, 41250.3, 206.9, 4, 66.5, 52.7, 24.7
1, 125656, 08/11/2018 04:20:02, 23.6, 28.4, 6.2, 187.3, 526.4, 20.6, 0.5, 0, 114.6, 72.6, 41947.8, 193.2, 2.6, 18.3, 62.4, 7.9
1, 125657, 08/11/2018 04:40:01, 24, 34, 6.2, 1559.9, 515.2, 18.4, 0.5, 0.1, 167.2, 87.2, 41226, 282.7, 3.8, 40.9, 59.7, 6.7
1, 125658, 08/11/2018 05:00:01, 17.7, 33.1, 5.6, 157.7, 232.9, 22.9, 0.5, 0, 164.7, 84.8, 41997.7, 211.9, 3, 26.4, 68.9, 6.8
1, 125659, 08/11/2018 05:20:02, 26, 48.8, 7.2, 1340.3, 265.1, 28.6, 0.6, 0.2, 233, 124.9, 45843.5, 292.9, 3.6, 52.4, 71.8, 6.8
1, 125660, 08/11/2018 05:40:01, 25.5, 40.2, 7.5, 487.2, 265.9, 31.8, 0.7, 0, 166, 103, 13119.1, 156.9, 3.7, 49.9, 80.7, 6.9
1, 125661, 08/11/2018 06:00:02, 32.1, 59.1, 8.7, 1329.4, 303.2, 36.4, 0.8, 0, 291.9, 151.2, 16210.6, 243.9, 4.2, 79.6, 84.1, 8.8
1, 125662, 08/11/2018 06:20:02, 24.5, 39.1, 7.2, 1247.5, 268.3, 26.9, 0.6, 0, 193.8, 100.1, 13404, 238.1, 4.3, 78.1, 82, 5.9
