HOST, TIME, SNAP_ID, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 20/12/2018 23:59:32, 128483, 33.3, 45.1, 9.7, 1127.6, 243.6, 50.6, 0.8, 0, 203.6, 115.4, 22779.6, 109.2, 6, 145.5, 78.3, 10
1, 21/12/2018 00:19:32, 128484, 39.6, 68.2, 11.2, 7417.7, 193.8, 41, 0.8, 12.4, 264.2, 174.6, 17041.3, 215.2, 13.6, 219.8, 93.2, 15.1
1, 21/12/2018 00:39:32, 128485, 41.3, 66.8, 11, 7950.3, 185.6, 43.8, 0.9, 14.5, 248.7, 171.1, 13685.8, 303.2, 20.3, 230.3, 93, 9.5
1, 21/12/2018 01:00:32, 128486, 53.7, 80, 14.5, 6028.1, 229.9, 40.3, 1.1, 6.6, 278.5, 204.8, 17845.1, 891.8, 22.6, 309.6, 91.8, 18
1, 21/12/2018 01:19:32, 128487, 42.9, 94.8, 10.7, 3065, 148.5, 30.9, 0.8, 2.6, 339.4, 242.6, 14355.5, 605.3, 20.8, 269.2, 80.3, 19.3
1, 21/12/2018 01:39:32, 128488, 27.8, 49.5, 8.1, 1597.7, 110.2, 22.5, 0.7, 0.1, 194.5, 126.8, 13800.3, 396.9, 14.1, 162.8, 72.2, 14.3
1, 21/12/2018 01:59:32, 128489, 34.6, 64.6, 9.2, 1423.3, 169, 35.6, 0.8, 4.9, 258.7, 165.3, 13729.6, 539.1, 15.4, 183.7, 75.2, 16.7
1, 21/12/2018 02:19:32, 128490, 55.9, 73.4, 12.6, 6872.6, 165.2, 33.2, 1.3, 4.7, 324.4, 187.9, 37974.6, 642, 19.6, 275.7, 80.3, 7.5
1, 21/12/2018 02:39:32, 128491, 84.8, 98.9, 16.4, 6595.2, 154.7, 21.8, 3.7, 4.4, 325.1, 253.1, 29250.1, 779.1, 22.6, 406.9, 74.9, 7
1, 21/12/2018 02:59:31, 128492, 58.8, 79.5, 11.4, 5428.3, 154.9, 19.1, 2.3, 7.3, 281.2, 203.6, 19480.1, 728.9, 19.2, 330.5, 50.9, 13.6
1, 21/12/2018 03:19:31, 128493, 25.6, 55.5, 7.2, 1621.5, 224, 22.9, 0.6, 0, 265.3, 142.1, 39019.3, 287.7, 13.9, 187.8, 49, 21.3
1, 21/12/2018 03:39:31, 128494, 28.9, 39.2, 8.1, 1700, 232, 28.6, 0.7, 0, 233.7, 100.4, 13210.5, 157.1, 11.3, 158.7, 55.3, 4.9
1, 21/12/2018 04:00:32, 128495, 28.3, 40.4, 8, 653.7, 272.9, 34.9, 0.7, 0, 200.4, 103.3, 47899.5, 3900.2, 7.7, 94.8, 84.7, 4.3
1, 21/12/2018 04:19:31, 128496, 30, 46.1, 7.6, 1978, 507.1, 20.1, 0.6, 0.3, 250.6, 118.1, 47796, 4753.4, 8, 119.5, 55.9, 3.7
