HOST, SNAP_ID, TIME, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 126795, 23/11/2018 23:59:50, 24.8, 34.2, 7.6, 1463.8, 138.9, 27.6, 0.6, 1.5, 154.1, 87.7, 11980.8, 408.3, 4.6, 93, 97.5, 8.5
1, 126796, 24/11/2018 00:19:51, 27.8, 50.7, 8, 6808.3, 147.9, 27.2, 0.7, 13.5, 198.3, 129.8, 15845.3, 340, 9.2, 119.7, 102.3, 12.9
1, 126797, 24/11/2018 00:39:51, 42.8, 77.9, 10.8, 13825.3, 137, 21.9, 1.2, 25.7, 273.1, 199.4, 14412.7, 485.1, 20, 264.6, 103.7, 6.5
1, 126798, 24/11/2018 00:59:51, 42, 64.4, 10.8, 1180.3, 233.7, 37.3, 0.8, 4.2, 267.7, 164.9, 19971.3, 947.1, 13, 135, 103.8, 13.3
1, 126799, 24/11/2018 01:19:51, 40, 44.5, 10.8, 3178.4, 208.5, 26.3, 0.8, 2.1, 153.6, 114, 14195.4, 905.7, 10.7, 150, 82, 8.1
1, 126800, 24/11/2018 01:39:50, 28, 28.4, 7, 1709.8, 99, 11.8, 0.6, 2, 84.6, 72.6, 12583.1, 839.2, 7.8, 106.2, 36.3, 3.6
1, 126801, 24/11/2018 01:59:50, 14.2, 16.2, 4.8, 7015.1, 120.3, 25, 0.4, 0.6, 105.1, 41.4, 11743.8, 904, 8.1, 125.5, 60.4, 3
1, 126802, 24/11/2018 02:19:50, 14, 16.6, 4.6, 680.3, 98.2, 16.5, 0.4, 0, 98.9, 42.6, 14899.3, 511.4, 6.6, 95.8, 53.8, 3.1
1, 126803, 24/11/2018 02:39:50, 13.4, 22.5, 4.4, 496.2, 152.8, 10.6, 0.4, 0, 80.4, 57.5, 15500, 299, 6, 83, 52.7, 4.7
1, 126804, 24/11/2018 02:59:50, 15.3, 19.6, 4, 994.3, 210.2, 15.2, 0.4, 0, 86.2, 50.2, 20458.1, 305.9, 5.7, 102.1, 27.4, 3.4
1, 126805, 24/11/2018 03:19:50, 10.8, 12.5, 3.5, 201, 179.3, 25.1, 0.3, 0, 100.1, 32.1, 16354.7, 288.4, 3.7, 64.2, 35, 2.8
1, 126806, 24/11/2018 03:39:50, 25.3, 28.9, 6.8, 1503.5, 280.2, 29.4, 0.6, 0.1, 105.2, 74.1, 17561.2, 363.8, 4.7, 91.2, 59.9, 4.2
1, 126807, 24/11/2018 03:59:50, 23.9, 39.5, 5.6, 1565.8, 243.9, 21.4, 0.5, 0.4, 183, 101.1, 37163.5, 6314.6, 5, 81.2, 50.3, 3.5
1, 126808, 24/11/2018 04:19:50, 15.9, 17.9, 4.4, 41.4, 328.4, 21.6, 0.4, 0, 82.7, 45.8, 26380.2, 6333.1, 3, 35.1, 58.6, 2.7
1, 126809, 24/11/2018 04:39:50, 20.6, 25.7, 5.1, 1574.9, 287.5, 15.8, 0.5, 0.1, 128.8, 65.9, 31420.2, 6213.4, 4.4, 64.8, 49.9, 2.9
1, 126810, 24/11/2018 04:59:50, 12.4, 29.2, 3.5, 213.1, 142.8, 17.1, 0.3, 0, 110.6, 74.7, 28271.6, 943.3, 3.2, 37.8, 44.7, 16
1, 126811, 24/11/2018 05:19:50, 23.5, 30.6, 6.3, 1684.6, 209, 26.4, 0.5, 0, 109.6, 78.3, 10455.7, 8179.8, 3.7, 57, 69.5, 4.8
1, 126812, 24/11/2018 05:39:49, 13.1, 17.1, 3.8, 1123.5, 96.8, 14.8, 0.4, 0.1, 118.9, 43.7, 12970.3, 327.4, 3, 39.4, 61.7, 2.3
1, 126813, 24/11/2018 05:59:50, 33.1, 48.8, 8.7, 852.1, 268.5, 35.4, 0.7, 0, 229.4, 124.8, 12586.4, 251, 4, 81.8, 75.5, 6.5
1, 126814, 24/11/2018 06:19:49, 19.7, 27.3, 6.1, 1402.9, 177.9, 24.1, 0.5, 0, 149.5, 70, 14343.9, 266.9, 4, 57.8, 73.4, 3.5
1, 126815, 24/11/2018 06:39:49, 32.5, 27.7, 8.5, 1013.6, 245.4, 42.5, 0.7, 0, 117.7, 70.9, 14464.8, 333.4, 3.1, 40, 90.5, 4.4
1, 126816, 24/11/2018 06:59:49, 52, 54.9, 14.6, 692.4, 368.9, 62, 1.1, 0, 163.7, 140.5, 10322.1, 270.2, 2.8, 45, 141.1, 9.4
1, 126817, 24/11/2018 07:19:48, 51.6, 68.3, 13.7, 855.8, 382.7, 66.5, 1.1, 0.2, 268.2, 174.9, 14223.9, 278.7, 3, 58.7, 134.9, 11.2
1, 126818, 24/11/2018 07:39:49, 50.8, 60, 14.9, 2048.7, 383.3, 51.9, 1.2, 0.4, 195.7, 153.5, 15567.9, 368.5, 3.2, 56.5, 109.5, 16.4
1, 126819, 24/11/2018 07:59:48, 37, 66.1, 11.6, 5955.7, 306.7, 45.5, 1, 0, 284.8, 169.1, 10232.8, 231.7, 2.1, 38.7, 95.2, 17.3
1, 126820, 24/11/2018 08:19:49, 32.6, 63, 10.2, 842.3, 234.1, 36.3, 0.8, 0.3, 226.6, 161.3, 11249.8, 350, 3.1, 43.6, 106.5, 12.5
1, 126821, 24/11/2018 08:39:49, 23.7, 40.7, 8.1, 207.5, 216.7, 30.7, 0.7, 0, 144.4, 104.1, 10611, 314.4, 2, 16.2, 105.8, 14.3
1, 126822, 24/11/2018 08:59:49, 26.5, 47.6, 8.4, 17824.9, 211.6, 32, 0.7, 0, 215.6, 121.9, 10410.4, 318.2, 3.7, 65.2, 97.7, 16.1
1, 126823, 24/11/2018 09:19:48, 27.9, 40.6, 9, 1270.4, 235.3, 43.2, 0.8, 0.1, 170.1, 103.9, 12544.2, 331.5, 2.9, 41.1, 112.1, 13.9
1, 126824, 24/11/2018 09:39:49, 26.4, 38.1, 8.9, 466.5, 232.6, 40.1, 0.8, 0, 122.4, 97.6, 12079.5, 311.1, 2.2, 21.8, 113.4, 14.5
1, 126825, 24/11/2018 09:59:48, 29.4, 43.2, 9.3, 1474, 232.1, 40, 0.8, 0.7, 178.5, 110.6, 11602.2, 341.7, 2.7, 37.1, 108, 14.8
1, 126826, 24/11/2018 10:19:48, 26.1, 35.3, 8.7, 227.9, 230.2, 40.9, 0.8, 0, 99.9, 90.2, 10297.5, 251.6, 1.9, 14.6, 115.5, 15.1
1, 126827, 24/11/2018 10:39:48, 27.9, 38.8, 8.2, 2292.2, 274.6, 40.4, 0.8, 0, 129.7, 99.3, 11644.1, 334.4, 2.8, 45.8, 111.4, 17.6
1, 126828, 24/11/2018 10:59:48, 20, 48.7, 6.4, 1979.1, 226.4, 43.9, 0.6, 0, 230.3, 124.6, 11521, 322.1, 1.9, 25.1, 104.1, 17.4
1, 126829, 24/11/2018 11:19:48, 23.2, 31.6, 7.4, 291.5, 226.3, 50.4, 0.7, 0, 182.3, 81, 10206.7, 329.4, 1.4, 8.2, 156.4, 4.7
1, 126830, 24/11/2018 11:39:48, 33.5, 39.9, 9.4, 1345.9, 288.9, 53.6, 0.8, 0.1, 252.9, 102.1, 14385.7, 382.8, 2.8, 45, 164.2, 3.7
1, 126831, 24/11/2018 11:59:48, 33.7, 32.2, 9, 1555.1, 310.4, 54.2, 0.8, 0, 116.5, 82.5, 14527.3, 273, 2.9, 48, 136.6, 4.3
1, 126832, 24/11/2018 12:19:48, 22.6, 26.1, 6.6, 226.1, 234.7, 48.1, 0.6, 0, 213.6, 66.7, 11546.1, 260.6, 2.2, 13.5, 111.7, 2.7
1, 126833, 24/11/2018 12:39:48, 20.5, 17.2, 6, 1683.7, 204.3, 41.4, 0.5, 0, 98.8, 44, 10460.6, 375.2, 4.2, 41.6, 93.9, 2.8
1, 126834, 24/11/2018 12:59:48, 22.5, 23.8, 6.3, 1658.3, 237.6, 40.3, 0.6, 0.1, 137.6, 61, 12549.2, 310.9, 5.4, 63.6, 76.1, 3.9
1, 126835, 24/11/2018 13:19:47, 18.6, 15.2, 5.3, 1912.8, 205.6, 37, 0.5, 0, 77.1, 38.9, 10703.6, 321.4, 4.4, 42.4, 72.2, 2.3
1, 126836, 24/11/2018 13:39:48, 16.7, 13.2, 4.9, 1269.7, 187.6, 36.2, 0.4, 0.2, 91.4, 33.7, 17242.2, 349.4, 4.1, 37.6, 71.3, 2.3
1, 126837, 24/11/2018 13:59:48, 21, 20.1, 5.6, 665.3, 317, 34.5, 0.5, 0, 106.3, 51.5, 21259.4, 250.1, 4.9, 55.4, 66.5, 3.7
1, 126838, 24/11/2018 14:20:47, 27.9, 25.6, 6.4, 1333.3, 453.2, 32.9, 0.5, 0.6, 216.1, 65.5, 20654.7, 288.7, 5.8, 70.1, 67.8, 3.7
1, 126839, 24/11/2018 14:39:47, 21.6, 16.5, 5.2, 1508.5, 411.4, 30.5, 0.5, 0, 92.8, 42.4, 20878.5, 352.4, 5.3, 55.7, 61.7, 3.5
1, 126840, 24/11/2018 14:59:47, 19.1, 13.4, 4.9, 225.1, 414.1, 31.9, 0.5, 0, 83.9, 34.4, 19527, 257.7, 4.3, 32, 63.4, 2.6
1, 126841, 24/11/2018 15:19:47, 25.1, 35.6, 6.1, 1538.1, 418.9, 29.1, 0.5, 0.1, 261.9, 91.1, 25060, 267.5, 5.4, 65.5, 58.7, 3.2
1, 126842, 24/11/2018 15:39:47, 18.5, 12.3, 4.4, 717.4, 394.7, 24.6, 0.4, 0.2, 84.5, 31.4, 21194.7, 371.3, 4.3, 35.4, 51.6, 2.1
1, 126843, 24/11/2018 15:59:48, 19.4, 16.4, 4.8, 710.7, 503, 47.8, 0.5, 0, 71, 41.9, 41050.8, 345, 6.4, 155.3, 48.6, 2.5
1, 126844, 24/11/2018 16:19:47, 19.5, 13.7, 4.6, 241.4, 632.3, 75.5, 0.4, 0, 79.1, 35.2, 32733, 320.2, 10.4, 296.3, 45.4, 1.7
1, 126845, 24/11/2018 16:39:47, 24.2, 17.5, 5.9, 1161.1, 708, 79.8, 0.5, 0, 71.6, 44.9, 29303.2, 363.7, 8.6, 233.8, 48.3, 2.5
1, 126846, 24/11/2018 16:59:47, 18.8, 17.3, 4.9, 1368.3, 437, 38.1, 0.4, 0, 116.2, 44.3, 30290, 298.8, 4, 87.5, 49.2, 3.2
1, 126847, 24/11/2018 17:19:47, 16.6, 15.6, 4.5, 428.5, 355.6, 25, 0.4, 0, 167.2, 39.9, 23652, 270.9, 2.7, 52.2, 47.2, 2.3
1, 126848, 24/11/2018 17:39:47, 21.7, 15.7, 5.3, 1754.6, 455.6, 23, 0.5, 0, 58.9, 40.1, 24990.8, 319.7, 4.3, 81.1, 43.3, 2.8
1, 126849, 24/11/2018 17:59:47, 20.6, 16.3, 5, 1534.6, 460.9, 22.5, 0.5, 0, 126.8, 41.7, 28694.2, 275.8, 4.1, 77.8, 43.2, 2.6
1, 126850, 24/11/2018 18:19:47, 18.9, 31, 4.5, 1244.7, 435.9, 20.7, 0.4, 0.1, 236.6, 79.2, 27869.1, 289, 3.3, 62.2, 39.5, 1.8
1, 126851, 24/11/2018 18:39:47, 14.9, 11.4, 3.6, 1123.8, 377.9, 19.9, 0.3, 0, 78.5, 29.1, 29331.8, 335.2, 2.9, 54.7, 38.9, 1.3
1, 126852, 24/11/2018 18:59:46, 14.8, 14.7, 3.6, 359, 399.5, 18.9, 0.4, 0, 134.1, 37.7, 23713.6, 251.1, 2.8, 54.6, 35.5, 2.4
1, 126853, 24/11/2018 19:19:46, 16.6, 11.9, 3.6, 1509, 436, 18.3, 0.3, 0, 57, 30.5, 23924.3, 277.6, 3.3, 65.1, 30.2, 1.5
