HOST, SNAP_ID, TIME, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 127299, 30/11/2018 23:59:14, 36.8, 44.3, 10.7, 594, 274.4, 56.9, 0.9, 0, 201.2, 113.5, 11292.6, 290, 4.1, 62.8, 171.3, 10.1
1, 127300, 01/12/2018 00:20:14, 37.5, 60, 9.9, 11533.1, 240, 45.4, 0.8, 8.5, 250.8, 153.7, 12606.5, 309.5, 7.9, 126.6, 147.6, 13.8
1, 127301, 01/12/2018 00:40:14, 41.7, 64.2, 10.4, 2968.1, 216.9, 43.5, 0.8, 16.6, 234.8, 164.3, 12015.2, 224.9, 14.7, 149.2, 145.4, 4.5
1, 127302, 01/12/2018 00:59:14, 42.7, 69.5, 10.8, 1043.4, 224, 44.3, 0.9, 6.2, 335.7, 177.9, 12312.2, 912.4, 11.1, 102.6, 137, 5.5
1, 127303, 01/12/2018 01:19:14, 40.3, 48.7, 10.9, 1105.8, 249, 46.3, 0.9, 2.1, 178.3, 124.8, 11867, 596.8, 10.4, 80.2, 171.2, 13.4
1, 127304, 01/12/2018 01:40:14, 29.5, 37.1, 7.9, 1286.5, 257.2, 40.3, 0.7, 0, 131.2, 94.9, 21292.1, 794.2, 10.5, 134.5, 138.5, 13.2
1, 127305, 01/12/2018 02:00:14, 36, 49.8, 8.8, 1062.3, 329.8, 67.5, 0.7, 0.5, 257.4, 127.5, 38488.1, 946.6, 13.8, 309.1, 125.9, 8.2
1, 127306, 01/12/2018 02:19:14, 40.9, 42.3, 8.8, 1430.1, 348.9, 66.2, 0.7, 0.8, 185.8, 108.4, 31220.1, 136.1, 14.8, 361.2, 117.2, 2.9
1, 127307, 01/12/2018 02:39:14, 24.7, 29.4, 7, 472, 488, 85.5, 0.6, 0, 92.4, 75.3, 23246, 189.5, 11.2, 285.3, 154.4, 1.9
1, 127308, 01/12/2018 02:59:14, 17.4, 20.8, 5.8, 212.9, 277.9, 44.6, 0.5, 0, 75.4, 53.2, 15623.9, 209.5, 5.4, 121.7, 122.8, 5.1
1, 127309, 01/12/2018 03:20:14, 21.5, 36.8, 6.8, 396.6, 212.3, 30.7, 0.6, 0, 172.5, 94.3, 22812.2, 236.1, 4.1, 74, 117.4, 17.1
1, 127310, 01/12/2018 03:40:14, 29.5, 43.2, 8.3, 668.2, 202.6, 31.2, 0.7, 0, 283, 110.5, 18685.6, 136.2, 4.9, 94.5, 133.4, 9.4
1, 127311, 01/12/2018 04:00:13, 29.6, 31.1, 8.2, 931.8, 338.2, 42.4, 0.7, 0, 147.8, 79.5, 65872.9, 173.8, 2.8, 50.9, 169.6, 2.8
1, 127312, 01/12/2018 04:19:13, 41.8, 48.4, 10.7, 552, 677.1, 39.8, 0.9, 0, 227.5, 123.9, 58898.4, 185.7, 2.8, 50.9, 153.9, 4.1
1, 127313, 01/12/2018 04:40:13, 37, 38.3, 9, 1478.4, 659.2, 30.5, 0.7, 0, 147.7, 98, 60496.6, 144.2, 3.3, 64.5, 140.1, 4.4
1, 127314, 01/12/2018 04:59:13, 26.7, 27.4, 6.2, 987, 583.4, 25, 0.6, 0, 117.7, 70, 69542.6, 170, 2.9, 51.7, 82.8, 5
1, 127315, 01/12/2018 05:19:13, 17.9, 22, 5.3, 611.5, 177.2, 26, 0.5, 0, 100.4, 56.4, 60150.6, 140.2, 3.4, 57.2, 74.6, 3.1
1, 127316, 01/12/2018 05:39:13, 20.9, 21.9, 5.6, 1346.1, 190.8, 29.6, 0.5, 0, 110, 56, 14655.7, 165.3, 3.2, 59.8, 78.6, 3.1
1, 127317, 01/12/2018 05:59:13, 28.7, 35.8, 7.8, 1551, 241.9, 31.8, 0.7, 0, 188.7, 91.6, 20065.9, 195, 3.4, 88.8, 80.2, 5
1, 127318, 01/12/2018 06:19:13, 17.1, 27, 5.5, 439.3, 165.8, 23.6, 0.5, 0, 172.5, 69.1, 14616.5, 128, 3, 61.3, 70.6, 2.8
1, 127319, 01/12/2018 06:39:13, 20.6, 28.1, 6.1, 1653.5, 204.1, 34.2, 0.5, 0, 138.4, 72.1, 19077.7, 189.8, 2.7, 57.3, 76.3, 2.9
1, 127320, 01/12/2018 07:00:13, 42.8, 52.4, 11.1, 661.3, 348.8, 66.2, 0.9, 0, 255.8, 134.2, 14719.8, 162.7, 3, 62.9, 109.2, 6.7
1, 127321, 01/12/2018 07:20:13, 56.9, 64.6, 15.2, 1456.8, 391.5, 69.2, 1.1, 0.1, 242.6, 165.5, 18677.9, 184.1, 4.4, 96.1, 134.2, 7.5
1, 127322, 01/12/2018 07:40:13, 37.5, 47.4, 11.2, 289.8, 313.3, 56, 1, 0, 229.3, 121.4, 14639.7, 136, 3.5, 66, 147.5, 11.4
1, 127323, 01/12/2018 08:00:13, 30.8, 48, 9.3, 1356.3, 255.1, 26.5, 0.8, 0.2, 154.1, 122.9, 19918.5, 216.9, 4.5, 91.7, 81.6, 15.8
1, 127324, 01/12/2018 08:20:13, 26.9, 50.5, 8.7, 1398.6, 225.4, 28, 0.8, 0, 262.8, 129.4, 15770, 195.8, 3.3, 58.5, 98.4, 13.1
1, 127325, 01/12/2018 08:39:12, 28.3, 48.4, 9.1, 29062.5, 231.3, 30, 0.8, 0, 182.4, 123.9, 11650, 151, 3.5, 70.7, 100.4, 14.9
1, 127326, 01/12/2018 08:59:12, 23.7, 38.6, 8.5, 20095.7, 221.8, 35.3, 0.8, 0, 120.3, 98.9, 10412, 169.2, 2.4, 39.6, 110, 16
1, 127327, 01/12/2018 09:19:12, 32, 48.6, 10.2, 1712, 286.5, 50, 0.8, 0, 177, 124.5, 11570.3, 195.1, 4, 78.8, 109.4, 14.7
1, 127328, 01/12/2018 09:39:12, 29.2, 41.2, 9.5, 202.8, 306.7, 55.6, 0.9, 0, 144.5, 105.6, 10647.3, 161.1, 2.9, 47.7, 116.9, 14.4
1, 127329, 01/12/2018 10:00:12, 36.3, 58.3, 10.8, 1752.9, 339.8, 48.7, 0.9, 0.2, 317, 149.1, 12418.5, 168.2, 5.2, 107.3, 104.5, 16.4
1, 127330, 01/12/2018 10:19:12, 33.1, 40.1, 10.3, 1070.7, 306.3, 50.8, 0.9, 0.1, 146, 102.7, 17842.9, 10331.1, 3.6, 66.8, 118, 15.7
1, 127331, 01/12/2018 10:39:13, 26.1, 40.5, 9, 598.2, 275.8, 52.9, 0.8, 0, 190.4, 103.8, 10473.3, 226.5, 2.5, 42.5, 115.7, 14.1
1, 127332, 01/12/2018 11:00:13, 27.8, 48.9, 8.7, 1279.2, 297.9, 49.2, 0.7, 0.3, 166.1, 125.1, 16937.5, 165.7, 3.9, 75.5, 101.8, 17.3
