HOST, SNAP_ID, TIME, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 127083, 27/11/2018 23:59:30, 32.1, 40.6, 9.5, 351.9, 267.6, 51.2, 0.8, 0, 195.4, 103.8, 18261, 514.7, 6.3, 124.3, 116.3, 8
1, 127084, 28/11/2018 00:19:30, 30.5, 61, 8, 12001.5, 212.6, 39.9, 0.7, 11.5, 318.8, 156.2, 22201.8, 245.2, 11.4, 173, 99.5, 9.3
1, 127085, 28/11/2018 00:39:30, 40.4, 75.9, 9.6, 2489.8, 200.1, 37.3, 0.7, 14.5, 264.2, 194.3, 22931.7, 244.1, 18.5, 249.4, 65.7, 8.6
1, 127086, 28/11/2018 00:59:30, 44.1, 84.9, 11.3, 3763.8, 188.8, 36.9, 0.9, 4.2, 314.9, 217.4, 19904.7, 825.3, 22.4, 310.2, 70, 18.6
1, 127087, 28/11/2018 01:19:30, 33, 63, 8.2, 2292.1, 186.4, 39.3, 0.7, 0.5, 301.5, 161.3, 17448.2, 581.3, 15.4, 208.7, 61.1, 6.2
1, 127088, 28/11/2018 01:40:29, 26.9, 74.4, 7.2, 831.2, 146.2, 30.9, 0.6, 0, 325.6, 190.6, 17244.9, 592, 11.2, 152, 64.7, 3.3
1, 127089, 28/11/2018 02:00:29, 36.1, 49.2, 9.4, 868.2, 251.7, 57.9, 0.8, 0, 168.6, 125.8, 12530.6, 646, 8.2, 125.3, 86.5, 4.4
1, 127090, 28/11/2018 02:19:30, 40.1, 51.4, 10.2, 5271.4, 273.9, 41.6, 0.8, 0, 231.3, 131.5, 30274.5, 594, 11.8, 201.7, 84, 5.4
1, 127091, 28/11/2018 02:40:29, 87.5, 106.2, 15.9, 6092.4, 189.4, 27.2, 5.8, 2.1, 378.8, 271.9, 47263.4, 691.7, 20.7, 407.3, 52.1, 6.7
1, 127092, 28/11/2018 02:59:29, 85, 113.9, 14.2, 5710.3, 218.2, 26.4, 9, 2.3, 350.7, 291.5, 56585.5, 759.8, 18.6, 352.6, 43.7, 6.2
