INSTANCE_NUMBER, SNAP_ID, T_BEG, USR_GROUP, CPU, DBTIME, PGA, OTH_WAIT, PXENQ, PXQTIME, PXQRY, PXREL, REQS, YIELDS, IOWAIT, READ, WRITE
1, 129851, 09/01/2019 00:00:28, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 753, 0, 0, 0, 0
1, 129852, 09/01/2019 00:20:07, ADW_UNLOAD_GROUP, 0, 0.1, 0.2, 0.1, 0, 0, 0, 0, 585, 1, 0, 0, 0
1, 129853, 09/01/2019 00:40:09, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 446, 0, 0, 0, 0
1, 129854, 09/01/2019 01:00:17, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 519, 0, 0, 0, 0
1, 129855, 09/01/2019 01:20:03, ADW_UNLOAD_GROUP, 0, 0.1, 0.4, 0.1, 0, 0, 0, 0, 631, 2, 0, 0, 0
1, 129856, 09/01/2019 01:40:26, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 577, 1, 0, 0, 0
1, 129857, 09/01/2019 02:00:01, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 384, 0, 0, 0, 0
1, 129858, 09/01/2019 02:20:12, ADW_UNLOAD_GROUP, 10.7, 14.4, 4082.2, 2.5, 0, 0, 28, 280, 1255, 10101, 1.2, 3093.6, 1973.1
1, 129859, 09/01/2019 02:40:09, ADW_UNLOAD_GROUP, 34.2, 40.7, 21873.2, 5.7, 0, 0, 48, 520, 1550, 55240, 0.8, 4860.4, 1125.4
1, 129860, 09/01/2019 03:00:01, ADW_UNLOAD_GROUP, 31.8, 46.3, 14422, 9.4, 0, 0, 23, 353, 941, 50939, 5.1, 4063.8, 5722.5
1, 129861, 09/01/2019 03:20:15, ADW_UNLOAD_GROUP, 7.8, 10.3, 12438.7, 1.6, 0, 0, 25, 272, 706, 2395, 0.9, 1424.3, 1978.2
1, 129862, 09/01/2019 03:40:21, ADW_UNLOAD_GROUP, 1.3, 1.5, 4352.3, 0.2, 0, 0, 9, 76, 739, 269, 0, 195.8, 33.9
1, 129863, 09/01/2019 04:00:35, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0
1, 129864, 09/01/2019 04:20:06, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0
1, 129865, 09/01/2019 04:40:03, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 192, 0, 0, 0, 0
1, 129866, 09/01/2019 05:00:07, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 384, 0, 0, 0, 0
1, 129867, 09/01/2019 05:20:05, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 406, 0, 0, 0, 0
1, 129868, 09/01/2019 05:40:15, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 211, 1, 0, 0, 0
1, 129869, 09/01/2019 06:00:06, ADW_UNLOAD_GROUP, 0, 0, 0.9, 0, 0, 0, 0, 0, 309, 0, 0, 0, 0
1, 129870, 09/01/2019 06:20:21, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 726, 0, 0, 0, 0
1, 129871, 09/01/2019 06:40:09, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 740, 0, 0, 0, 0
1, 129872, 09/01/2019 07:00:15, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 733, 0, 0, 0, 0
1, 129873, 09/01/2019 07:20:03, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 739, 0, 0, 0, 0
1, 129874, 09/01/2019 07:40:03, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 736, 1, 0, 0, 0
1, 129875, 09/01/2019 08:00:10, ADW_UNLOAD_GROUP, 0, 0.5, 1.4, 0.5, 0, 0, 0, 0, 538, 1, 0, 0, 0
1, 129876, 09/01/2019 08:20:04, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 612, 0, 0, 0, 0
1, 129877, 09/01/2019 08:40:13, ADW_UNLOAD_GROUP, 0, 0.1, 0.3, 0.1, 0, 0, 0, 0, 759, 0, 0, 0, 0
1, 129878, 09/01/2019 09:00:18, ADW_UNLOAD_GROUP, 0, 0, 0.1, 0, 0, 0, 0, 0, 744, 1, 0, 0, 0
1, 129879, 09/01/2019 09:20:10, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 791, 0, 0, 0, 0
1, 129880, 09/01/2019 09:40:40, ADW_UNLOAD_GROUP, 0, 0, 1.7, 0, 0, 0, 0, 0, 674, 2, 0, 0, 0
1, 129881, 09/01/2019 10:00:03, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 633, 0, 0, 0, 0
1, 129882, 09/01/2019 10:20:27, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 761, 1, 0, 0, 0
1, 129883, 09/01/2019 10:40:13, ADW_UNLOAD_GROUP, 0, 0.1, 0.2, 0.1, 0, 0, 0, 0, 477, 0, 0, 0, 0
1, 129884, 09/01/2019 11:00:09, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 505, 0, 0, 0, 0
1, 129885, 09/01/2019 11:20:07, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 625, 2, 0, 0, 0
1, 129886, 09/01/2019 11:40:06, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 668, 0, 0, 0, 0
1, 129887, 09/01/2019 12:00:16, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 631, 3, 0, 0, 0
1, 129888, 09/01/2019 12:20:12, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 691, 0, 0, 0, 0
1, 129889, 09/01/2019 12:40:42, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0
1, 129891, 09/01/2019 13:20:03, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 309, 1, 0, 0, 0
1, 129894, 09/01/2019 14:20:21, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 505, 0, 0, 0, 0
1, 129895, 09/01/2019 14:40:34, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 431, 0, 0, 0, 0
1, 129896, 09/01/2019 15:00:11, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0
1, 129897, 09/01/2019 15:20:03, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0
1, 129900, 09/01/2019 16:20:11, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 44, 1, 0, 0, 0
1, 129901, 09/01/2019 16:40:10, ADW_UNLOAD_GROUP, 0, 0, 0.1, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0
1, 129902, 09/01/2019 17:00:03, ADW_UNLOAD_GROUP, 23.6, 31.6, 16406.6, 5.8, 3, 0, 38, 408, 1159, 33464, 2.2, 5750.8, 2506.2
1, 129903, 09/01/2019 17:20:15, ADW_UNLOAD_GROUP, 31.1, 35.4, 17494.8, 3.8, 1, 0, 22, 232, 532, 37503, 0.5, 4019.8, 416.9
1, 129904, 09/01/2019 17:40:23, ADW_UNLOAD_GROUP, 29, 36, 13825.5, 3.9, 2, 0, 21, 244, 1091, 27303, 3.1, 2278, 4326.1
1, 129905, 09/01/2019 18:00:41, ADW_UNLOAD_GROUP, 33.3, 94.6, 15771.8, 33, 0, 0, 10, 176, 467, 93238, 28.3, 2850.3, 3760.4
1, 129906, 09/01/2019 18:20:13, ADW_UNLOAD_GROUP, 25.6, 48.4, 16199.5, 0, 0, 0, 33, 445, 498, 30318, 22.8, 3620, 3188
1, 129907, 09/01/2019 18:40:35, ADW_UNLOAD_GROUP, 4.9, 8.2, 6868.2, 1.4, 1, 0, 32, 364, 587, 1765, 1.9, 1494.5, 1805.7
1, 129908, 09/01/2019 19:00:08, ADW_UNLOAD_GROUP, 7.4, 15.1, 3369.2, 6, 8, 1.3, 9, 144, 266, 9347, 1.7, 311.9, 999
1, 129909, 09/01/2019 19:20:06, ADW_UNLOAD_GROUP, 21.1, 38, 1807.9, 2.6, 0, 0, 34, 608, 727, 20031, 14.3, 1133.6, 7116.8
1, 129910, 09/01/2019 19:40:16, ADW_UNLOAD_GROUP, 10.9, 19.2, 1758.5, 6.3, 4, 0, 92, 1552, 2212, 6224, 2, 1214.9, 4015.9
1, 129911, 09/01/2019 20:00:24, ADW_UNLOAD_GROUP, 17.3, 27.6, 2914.2, 8, 0, 0, 25, 387, 1786, 16177, 2.3, 3153.4, 3782.2
1, 129912, 09/01/2019 20:20:01, ADW_UNLOAD_GROUP, 10.4, 13.2, 10658, 1.4, 0, 0, 1, 32, 395, 6034, 1.4, 876.7, 3769
1, 129913, 09/01/2019 20:40:14, ADW_UNLOAD_GROUP, 8.5, 10.9, 6665.3, 1.2, 0, 0, 0, 0, 145, 4637, 1.2, 878.4, 3662.8
1, 129914, 09/01/2019 21:00:00, ADW_UNLOAD_GROUP, 19.4, 25.5, 11534.3, 5.7, 0, 0, 1, 16, 226, 7912, 0.4, 542.7, 650.6
1, 129915, 09/01/2019 21:20:11, ADW_UNLOAD_GROUP, 25.3, 27.5, 9225.4, 0.5, 0, 0, 6, 160, 752, 19481, 1.7, 1556.1, 3998.5
1, 129916, 09/01/2019 21:40:13, ADW_UNLOAD_GROUP, 19.8, 20.9, 6243.8, 0, 0, 0, 3, 96, 363, 8692, 1.1, 755.4, 3039.4
1, 129917, 09/01/2019 22:00:02, ADW_UNLOAD_GROUP, 17.6, 21.3, 11823.1, 2.4, 0, 0, 2, 64, 257, 6030, 1.3, 379.5, 3297.9
1, 129918, 09/01/2019 22:20:22, ADW_UNLOAD_GROUP, 14.3, 14.4, 9566.6, 0, 0, 0, 2, 40, 250, 5217, 0.1, 347.2, 124.7
1, 129919, 09/01/2019 22:40:17, ADW_UNLOAD_GROUP, 9.8, 12, 9807.6, 2.1, 0, 0, 1, 32, 253, 3404, 0.1, 518.9, 90.8
1, 129920, 09/01/2019 23:00:11, ADW_UNLOAD_GROUP, 3.1, 4.3, 3147.3, 0.9, 0, 0, 26, 204, 636, 1062, 0.3, 196, 198.1
1, 129921, 09/01/2019 23:20:19, ADW_UNLOAD_GROUP, 0.9, 1.4, 517.3, 0.4, 0, 0, 1, 32, 217, 293, 0.1, 62.8, 170.2
1, 129922, 09/01/2019 23:40:10, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 44, 1, 0, 0, 0
1, 129851, 09/01/2019 00:00:28, FP_DM_PRIOR, 11.8, 26.9, 2929.8, 7.1, 0, 0, 19, 472, 605, 11259, 8, 1128.5, 37830.4
1, 129852, 09/01/2019 00:20:07, FP_DM_PRIOR, 5.4, 11.7, 1427.3, 3, 0, 0, 25, 334, 269, 2923, 3.3, 412.6, 14217
1, 129853, 09/01/2019 00:40:09, FP_DM_PRIOR, 1.8, 4.9, 390.6, 1.8, 0, 0, 2, 64, 86, 403, 1.3, 126.5, 8910.2
