HOST, TIME, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 07/12/2018 11:59:41, 43.4, 99.3, 13.8, 658.9, 285.4, 62.5, 1.1, 0, 391.2, 254.2, 30235.8, 162.8, 6.9, 168.6, 126, 16
1, 07/12/2018 12:19:41, 44.3, 80.5, 14.8, 383.4, 248.7, 51.7, 1.2, 0, 345.1, 206.1, 21966, 150.2, 5.6, 118.6, 134, 18.3
1, 07/12/2018 12:39:41, 45.9, 84.2, 14.2, 2004.8, 261.1, 55, 1.1, 0, 364.9, 215.5, 29886.7, 225.2, 5.8, 137.6, 141.8, 14.3
1, 07/12/2018 12:59:41, 43.7, 77.9, 13.1, 420.6, 311.9, 62.2, 1, 0, 333.4, 199.5, 46832.7, 160.9, 5.2, 112.4, 165.6, 8.9
1, 07/12/2018 13:19:41, 41.7, 81.5, 13.9, 549.8, 266.8, 54.5, 1.1, 0, 312, 208.7, 38605.9, 146, 5.1, 99.2, 125.1, 15.7
1, 07/12/2018 13:39:41, 44.4, 73.5, 14.4, 356.4, 294, 65.7, 1.2, 0, 319.7, 188.2, 39291.5, 207.9, 4.7, 92.1, 161.7, 11.3
1, 07/12/2018 13:59:41, 53.5, 83.5, 17, 1054.2, 1216.2, 62.4, 1.3, 0.1, 327.7, 213.8, 43244.6, 220.1, 6.1, 123.1, 146.3, 17.2
1, 07/12/2018 14:19:41, 42.6, 80.4, 12.6, 2018.9, 761.5, 49.8, 1, 0.1, 347.9, 205.8, 18680.6, 227.2, 6.6, 143.1, 113.2, 16.4
1, 07/12/2018 14:41:41, 34.9, 63.2, 10.8, 326.9, 474.6, 55.9, 0.9, 0, 266.7, 161.9, 12370, 185.5, 4.3, 83.3, 129.8, 17.9
1, 07/12/2018 14:59:41, 32.3, 76.4, 10.1, 559.9, 646.2, 52.3, 0.9, 0, 327.1, 195.7, 12379.8, 182.1, 4.2, 42.4, 118.3, 22.4
1, 07/12/2018 15:19:41, 31.3, 69.4, 9.8, 321.1, 237.1, 51.6, 0.9, 0, 278.6, 177.5, 11648.4, 127.2, 4.1, 42.6, 119.2, 22.7
1, 07/12/2018 15:39:41, 34.4, 67.6, 10.8, 412, 246.2, 55.8, 0.9, 0, 310.4, 173.1, 11716.3, 159.4, 4.4, 42.8, 126.7, 21.3
1, 07/12/2018 15:59:40, 46.7, 64.7, 13.4, 1847.9, 323.5, 63.7, 1.1, 0.2, 233.4, 165.7, 12817.5, 263, 6.6, 95, 160, 13.1
1, 07/12/2018 16:19:40, 39.3, 76.7, 11.9, 966.3, 305.6, 58.1, 1, 0, 314.9, 196.4, 11478.3, 264, 4.7, 53.8, 142.9, 9.3
1, 07/12/2018 16:39:41, 34.5, 60, 11, 128.3, 294.6, 58.8, 0.9, 0, 255.6, 153.6, 11092.9, 181.4, 3.2, 26.9, 160.2, 8.7
1, 07/12/2018 16:59:40, 33.8, 50.9, 10.7, 160.3, 306.9, 61.1, 1, 0, 219.3, 130.3, 12130.5, 163.8, 3.2, 25.9, 172, 9.1
1, 07/12/2018 17:19:40, 41.1, 52.7, 12.2, 1452.3, 330.2, 63.3, 1, 0.5, 200.5, 135, 16753.5, 280.9, 4.5, 69.3, 176.5, 7.4
1, 07/12/2018 17:39:40, 44.1, 57.7, 12.3, 1046, 345.3, 62.9, 0.9, 0, 255.9, 147.6, 11932.3, 177.9, 4.4, 65.3, 167.2, 5.1
1, 07/12/2018 17:59:40, 34.6, 54.9, 10.1, 297.9, 303.9, 61.2, 0.9, 0, 259.8, 140.6, 10570.9, 183, 3.5, 33.7, 159.4, 4.6
1, 07/12/2018 18:19:40, 38.5, 36.3, 11.6, 531.3, 313.6, 66.3, 1, 0, 226.6, 92.9, 10512.5, 153.8, 3, 25.8, 189, 4.5
1, 07/12/2018 18:39:39, 41.5, 35.5, 11.6, 2377.1, 347.2, 63.4, 0.9, 0.4, 151.7, 90.9, 17112.5, 263.6, 4.3, 66, 164, 3.7
1, 07/12/2018 18:59:39, 51.4, 61.9, 12.6, 1028, 490.3, 55, 1, 0, 212.8, 158.4, 76234.5, 156.9, 6.3, 114.9, 137.2, 7
1, 07/12/2018 19:19:40, 44.7, 43.7, 11.5, 739.9, 401.1, 60.9, 0.9, 0, 165.4, 111.9, 10940, 148.9, 5.7, 83.2, 162, 4.8
1, 07/12/2018 19:39:40, 28.4, 37.4, 8.9, 777.8, 279.1, 56, 0.8, 0, 226.9, 95.8, 12516.4, 159.3, 3.2, 27, 154.4, 3.3
1, 07/12/2018 19:59:40, 39.9, 46.9, 12.6, 518.3, 282.3, 60.6, 1, 0.1, 155.8, 120, 13908.4, 240.2, 6.3, 127.6, 152.5, 9.1
1, 07/12/2018 20:19:39, 61.1, 83, 19.5, 1898.4, 277.3, 50.5, 1.5, 2.4, 328.6, 212.4, 18024.1, 157.8, 9.3, 224.2, 121.1, 19.1
1, 07/12/2018 20:39:40, 58.4, 65.6, 19.5, 1344.3, 246.1, 48, 1.4, 0.8, 275.8, 168.1, 13468.9, 148.9, 7.8, 192, 130.2, 20.2
1, 07/12/2018 20:59:39, 49.4, 55.5, 16.8, 1555.8, 241.5, 50.3, 1.3, 0.5, 165.2, 142.1, 20400.1, 155.7, 6.9, 155.3, 135.7, 23.2
1, 07/12/2018 21:19:40, 56.5, 65.7, 15, 953.7, 184.1, 37.6, 1.1, 0.2, 259.6, 168.2, 13179.4, 127.1, 7.7, 166, 59.9, 15.6
1, 07/12/2018 21:39:39, 52.4, 52.5, 16.1, 1274.3, 213.7, 46.3, 1.2, 0, 180.3, 134.3, 15725.6, 163.9, 7.1, 154.3, 109.6, 16
1, 07/12/2018 21:59:39, 49.9, 54.4, 16.2, 2005.4, 255.4, 47.8, 1.2, 0.3, 178.5, 139.2, 18514.4, 135, 7.5, 167.9, 124.9, 18.7
1, 07/12/2018 22:19:39, 53.3, 59.4, 16.7, 1575.3, 231.8, 46.9, 1.3, 0.2, 246.4, 152, 17169.7, 131.9, 7.2, 173.3, 117.7, 17.3
1, 07/12/2018 22:39:39, 53.9, 60.2, 15.9, 2037.6, 250.1, 45.5, 1.1, 5.6, 200.4, 154.1, 18607.6, 144.8, 8.4, 200.5, 109.6, 15.7
1, 07/12/2018 22:59:39, 69.3, 85.4, 18, 1220.1, 198.1, 42.7, 1.3, 0.4, 312.4, 218.6, 21996.3, 142.1, 8.3, 220.7, 62.6, 20
1, 07/12/2018 23:19:39, 68.1, 78.9, 19.5, 2642.8, 239.4, 47.1, 1.4, 0.5, 302.6, 201.9, 25829.2, 137.9, 9.1, 247.6, 85.9, 21.3
1, 07/12/2018 23:39:39, 39.7, 53.3, 12, 1490.7, 282.1, 46.6, 0.9, 0, 208.3, 136.3, 18180.5, 187.2, 6.6, 163.4, 104.6, 12.7
2, 07/12/2018 06:59:54, 29.5, 28.5, 7.6, 6829, 371.1, 32.7, 0.6, 0, 103.4, 72.9, 16249.4, 252, 4, 112.6, 111, 4.6
2, 07/12/2018 07:19:54, 23, 21.9, 7, 1179, 251.2, 36.9, 0.6, 0, 116.2, 56.1, 22920.1, 356.8, 2.7, 78.3, 125.3, 5.4
2, 07/12/2018 07:39:53, 24.9, 36.9, 7.1, 911.5, 259.7, 38.7, 0.6, 0, 203.5, 94.5, 13627.9, 268.5, 3.3, 85.4, 113, 4.6
2, 07/12/2018 07:59:54, 24.3, 54.9, 7.8, 72.1, 239.6, 49.4, 0.7, 0, 340.4, 140.6, 16373, 287.9, 2, 43.9, 159.1, 4.5
2, 07/12/2018 08:19:53, 21.4, 27.4, 7.3, 21776.9, 222.7, 51, 0.6, 0, 157.6, 70.2, 15986.2, 379, 2.2, 44.7, 150.9, 3.6
2, 07/12/2018 08:39:53, 24, 60.8, 7.5, 1187.5, 270.2, 51.3, 0.6, 0, 290.5, 155.5, 18615.2, 313.1, 3.6, 83.6, 132.4, 3.6
2, 07/12/2018 08:59:53, 38.7, 58.8, 11.3, 551.4, 376.2, 68.6, 0.9, 0, 302.5, 150.5, 26841.7, 260.9, 5.9, 174.3, 164.6, 7.6
2, 07/12/2018 09:19:53, 32.9, 47.8, 9.4, 279.2, 393.5, 75.9, 0.7, 0, 247.3, 122.5, 26150.7, 365.6, 6.4, 191.9, 161.6, 4.7
2, 07/12/2018 09:39:53, 28.3, 48.7, 8.7, 102.1, 382.2, 86.4, 0.7, 0, 249.7, 124.8, 20269.3, 315.5, 6.1, 195, 159.3, 4
2, 07/12/2018 09:59:53, 41.6, 62.7, 11.8, 2330, 490.6, 84.5, 0.9, 0.2, 258.6, 160.5, 26891, 282.7, 7.1, 218.5, 179.4, 7.5
2, 07/12/2018 10:19:53, 30.1, 45.6, 9, 719.7, 369.2, 75.1, 0.8, 0, 234.9, 116.6, 17634.2, 361.2, 4.1, 134.9, 148.3, 4.2
2, 07/12/2018 10:40:52, 32.7, 74, 9.3, 1024.2, 419, 72.1, 0.8, 0, 314.2, 189.3, 19468.5, 282.9, 3.6, 117.8, 164.8, 6.3
2, 07/12/2018 10:59:53, 39.6, 54.1, 10.9, 2492, 337.2, 67.8, 0.9, 0, 257.6, 138.4, 34902.5, 311.4, 3.3, 96.1, 180.9, 6.7
2, 07/12/2018 11:19:53, 35.5, 57.5, 10.3, 3493.6, 356.6, 65.4, 0.9, 0, 260.3, 147.2, 17290.4, 387.6, 3.9, 109.9, 160.5, 5.8
2, 07/12/2018 11:39:53, 34.3, 42, 11, 2784.5, 316.6, 66.7, 0.8, 0, 273.2, 107.6, 16277.5, 302, 2.2, 54.7, 184, 5
2, 07/12/2018 11:59:53, 33.5, 57.1, 10.6, 1894.8, 308, 64.8, 0.8, 0, 308.7, 146.2, 16098.1, 315.7, 1.9, 47.4, 178, 4
2, 07/12/2018 12:19:53, 30.4, 45.4, 10.3, 1869.5, 278.1, 63.8, 0.8, 0, 243.3, 116.2, 15982.7, 383.3, 1.1, 36.1, 174.4, 3.9
2, 07/12/2018 12:39:52, 36.2, 60.2, 10.6, 1246.9, 322.4, 61.5, 0.8, 0, 309.9, 154, 21786.4, 348.9, 4.1, 115.3, 154.7, 4.5
2, 07/12/2018 12:59:52, 32.2, 59.3, 10.3, 1892.4, 291.9, 62.4, 0.8, 0, 286.4, 151.8, 20410.7, 276.3, 2.8, 82.4, 169.9, 5.5
2, 07/12/2018 13:19:52, 32.2, 51.2, 10.2, 1262.5, 308.9, 67, 0.8, 0, 261.3, 131.1, 16171.3, 354.2, 1.7, 52.7, 170.6, 3.8
2, 07/12/2018 13:39:52, 30.5, 52.5, 10, 1117.3, 303.4, 67.9, 0.8, 0, 290.2, 134.3, 16128.8, 313.9, 1.4, 38, 171.5, 3.7
2, 07/12/2018 13:59:52, 36.7, 55.1, 11.3, 1089.9, 325.1, 68.7, 0.9, 0, 275.3, 141, 25086, 265, 2.6, 62.9, 190.6, 5.2
2, 07/12/2018 14:19:53, 43.8, 69.2, 13, 2380.7, 362.3, 70.5, 1, 0, 341.6, 177.2, 20329.4, 365.5, 3.9, 98.5, 195.2, 5.4
2, 07/12/2018 14:41:52, 42.2, 57.2, 12.1, 2456.5, 310.7, 61.6, 0.9, 0, 259.2, 146.5, 16185.8, 392.4, 2.6, 52.2, 184.3, 12.1
2, 07/12/2018 14:59:52, 42.4, 69.3, 11.7, 3008.2, 265.5, 60, 0.9, 0, 302.9, 177.4, 16350.4, 280.4, 1.2, 35.9, 172.4, 11
2, 07/12/2018 15:19:51, 38.8, 68.9, 11.6, 1383.3, 275.2, 60.7, 0.9, 0, 325.3, 176.3, 16562, 369.1, 1.8, 56.3, 185.7, 14.1
2, 07/12/2018 15:39:52, 33.8, 56.9, 10.9, 1530.4, 269.7, 58.3, 0.8, 0, 303.4, 145.6, 16277.7, 299.2, 2.1, 63.3, 180.3, 14.2
2, 07/12/2018 15:59:52, 44.1, 63.5, 13.2, 1733.2, 309.3, 59.5, 1, 0, 305.8, 162.5, 24750.6, 330.6, 4.9, 136, 191.4, 13
2, 07/12/2018 16:19:52, 39.7, 78.4, 12.4, 643.1, 281.4, 58.4, 0.9, 0, 321.6, 200.6, 21294.1, 355.4, 4.5, 107.2, 188.7, 12.6
2, 07/12/2018 16:39:52, 44.8, 69.3, 13.5, 728.4, 303.2, 60.4, 1, 0, 296.2, 177.3, 16688.2, 309.2, 3.2, 84.5, 201.1, 13.4
2, 07/12/2018 16:59:51, 48.1, 61, 12.5, 654.6, 310.1, 63.9, 0.9, 0, 281.2, 156.1, 13537.1, 280, 5.1, 128.8, 181.6, 6.1
2, 07/12/2018 17:19:51, 40, 43.3, 11.5, 412.1, 354.1, 75.2, 0.9, 0, 192.2, 110.8, 15552.7, 397.1, 4.2, 98.8, 166.3, 4.8
2, 07/12/2018 17:39:52, 30.2, 37.9, 9.7, 613.6, 340.5, 72.5, 0.7, 0, 232.9, 97, 12710.3, 323.6, 2.5, 61.7, 147.1, 3.6
2, 07/12/2018 17:59:51, 24.4, 36.7, 8.2, 674.4, 333, 77.7, 0.7, 0, 199.3, 94, 12205.4, 262.5, 2.2, 69.8, 130.3, 3.2
2, 07/12/2018 18:19:51, 23.3, 19.9, 8.2, 88.7, 329.5, 79.1, 0.7, 0, 163.4, 51, 11973.6, 356.9, 1.3, 37.1, 114.7, 3.2
2, 07/12/2018 18:39:52, 24.6, 20.6, 8.4, 996.7, 331.8, 75.9, 0.6, 0, 116.9, 52.6, 14597.4, 316.5, 2.6, 69.4, 94.6, 3.6
2, 07/12/2018 18:59:51, 21.3, 30.8, 6.9, 3482, 308.3, 70.5, 0.6, 0, 184.5, 79, 19907.1, 276.5, 3.6, 99.9, 94.3, 5.2
2, 07/12/2018 19:19:51, 19.5, 16.4, 6.3, 192.9, 329.7, 71.5, 0.5, 0, 79.4, 42, 17648, 360.5, 2.7, 79.9, 85, 2.8
2, 07/12/2018 19:39:51, 14.8, 21.7, 4.9, 115.7, 201.8, 42.3, 0.5, 0, 157.9, 55.6, 17503.4, 274.2, 2, 61.1, 63.8, 2.8
2, 07/12/2018 19:59:50, 26.9, 35.2, 8.9, 6288.4, 218, 44.7, 0.7, 0, 152.1, 90.1, 32422.6, 375.9, 5.9, 130.4, 90.4, 7.4
2, 07/12/2018 20:19:51, 32.5, 53.1, 9.8, 2776.7, 284.3, 47.1, 0.8, 1.4, 232.6, 135.9, 19431.8, 516.6, 7.7, 187.5, 75.5, 7.7
2, 07/12/2018 20:39:51, 17.6, 19.1, 5.4, 219.8, 228.1, 40.3, 0.5, 0, 135.6, 48.8, 21601.5, 301.5, 3.5, 71.2, 58, 3.9
2, 07/12/2018 20:59:51, 28.3, 34.9, 7.9, 1342.9, 350.3, 36.6, 0.6, 0.8, 149.2, 89.2, 44588.1, 379.6, 5.8, 166.2, 69.8, 11.7
2, 07/12/2018 21:19:50, 35.8, 49.5, 9.1, 1537.5, 341.5, 34.4, 0.7, 0.3, 217.6, 126.8, 31400.6, 390.2, 6.7, 202.2, 57.4, 7.2
2, 07/12/2018 21:39:51, 27.9, 29.4, 7.1, 328.9, 272.4, 30.7, 0.6, 0, 123.7, 75.3, 34660.8, 301.1, 4.7, 141, 60.5, 5.5
2, 07/12/2018 21:59:51, 32.3, 35.7, 7.8, 2246.5, 221, 35.9, 0.6, 3.4, 187.7, 91.5, 48920.3, 406.2, 6.2, 184.2, 57.1, 5.3
2, 07/12/2018 22:19:50, 19.7, 21, 4.9, 367.4, 102.8, 20.1, 0.4, 0, 108.1, 53.8, 36895.7, 374.9, 5.9, 157.3, 27.2, 4.1
2, 07/12/2018 22:39:50, 19.4, 18.6, 5, 2340.5, 207.6, 26.4, 0.4, 0.5, 106.5, 47.6, 28905.7, 424.6, 5.7, 169.4, 39.4, 3.1
2, 07/12/2018 22:59:50, 16.1, 20.5, 4.6, 305.7, 175.5, 32.2, 0.4, 0, 110, 52.4, 34383.3, 283.9, 4.1, 117, 61.7, 2.2
2, 07/12/2018 23:19:50, 20.1, 24.2, 5.8, 1907.5, 187, 33.3, 0.5, 0.8, 151.9, 61.8, 28277.6, 488.3, 5.6, 159, 65.2, 3.3
2, 07/12/2018 23:39:50, 15.2, 18.8, 4.5, 342.3, 176.2, 24.2, 0.4, 0, 126.2, 48.2, 31469, 314.9, 4.6, 116.7, 50.9, 2.5
3, 07/12/2018 07:00:04, 68, 93.4, 12.7, 17863.9, 534.5, 10.3, 2.2, 18.3, 280.1, 239, 90295.6, 98.9, 29.7, 751.7, 7.2, 12.1
3, 07/12/2018 07:20:04, 49.5, 69, 9.1, 3138.2, 334.5, 9.9, 0.6, 10.9, 217.5, 176.7, 60855.7, 61.1, 25.9, 632, 7.6, 12.7
3, 07/12/2018 07:40:04, 78.2, 109.8, 13.7, 8146.7, 514.3, 8.5, 3.9, 9.2, 350.8, 281.1, 95688.1, 146.4, 28.6, 767.6, 6.7, 15.8
3, 07/12/2018 08:00:04, 64.5, 99.1, 12.3, 40514.6, 740.5, 11.5, 2.3, 8.9, 387.2, 253.7, 74622.5, 110.8, 31.2, 768.8, 5.9, 14.9
3, 07/12/2018 08:20:04, 67.6, 97.6, 13.4, 7522.9, 445.6, 13.8, 1.2, 10.4, 295.9, 249.9, 59215.1, 257.5, 29.5, 712.5, 7.6, 13.6
3, 07/12/2018 08:39:04, 43.6, 77.3, 8, 21263.5, 328.4, 10.4, 0.6, 13.1, 229.9, 197.9, 51760.5, 244, 23, 536, 5.6, 9.1
3, 07/12/2018 09:00:04, 44.4, 106.8, 7.2, 23854.1, 250.6, 7.9, 2.2, 51.5, 385.4, 273.4, 83643.5, 135.9, 28.3, 665.7, 5.6, 8.1
3, 07/12/2018 09:20:04, 55.5, 170.3, 10.4, 7765.8, 264.7, 6.6, 10.7, 75.2, 624.7, 435.9, 100039.6, 206.7, 39.6, 982.4, 5.1, 9.4
3, 07/12/2018 09:40:03, 55, 171.7, 10.1, 7445, 236.3, 7.7, 8.4, 80.2, 527.4, 439.6, 101241.9, 183.1, 47.2, 1274.6, 4.7, 9.7
3, 07/12/2018 10:00:04, 51.8, 145, 8.9, 4295.3, 188, 9.5, 5.1, 60.4, 417.3, 371.1, 94319.6, 91.9, 42.5, 1247.3, 5, 9.1
3, 07/12/2018 10:20:03, 50.6, 144.7, 10, 4673.9, 208.2, 7.9, 3.8, 54.7, 437.8, 370.4, 117294.4, 171.9, 47.7, 1189.2, 5.1, 10.6
3, 07/12/2018 10:40:04, 54.6, 140.7, 10.3, 5992.6, 212.7, 3.7, 2.5, 30.8, 479.7, 360.2, 133892.7, 114.1, 44.5, 1140.5, 6, 13.7
3, 07/12/2018 11:00:03, 64.4, 124.2, 11.9, 16662.2, 478.1, 24.6, 3.4, 26.8, 381.7, 317.9, 88148.8, 84, 43.5, 1206, 5.2, 14.9
3, 07/12/2018 11:20:04, 48.5, 95.8, 9.5, 3927.4, 332.8, 18.3, 0.6, 13, 292.4, 245.3, 63545.5, 110.1, 41.4, 1216.6, 6.7, 12.7
3, 07/12/2018 11:40:03, 52.7, 94.3, 9.7, 4296.6, 365.3, 9.6, 0.6, 16.7, 334.4, 241.4, 65197, 254.1, 38.4, 962.9, 5.6, 12.1
3, 07/12/2018 12:00:03, 56.8, 131.1, 10.2, 26004.6, 416.1, 19.9, 3, 40.9, 422.2, 335.7, 100221.3, 177.7, 42.6, 942.2, 5, 12.9
3, 07/12/2018 12:20:08, 59.8, 125.2, 10.4, 9945.6, 282.1, 9.9, 3.1, 37.8, 434.3, 320.6, 88723.8, 400.1, 43.2, 866, 6.8, 11.1
3, 07/12/2018 12:40:08, 49.4, 102.4, 9.1, 10392.2, 525.1, 5.5, 0.7, 19.8, 312.7, 262.1, 115245.1, 212.4, 38.3, 803.6, 3.4, 13.9
3, 07/12/2018 13:00:08, 64.6, 128.4, 10.6, 29290.5, 430.8, 9.2, 2.7, 27.2, 411.8, 328.6, 106280.2, 118.7, 41.4, 1016.6, 1.2, 13.4
3, 07/12/2018 13:20:08, 69.7, 111, 12.8, 6471, 575, 7.8, 1.2, 6.6, 373.1, 284.1, 86611.8, 105.4, 36.6, 954, 0.8, 16.3
3, 07/12/2018 13:40:03, 50.1, 78, 9.1, 3526, 364.1, 9.1, 0.6, 0.2, 295.2, 199.8, 73376.8, 111.8, 32.2, 818.7, 0.6, 12.7
3, 07/12/2018 14:00:03, 54.1, 82.4, 11.1, 26846.3, 300.1, 6.1, 0.7, 1, 270.8, 210.9, 78967.5, 180.4, 30.8, 775, 1.3, 13.2
3, 07/12/2018 14:20:02, 62.2, 90.2, 11.7, 7334.9, 385.1, 4.5, 1.1, 5.7, 285.2, 230.8, 92420.2, 422.9, 28.8, 701.7, 6.5, 11.3
3, 07/12/2018 14:40:03, 62.3, 106.1, 12.5, 22378.5, 300.9, 10.2, 0.9, 18.5, 307.1, 271.6, 151599.5, 573.2, 30.5, 788.7, 3.2, 15
3, 07/12/2018 15:00:02, 52, 79.1, 10.8, 12901.2, 202.1, 10.7, 0.7, 5.1, 265.3, 202.4, 88603.2, 601.3, 27.9, 780.9, 1.5, 13.1
3, 07/12/2018 15:20:02, 45.8, 76.1, 8.6, 2032.4, 239.9, 9.7, 0.5, 9.8, 212.1, 194.9, 113314.7, 691.7, 26.1, 701, 1.2, 13.2
3, 07/12/2018 15:40:02, 55, 81.6, 8.8, 5100.2, 202.7, 23.7, 0.5, 5.9, 227.7, 208.9, 88967.6, 661.5, 24.2, 658.9, 0.8, 12.6
3, 07/12/2018 16:00:02, 61, 91.7, 10.5, 23431, 337.9, 6.2, 1.6, 8.8, 319.1, 234.8, 101346.9, 675.2, 26.6, 783.2, 0.6, 11.7
3, 07/12/2018 16:20:02, 50.4, 101, 10.3, 6091.9, 226.1, 3.1, 0.7, 15.3, 308.6, 258.6, 98449.2, 516.5, 29, 824.1, 1.4, 13.2
3, 07/12/2018 16:40:02, 52.1, 95.2, 11.3, 6477.9, 103, 4.8, 0.7, 8.8, 280.6, 243.6, 88854, 784, 29.2, 814.3, 2.7, 13.7
3, 07/12/2018 17:00:02, 49.6, 82.3, 9.4, 14986.5, 117.1, 4, 0.7, 9.7, 242.9, 210.6, 122573.7, 887.6, 27.4, 757.3, 1.3, 10.1
3, 07/12/2018 17:20:02, 53.3, 79.3, 9.8, 4436.9, 251.3, 2.5, 0.8, 3, 284.9, 203, 90985.4, 728.5, 26.9, 706.4, 1, 10.2
3, 07/12/2018 17:41:02, 40.5, 69.6, 8.7, 4260.3, 117, 2.3, 0.6, 0.6, 360.6, 178.1, 74638.3, 726.8, 19.9, 513, 0.9, 10.9
3, 07/12/2018 18:00:02, 55.2, 91.5, 11.1, 32178.9, 283.5, 4.9, 1, 3.4, 312.3, 234.2, 106602.3, 542.7, 24.1, 618.3, 1.7, 13.8
3, 07/12/2018 18:20:02, 47.6, 69.1, 10.4, 1607, 129.6, 4, 0.7, 2.3, 236.1, 176.9, 66803.9, 1139.9, 21.3, 529.1, 1.8, 12.9
3, 07/12/2018 18:40:02, 34.7, 56.6, 8.5, 1913.2, 201.3, 5.5, 0.6, 0, 332.2, 144.8, 62059.3, 1087.2, 20, 494, 1.3, 11.3
3, 07/12/2018 19:00:01, 29.7, 51.8, 6.5, 15897.5, 116.5, 1.3, 0.5, 0.1, 228.2, 132.7, 103234.1, 1010.7, 18.9, 478.9, 1.8, 9.1
3, 07/12/2018 19:20:01, 43.6, 72.9, 10.6, 7384.7, 248, 3.9, 0.7, 0.1, 326.7, 186.6, 69831.7, 1269.6, 24.9, 589.5, 1.6, 14
3, 07/12/2018 19:40:01, 34.5, 67.3, 8.5, 14634.8, 103.1, 4.6, 0.6, 0, 230.2, 172.3, 62636.7, 411.1, 24.3, 570, 0.9, 15.2
3, 07/12/2018 20:00:01, 28.7, 56, 6.6, 28285.6, 82.2, 4.1, 0.5, 0, 267.4, 143.3, 62687.8, 302.9, 20, 532.2, 1.3, 12.5
3, 07/12/2018 20:20:01, 30.1, 51.5, 6.6, 5923.9, 142.2, 5.3, 0.5, 0, 193.9, 131.9, 80536, 994.6, 20.7, 502.2, 2.2, 11.2
3, 07/12/2018 20:40:02, 33.3, 54.9, 7, 8443.8, 120.5, 5.6, 0.5, 0, 175.6, 140.5, 62004.9, 1046.1, 26.8, 634.5, 2.1, 11.1
3, 07/12/2018 21:00:02, 40.2, 57.8, 7.8, 25144.6, 265.2, 7.1, 0.5, 0.3, 197.1, 148, 60487.1, 115.8, 19.3, 525.7, 1.3, 12.7
