INSTANCE_NUMBER, SNAP_ID, T_BEG, USR_GROUP, CPU, DBTIME, PGA, OTH_WAIT, PXENQ, PXQTIME, PXQRY, PXREL, REQS, YIELDS, IOWAIT, READ, WRITE
1, 131723, 04/02/2019 00:00:20, ADW_UNLOAD_GROUP, 7.9, 8.9, 5100.6, 0.8, 0, 0, 0, 0, 496, 3102, 0.2, 251, 249.3
1, 131724, 04/02/2019 00:20:33, ADW_UNLOAD_GROUP, 6, 7.3, 3889.7, 1.1, 0, 0, 0, 0, 557, 2292, 0.2, 224.3, 113.5
1, 131725, 04/02/2019 00:40:40, ADW_UNLOAD_GROUP, 0.4, 0.7, 45.4, 0.2, 0, 0, 2, 64, 493, 104, 0.1, 20.1, 139.9
1, 131726, 04/02/2019 01:00:08, ADW_UNLOAD_GROUP, 5.6, 14, 938.4, 6, 0, 0, 29, 260, 1418, 2271, 2.4, 3589.5, 4996.4
1, 131727, 04/02/2019 01:20:27, ADW_UNLOAD_GROUP, 3, 5.2, 403.9, 0, 0, 0, 13, 116, 771, 1241, 2.2, 1029.7, 5746.9
1, 131728, 04/02/2019 01:40:30, ADW_UNLOAD_GROUP, 1.3, 4.8, 655.6, 2.2, 0, 0, 0, 0, 441, 437, 1.3, 108.1, 3722.2
1, 131729, 04/02/2019 02:00:12, ADW_UNLOAD_GROUP, 0.8, 2.6, 2040.6, 1.3, 0, 0, 2, 24, 55, 253, 0.5, 41.7, 1158.1
1, 131730, 04/02/2019 02:20:13, ADW_UNLOAD_GROUP, 8.7, 11.2, 2576.4, 1.6, 0, 0, 28, 280, 928, 8524, 0.9, 2958.9, 1249.5
1, 131731, 04/02/2019 02:40:09, ADW_UNLOAD_GROUP, 31.1, 39.1, 15918, 6.4, 0, 0, 45, 460, 1054, 42360, 1.6, 4972.9, 1638.8
1, 131732, 04/02/2019 03:00:23, ADW_UNLOAD_GROUP, 25.2, 32.8, 9242.5, 5.9, 0, 0, 31, 477, 1401, 36740, 1.7, 3860.1, 2448
1, 131733, 04/02/2019 03:20:06, ADW_UNLOAD_GROUP, 6.3, 8.8, 12472.8, 1.7, 1, 0, 19, 188, 470, 2158, 0.8, 1396.2, 1845.3
1, 131734, 04/02/2019 03:40:19, ADW_UNLOAD_GROUP, 1.7, 2.1, 6502.6, 0.4, 0, 0, 9, 64, 390, 365, 0, 277.7, 28.8
1, 131735, 04/02/2019 04:00:35, ADW_UNLOAD_GROUP, 0.1, 0.2, 605.9, 0.1, 0, 0, 1, 16, 520, 19, 0, 5.7, 0
1, 131736, 04/02/2019 04:20:48, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 692, 0, 0, 0, 0
1, 131737, 04/02/2019 04:40:01, ADW_UNLOAD_GROUP, 0, 0.1, 0.3, 0.1, 0, 0, 0, 0, 758, 1, 0, 0, 0
1, 131738, 04/02/2019 05:00:18, ADW_UNLOAD_GROUP, 0, 0.1, 0.2, 0.1, 0, 0, 0, 0, 444, 0, 0, 0, 0
1, 131739, 04/02/2019 05:20:07, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 717, 0, 0, 0, 0
1, 131740, 04/02/2019 05:40:08, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 743, 0, 0, 0, 0
1, 131741, 04/02/2019 06:00:17, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 703, 0, 0, 0, 0
1, 131742, 04/02/2019 06:20:19, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 732, 1, 0, 0, 0
1, 131743, 04/02/2019 06:40:34, ADW_UNLOAD_GROUP, 0, 0, 0.1, 0, 0, 0, 0, 0, 566, 1, 0, 0, 0
1, 131744, 04/02/2019 07:00:05, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 712, 0, 0, 0, 0
1, 131745, 04/02/2019 07:20:15, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 369, 0, 0, 0, 0
1, 131746, 04/02/2019 07:40:24, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 689, 0, 0, 0, 0
1, 131747, 04/02/2019 08:00:07, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0
1, 131749, 04/02/2019 08:40:28, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 373, 0, 0, 0, 0
1, 131750, 04/02/2019 09:00:06, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 329, 0, 0, 0, 0
1, 131751, 04/02/2019 09:20:03, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 543, 0, 0, 0, 0
1, 131752, 04/02/2019 09:40:20, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 527, 0, 0, 0, 0
1, 131753, 04/02/2019 10:00:04, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 548, 0, 0, 0, 0
1, 131754, 04/02/2019 10:20:06, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 595, 0, 0, 0, 0
1, 131755, 04/02/2019 10:40:02, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 547, 0, 0, 0, 0
1, 131756, 04/02/2019 11:00:23, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 686, 0, 0, 0, 0
1, 131757, 04/02/2019 11:20:07, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 616, 0, 0, 0, 0
1, 131758, 04/02/2019 11:40:27, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 464, 0, 0, 0, 0
1, 131759, 04/02/2019 12:00:05, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 373, 0, 0, 0, 0
1, 131760, 04/02/2019 12:20:01, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 566, 0, 0, 0, 0
1, 131761, 04/02/2019 12:40:06, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 731, 0, 0, 0, 0
1, 131762, 04/02/2019 13:00:12, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 665, 0, 0, 0, 0
1, 131763, 04/02/2019 13:20:17, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 507, 1, 0, 0, 0
1, 131764, 04/02/2019 13:40:08, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 220, 0, 0, 0, 0
1, 131765, 04/02/2019 14:00:03, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 486, 0, 0, 0, 0
1, 131766, 04/02/2019 14:20:14, ADW_UNLOAD_GROUP, 0, 0, 0.1, 0, 0, 0, 0, 0, 267, 0, 0, 0, 0
1, 131767, 04/02/2019 14:40:26, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 540, 0, 0, 0, 0
1, 131768, 04/02/2019 15:00:03, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 686, 1, 0, 0, 0
1, 131769, 04/02/2019 15:20:09, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 648, 1, 0, 0, 0
1, 131770, 04/02/2019 15:40:09, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 542, 1, 0, 0, 0
1, 131771, 04/02/2019 16:00:19, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 209, 0, 0, 0, 0
1, 131772, 04/02/2019 16:20:04, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 239, 1, 0, 0, 0
1, 131773, 04/02/2019 16:40:01, ADW_UNLOAD_GROUP, 0, 0.7, 35.2, 0.7, 0, 0, 0, 0, 207, 0, 0, 0, 0.1
1, 131775, 04/02/2019 17:20:22, ADW_UNLOAD_GROUP, 27.5, 33.9, 11695.9, 5.8, 6, 0, 28, 332, 928, 34589, 0.6, 4387.4, 632.7
1, 131776, 04/02/2019 17:40:09, ADW_UNLOAD_GROUP, 26.5, 39.4, 12089.1, 11.5, 3, 0, 32, 356, 1247, 37427, 1.4, 2496.4, 1448.2
1, 131777, 04/02/2019 18:00:19, ADW_UNLOAD_GROUP, 16.7, 32.2, 8947.8, 3.4, 7, 0, 47, 713, 1206, 15627, 12.1, 6649.3, 6670.6
1, 131778, 04/02/2019 18:20:14, ADW_UNLOAD_GROUP, 20.7, 37.7, 8666, 5.3, 1, 0, 51, 780, 1490, 23238, 11.7, 1753.7, 5161.3
1, 131779, 04/02/2019 18:40:14, ADW_UNLOAD_GROUP, 12.8, 21.3, 7536.7, 0.4, 1, 0, 111, 1776, 2678, 7536, 8.1, 2198.6, 4248.6
1, 131780, 04/02/2019 19:00:04, ADW_UNLOAD_GROUP, 4.1, 6.4, 1299.6, 2.3, 1, 0, 7, 144, 433, 2112, 0, 276.2, 7.1
1, 131781, 04/02/2019 19:20:07, ADW_UNLOAD_GROUP, 0, 0, 0.1, 0, 0, 0, 0, 0, 332, 1, 0, 0, 0
1, 131782, 04/02/2019 19:40:17, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 507, 0, 0, 0, 0
1, 131783, 04/02/2019 20:00:15, ADW_UNLOAD_GROUP, 13.3, 19.3, 2603.1, 4.5, 0, 0, 10, 104, 2035, 9728, 1.5, 1248.1, 2328.2
1, 131784, 04/02/2019 20:20:11, ADW_UNLOAD_GROUP, 9.7, 17.3, 4647.8, 6.3, 0, 0, 0, 0, 675, 6558, 1.3, 818, 3788.1
1, 131785, 04/02/2019 20:40:06, ADW_UNLOAD_GROUP, 8, 12.8, 5744.3, 3.3, 0, 0, 1, 32, 807, 4747, 1.5, 904.5, 4416.5
1, 131786, 04/02/2019 21:00:06, ADW_UNLOAD_GROUP, 21.4, 25.8, 12325.6, 4.1, 0, 0, 0, 0, 757, 10581, 0.3, 584.2, 571.3
1, 131787, 04/02/2019 21:20:14, ADW_UNLOAD_GROUP, 26.8, 29.7, 10917.9, 1.6, 0, 0, 5, 128, 1196, 23628, 1.3, 1478.1, 2871.8
1, 131788, 04/02/2019 21:40:03, ADW_UNLOAD_GROUP, 21.7, 23.4, 6139, 0.3, 0, 0, 5, 144, 802, 12330, 1.4, 648.3, 3572.5
1, 131789, 04/02/2019 22:00:08, ADW_UNLOAD_GROUP, 16.6, 19.5, 6953.7, 1.2, 0, 0, 1, 32, 781, 6842, 1.7, 471.5, 4052.9
1, 131790, 04/02/2019 22:20:13, ADW_UNLOAD_GROUP, 17.3, 17.5, 10727.7, 0.1, 0, 0, 1, 32, 793, 6655, 0.1, 373.4, 313.5
1, 131791, 04/02/2019 22:40:10, ADW_UNLOAD_GROUP, 12, 12.7, 8182.3, 0.6, 0, 0, 3, 72, 879, 4811, 0.1, 399.1, 72.1
1, 131792, 04/02/2019 23:00:04, ADW_UNLOAD_GROUP, 8.5, 10.2, 9816.3, 1.5, 0, 0, 25, 172, 1060, 2838, 0.2, 362.9, 216.7
1, 131793, 04/02/2019 23:20:12, ADW_UNLOAD_GROUP, 7.5, 8.5, 4353.3, 0.9, 0, 0, 0, 0, 942, 3225, 0.1, 319.1, 183.7
1, 131794, 04/02/2019 23:40:18, ADW_UNLOAD_GROUP, 0.2, 0.3, 110.1, 0.1, 0, 0, 2, 64, 751, 59, 0, 12.2, 93.8
1, 131723, 04/02/2019 00:00:20, FP_DM_PRIOR, 11.9, 27.6, 2092.2, 0.9, 0, 0, 7, 104, 399, 13959, 14.8, 824.9, 43553.4
1, 131724, 04/02/2019 00:20:33, FP_DM_PRIOR, 13.8, 34, 3729.7, 3.9, 0, 0, 3, 80, 19, 12542, 16.3, 924.9, 41676.8
1, 131725, 04/02/2019 00:40:40, FP_DM_PRIOR, 7.8, 28.2, 2219.1, 12.7, 0, 0, 0, 0, 2, 4751, 7.7, 566.4, 33240.6
1, 131726, 04/02/2019 01:00:08, FP_DM_PRIOR, 10.5, 28.5, 2643.3, 3.6, 0, 0, 0, 0, 0, 7099, 14.4, 725.6, 43356.5
1, 131727, 04/02/2019 01:20:27, FP_DM_PRIOR, 11.4, 25, 2091.1, 0, 0, 0, 1, 16, 16, 8291, 13.6, 596.8, 35946.7
1, 131728, 04/02/2019 01:40:30, FP_DM_PRIOR, 8.8, 12.6, 1886.8, 0.1, 1, 0, 146, 3531, 3670, 7070, 3.7, 2869.8, 10534.4
1, 131729, 04/02/2019 02:00:12, FP_DM_PRIOR, 2.1, 7.3, 587.1, 3.7, 0, 0, 18, 312, 348, 928, 1.5, 212.4, 3681.2
1, 131730, 04/02/2019 02:20:13, FP_DM_PRIOR, 1.7, 5.6, 419.8, 2.4, 0, 0, 0, 0, 24, 656, 1.5, 51.9, 4200.1
1, 131731, 04/02/2019 02:40:09, FP_DM_PRIOR, 5.7, 13.2, 1000.5, 4.7, 0, 0, 78, 1932, 2148, 7346, 2.8, 1174.9, 4750.9
1, 131732, 04/02/2019 03:00:23, FP_DM_PRIOR, 6, 12.1, 1709.2, 3.5, 0, 0, 44, 1072, 1128, 4934, 2.6, 814, 4827.1
1, 131733, 04/02/2019 03:20:06, FP_DM_PRIOR, 1.8, 9.2, 947.2, 3.8, 0, 0, 0, 0, 24, 648, 3.6, 134.1, 3514
1, 131734, 04/02/2019 03:40:19, FP_DM_PRIOR, 3.5, 9.1, 1638.4, 2.9, 0, 0, 1, 16, 99, 1300, 2.7, 139.3, 3723.8
1, 131735, 04/02/2019 04:00:35, FP_DM_PRIOR, 4.6, 12.1, 1552.1, 5.4, 0, 0, 118, 2856, 3377, 2281, 2.1, 1677.9, 4138
1, 131736, 04/02/2019 04:20:48, FP_DM_PRIOR, 2.5, 7.5, 1505.9, 4.3, 0, 0, 3, 96, 81, 772, 0.7, 300.1, 4821
1, 131737, 04/02/2019 04:40:01, FP_DM_PRIOR, 3, 7.1, 864.6, 3.1, 0, 0, 0, 0, 0, 1276, 1, 419.9, 15953.2
1, 131738, 04/02/2019 05:00:18, FP_DM_PRIOR, 3.2, 10.7, 1246, 5.5, 0, 0, 5, 72, 255, 1517, 2, 413.7, 13174.9
1, 131739, 04/02/2019 05:20:07, FP_DM_PRIOR, 5.6, 11.6, 1504, 3.8, 0, 0, 21, 512, 475, 3068, 2.2, 1484.5, 13783.8
1, 131740, 04/02/2019 05:40:08, FP_DM_PRIOR, 3.8, 9.3, 1471, 3.6, 0, 0, 0, 0, 0, 1679, 1.9, 418.4, 14324.7
1, 131741, 04/02/2019 06:00:17, FP_DM_PRIOR, 5.2, 9.2, 1574.8, 0.6, 0, 0, 1, 16, 16, 2398, 3.4, 291, 10388.7
1, 131742, 04/02/2019 06:20:19, FP_DM_PRIOR, 5, 10.5, 1471.5, 3.8, 0, 0, 22, 456, 718, 2228, 1.7, 1562, 10316.6
1, 131743, 04/02/2019 06:40:34, FP_DM_PRIOR, 2.5, 7.2, 1289.2, 4.3, 0, 0, 3, 72, 46, 704, 0.4, 312.6, 2194.1
1, 131744, 04/02/2019 07:00:05, FP_DM_PRIOR, 0.9, 1.1, 420.2, 0.2, 0, 0, 0, 0, 24, 301, 0, 61.2, 40.3
1, 131745, 04/02/2019 07:20:15, FP_DM_PRIOR, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0
1, 131746, 04/02/2019 07:40:24, FP_DM_PRIOR, 0.1, 0.1, 0.5, 0, 0, 0, 0, 0, 46, 10, 0, 1.2, 8.1
1, 131747, 04/02/2019 08:00:07, FP_DM_PRIOR, 5.1, 9.8, 1862.9, 3.6, 1, 0, 58, 1240, 1578, 2300, 1.1, 1550.1, 1653.8
1, 131748, 04/02/2019 08:20:06, FP_DM_PRIOR, 1.5, 4, 839.6, 2, 0, 0, 20, 408, 498, 368, 0.5, 224, 1333.1
1, 131749, 04/02/2019 08:40:28, FP_DM_PRIOR, 2.3, 2.3, 727.8, 0, 0, 0, 1, 16, 73, 548, 0, 90.2, 6
1, 131750, 04/02/2019 09:00:06, FP_DM_PRIOR, 2.7, 4.5, 568.8, 1.1, 4, 0, 110, 2864, 3208, 1634, 0.7, 2471.5, 752.3
1, 131751, 04/02/2019 09:20:03, FP_DM_PRIOR, 0.1, 0.1, 0.8, 0, 0, 0, 6, 112, 124, 7, 0, 0.6, 26.9
1, 131752, 04/02/2019 09:40:20, FP_DM_PRIOR, 2.6, 4.5, 593.4, 1.5, 1, 0, 32, 696, 994, 1437, 0.4, 1224.6, 579.8
1, 131753, 04/02/2019 10:00:04, FP_DM_PRIOR, 5, 12.5, 1895.7, 6.3, 0, 0, 8, 144, 171, 1878, 1.2, 366.1, 2406.7
1, 131754, 04/02/2019 10:20:06, FP_DM_PRIOR, 3.5, 6, 1267.6, 1.8, 0, 0, 3, 96, 37, 1088, 0.7, 328, 1848.4
1, 131755, 04/02/2019 10:40:02, FP_DM_PRIOR, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 24, 98, 0, 7.9, 0.6
1, 131756, 04/02/2019 11:00:23, FP_DM_PRIOR, 0, 0.2, 1.1, 0.2, 0, 0, 0, 0, 51, 1, 0, 0, 0
1, 131757, 04/02/2019 11:20:07, FP_DM_PRIOR, 7, 13.2, 2207.3, 4.8, 2, 0, 51, 1424, 1647, 3815, 1.4, 1531, 2796.6
1, 131758, 04/02/2019 11:40:27, FP_DM_PRIOR, 5.2, 9, 1846.1, 2.7, 0, 0, 0, 0, 0, 1845, 1.1, 432, 3186.6
1, 131759, 04/02/2019 12:00:05, FP_DM_PRIOR, 3.1, 3.1, 833.5, 0, 0, 0, 1, 16, 135, 763, 0, 91.3, 23.6
1, 131760, 04/02/2019 12:20:01, FP_DM_PRIOR, 5.9, 9.3, 1726.6, 1.9, 2, 0, 36, 760, 1059, 3555, 1.5, 1091.7, 1829
1, 131761, 04/02/2019 12:40:06, FP_DM_PRIOR, 5.3, 10.1, 1864.1, 3.2, 0, 0, 2, 48, 21, 2547, 1.6, 427, 4063.9
1, 131762, 04/02/2019 13:00:12, FP_DM_PRIOR, 4.2, 4.5, 1002.7, 0, 0, 0, 1, 16, 29, 1470, 0.3, 201.6, 424.7
1, 131763, 04/02/2019 13:20:17, FP_DM_PRIOR, 4.8, 5.9, 1679.3, 0.4, 2, 0, 18, 376, 650, 2701, 0.7, 935, 1052.8
1, 131764, 04/02/2019 13:40:08, FP_DM_PRIOR, 4.6, 6.1, 1818.6, 0.4, 1, 0, 34, 824, 888, 1799, 1.1, 1008.9, 2407.5
1, 131765, 04/02/2019 14:00:03, FP_DM_PRIOR, 2.9, 3.1, 846.7, 0.1, 0, 0, 7, 128, 131, 734, 0.1, 87.1, 60.6
1, 131766, 04/02/2019 14:20:14, FP_DM_PRIOR, 2.7, 5.8, 1003.2, 2.7, 2, 0, 31, 648, 939, 1065, 0.4, 1354.6, 886.7
1, 131767, 04/02/2019 14:40:26, FP_DM_PRIOR, 1.5, 2.9, 394, 1.2, 3, 0, 12, 240, 273, 449, 0.2, 186.7, 494.1
1, 131768, 04/02/2019 15:00:03, FP_DM_PRIOR, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0
1, 131769, 04/02/2019 15:20:09, FP_DM_PRIOR, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0
1, 131770, 04/02/2019 15:40:09, FP_DM_PRIOR, 3.7, 7.3, 970.3, 2.8, 4, 0, 45, 1032, 1308, 1378, 0.8, 1365.2, 850.8
1, 131771, 04/02/2019 16:00:19, FP_DM_PRIOR, 12.1, 17.9, 9827, 4.6, 0, 0, 15, 253, 524, 5802, 1.2, 813.3, 2201.8
1, 131772, 04/02/2019 16:20:04, FP_DM_PRIOR, 11.4, 13.5, 18038.8, 1.7, 1, 0, 6, 112, 128, 4103, 0.4, 539.8, 911.6
1, 131773, 04/02/2019 16:40:01, FP_DM_PRIOR, 13.7, 15.9, 33377.5, 2.1, 0, 0, 0, 0, 57, 2914, 0.1, 804.3, 39.3
1, 131775, 04/02/2019 17:20:22, FP_DM_PRIOR, 18.4, 43.4, 18069.1, 20.6, 5, 0, 85, 2088, 2206, 48010, 4.4, 2184.3, 2683.6
1, 131776, 04/02/2019 17:40:09, FP_DM_PRIOR, 17.7, 24.6, 16327.8, 4.8, 4, 0, 43, 1096, 1149, 18193, 2.1, 956.2, 2411.3
1, 131777, 04/02/2019 18:00:19, FP_DM_PRIOR, 14.3, 19.6, 31142.1, 3.8, 1, 0, 6, 112, 149, 9320, 1.5, 513.2, 2365.2
1, 131778, 04/02/2019 18:20:14, FP_DM_PRIOR, 16.8, 19.5, 30908.7, 2.5, 0, 0, 1, 16, 27, 10321, 0.2, 316.5, 376.9
1, 131779, 04/02/2019 18:40:14, FP_DM_PRIOR, 18.8, 20.1, 23914.1, 1.3, 0, 0, 0, 0, 0, 9845, 0, 191.4, 16.3
1, 131780, 04/02/2019 19:00:04, FP_DM_PRIOR, 18.5, 26.4, 22289.2, 6.9, 1, 0, 22, 408, 687, 19245, 1, 1267.3, 678.1
1, 131781, 04/02/2019 19:20:07, FP_DM_PRIOR, 17.9, 20.2, 23427.5, 1.8, 0, 0, 36, 872, 842, 15275, 0.5, 1049.6, 494.4
1, 131782, 04/02/2019 19:40:17, FP_DM_PRIOR, 17.8, 20.3, 20081.9, 2.5, 0, 0, 6, 112, 187, 9538, 0, 422, 47.9
1, 131783, 04/02/2019 20:00:15, FP_DM_PRIOR, 19.3, 43.6, 35146.6, 21.8, 2, 0, 63, 1701, 2108, 20914, 2.5, 605, 1966.1
1, 131784, 04/02/2019 20:20:11, FP_DM_PRIOR, 19.1, 50.7, 28080.2, 24.2, 1, 0, 28, 736, 709, 20734, 7.4, 889.9, 9620.1
1, 131785, 04/02/2019 20:40:06, FP_DM_PRIOR, 19.3, 43.7, 32645.7, 13.3, 0, 0, 18, 544, 520, 22259, 11.1, 994.6, 22127.7
1, 131786, 04/02/2019 21:00:06, FP_DM_PRIOR, 11.5, 27.1, 9869.4, 9.3, 0, 0, 3, 67, 57, 8037, 6.3, 575.3, 14278.8
1, 131787, 04/02/2019 21:20:14, FP_DM_PRIOR, 14.9, 25.7, 7626.9, 5.4, 0, 0, 17, 78, 96, 8556, 5.4, 710.5, 13006
1, 131788, 04/02/2019 21:40:03, FP_DM_PRIOR, 14.8, 27.3, 6571.8, 6.9, 0, 0, 75, 1816, 1961, 10518, 5.6, 1673.9, 13212.4
1, 131789, 04/02/2019 22:00:08, FP_DM_PRIOR, 13.1, 31.3, 16329.1, 13.6, 0, 0, 30, 880, 1090, 7929, 4.6, 1192.8, 10418
1, 131790, 04/02/2019 22:20:13, FP_DM_PRIOR, 11.1, 23.4, 9487.2, 9, 0, 0, 11, 188, 187, 5853, 3.3, 593.9, 9388.7
1, 131791, 04/02/2019 22:40:10, FP_DM_PRIOR, 11.2, 21.9, 6161.2, 7, 0, 0, 0, 0, 4, 4793, 3.7, 907, 16027.5
1, 131792, 04/02/2019 23:00:04, FP_DM_PRIOR, 9.7, 20.7, 9426.1, 7.1, 0, 0, 0, 0, 4, 4402, 3.9, 640.2, 13775.1
1, 131793, 04/02/2019 23:20:12, FP_DM_PRIOR, 14.8, 32.7, 11242.6, 12.5, 0, 0, 115, 2948, 3013, 12359, 5.4, 2553.3, 16751.6
1, 131794, 04/02/2019 23:40:18, FP_DM_PRIOR, 14.1, 24.4, 6891.7, 5.9, 0, 0, 14, 248, 308, 12692, 4.4, 1024.7, 21353.6
1, 131724, 04/02/2019 00:20:33, HDP_UNLOAD_GROUP, 3, 16.4, 740.7, 9.6, 0, 0, 15, 168, 547, 7708, 3.8, 4881.4, 799
1, 131725, 04/02/2019 00:40:40, HDP_UNLOAD_GROUP, 10.3, 36.6, 2149.6, 18.2, 0, 0, 34, 320, 470, 14985, 8.1, 8050.6, 1326.1
1, 131726, 04/02/2019 01:00:08, HDP_UNLOAD_GROUP, 10.2, 31.4, 2520.8, 15.1, 1, 0, 55, 508, 914, 12887, 6.1, 807.4, 474.3
1, 131727, 04/02/2019 01:20:27, HDP_UNLOAD_GROUP, 9.9, 23.9, 1749.8, 7.6, 0, 0, 84, 864, 1477, 9122, 6.4, 661.8, 1204.2
1, 131728, 04/02/2019 01:40:30, HDP_UNLOAD_GROUP, 10.9, 21.5, 1184.4, 7.9, 1, 0, 48, 436, 776, 10127, 2.7, 1024.2, 1356.2
1, 131729, 04/02/2019 02:00:12, HDP_UNLOAD_GROUP, 9.3, 17.7, 1084.3, 8.4, 0, 0, 2, 24, 19, 10640, 0, 731.4, 3.6
1, 131730, 04/02/2019 02:20:13, HDP_UNLOAD_GROUP, 10.2, 15.4, 852.3, 5.2, 0, 0, 2, 16, 0, 11311, 0, 837.4, 0.1
1, 131731, 04/02/2019 02:40:09, HDP_UNLOAD_GROUP, 9.9, 15.6, 808.8, 5.7, 0, 0, 1, 8, 16, 13328, 0, 684, 2.1
1, 131732, 04/02/2019 03:00:23, HDP_UNLOAD_GROUP, 4.8, 5.3, 548.4, 0.4, 0, 0, 48, 448, 760, 3392, 0.1, 374.5, 60.6
1, 131733, 04/02/2019 03:20:06, HDP_UNLOAD_GROUP, 0.6, 2.5, 267.9, 1.9, 0, 0, 0, 0, 0, 31, 0, 49.4, 1.6
1, 131734, 04/02/2019 03:40:19, HDP_UNLOAD_GROUP, 1.6, 2.2, 98.6, 0.4, 0, 0, 19, 304, 418, 402, 0.2, 208.8, 28.5
1, 131741, 04/02/2019 06:00:17, HDP_UNLOAD_GROUP, 0.2, 0.2, 16.9, 0, 0, 0, 1, 16, 20, 39, 0, 4.4, 1.5
1, 131742, 04/02/2019 06:20:19, HDP_UNLOAD_GROUP, 2.5, 2.6, 607.2, 0.1, 0, 0, 3, 38, 54, 586, 0, 170.6, 5.9
1, 131743, 04/02/2019 06:40:34, HDP_UNLOAD_GROUP, 0.4, 0.8, 121.8, 0.3, 0, 0, 0, 0, 4, 62, 0.1, 31.3, 86.5
1, 131744, 04/02/2019 07:00:05, HDP_UNLOAD_GROUP, 1, 2, 491.4, 0.7, 0, 0, 0, 0, 28, 245, 0.3, 136.4, 463.8
1, 131745, 04/02/2019 07:20:15, HDP_UNLOAD_GROUP, 0.6, 1.1, 388.9, 0.3, 0, 0, 1, 16, 0, 141, 0.2, 105, 337.3
1, 131746, 04/02/2019 07:40:24, HDP_UNLOAD_GROUP, 0.1, 0.3, 30.5, 0.1, 0, 0, 0, 0, 0, 23, 0.1, 15.5, 70.9
1, 131747, 04/02/2019 08:00:07, HDP_UNLOAD_GROUP, 4.7, 5.9, 965.9, 1.1, 0, 0, 2, 26, 74, 2455, 0.1, 78.2, 58.8
1, 131748, 04/02/2019 08:20:06, HDP_UNLOAD_GROUP, 0.3, 0.4, 290.2, 0.1, 0, 0, 1, 16, 2, 54, 0, 8.4, 0.8
