HOST, TIME, SNAP_ID, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 18/12/2018 10:03:45, 128344, 60.2, 106.1, 16.5, 924.5, 411.6, 61.7, 3.1, 0.4, 502.9, 271.5, 15293.3, 156.5, 8.5, 273.7, 125.5, 15.8
1, 18/12/2018 11:04:46, 128345, 45.8, 79.8, 13.6, 965.9, 416.7, 55.3, 1.1, 0, 358.6, 204.2, 21463.3, 141, 6.4, 159.4, 138.7, 19.8
1, 18/12/2018 12:05:45, 128346, 45.7, 87.7, 13.2, 819.4, 384.5, 53.1, 1, 0, 344.4, 224.5, 18966.3, 142.7, 5.3, 128.9, 147.1, 15.6
1, 18/12/2018 12:20:45, 128347, 46, 77.9, 12.6, 569.8, 405, 55.6, 1, 0, 357.8, 199.4, 14924.9, 163, 6.6, 111.9, 160.2, 9.2
1, 18/12/2018 16:40:44, 128348, 47.6, 86.5, 13.6, 3626.5, 344.4, 56.3, 1.6, 0.1, 371.6, 221.4, 39309.8, 292.4, 10.7, 204.5, 182.7, 10.1
1, 18/12/2018 17:41:44, 128349, 85.2, 110.4, 19.5, 2932.8, 325.5, 56.1, 7.5, 2, 448.7, 282.7, 33628, 325.4, 15.2, 305.1, 134.1, 20.3
1, 18/12/2018 18:00:43, 128350, 87.8, 135, 20.4, 3391.2, 350.8, 55.7, 7.2, 0.2, 438.5, 345.6, 40146.5, 234.7, 24.1, 393.8, 145.3, 42.1
1, 18/12/2018 18:19:44, 128351, 62, 81.7, 17.2, 3762.7, 387.3, 60.1, 1.6, 0, 345.8, 209.2, 29477.5, 399.1, 17.3, 285.1, 157.2, 14.6
1, 18/12/2018 18:39:43, 128352, 62.5, 89.9, 17.1, 2393.8, 335.2, 54.3, 2.7, 0.3, 400.4, 230.3, 18230.8, 317.7, 12.4, 220.7, 135.4, 19.8
1, 18/12/2018 18:59:44, 128353, 54.3, 105.3, 15.5, 834.3, 388.7, 54.5, 1.2, 0, 374, 269.6, 17857, 213.3, 10.6, 190.2, 137.1, 36.5
1, 18/12/2018 23:53:42, 128354, 49.7, 55.8, 12.7, 3277.3, 249.9, 51.9, 1, 1.5, 294, 142.7, 22059.3, 211.8, 11.4, 173.7, 140.7, 7.8
2, 18/12/2018 10:04:00, 128344, 68.2, 97.9, 17.7, 6356.1, 487.3, 88.7, 5.9, 0.3, 459.9, 250.7, 26935.8, 309.3, 13.8, 426.8, 174, 9.5
2, 18/12/2018 11:04:59, 128345, 41.3, 62.4, 12.3, 2467.3, 349.3, 72.5, 1, 0.6, 331, 159.9, 24013.3, 355.5, 6.5, 155.1, 190.3, 5.9
2, 18/12/2018 12:06:00, 128346, 44.1, 68.6, 13.4, 237.8, 319.2, 70.6, 1.1, 0, 325.3, 175.6, 17135.8, 346.5, 5.5, 119.3, 212.4, 6.5
2, 18/12/2018 12:20:59, 128347, 42, 70.4, 12.5, 5421.1, 718.8, 67.7, 1.2, 0.2, 352.5, 180.1, 18554.8, 394.3, 5.9, 110.6, 193.5, 5.4
2, 18/12/2018 16:39:58, 128348, 40.4, 86.4, 12, 43748, 347.5, 62.4, 1.5, 0.4, 341.4, 221.2, 23485.3, 348.7, 9.7, 232.4, 168.7, 7.6
2, 18/12/2018 17:40:58, 128349, 24.7, 33.2, 8.3, 12797.5, 266, 55.5, 0.7, 0, 184.2, 85, 16396.7, 331.7, 3.6, 62.1, 116, 7.2
2, 18/12/2018 18:00:58, 128350, 22.6, 26.1, 8, 262.8, 253.7, 57.7, 0.7, 0, 141.9, 66.8, 16049.4, 350.4, 3.2, 48.4, 123.2, 3.5
2, 18/12/2018 18:19:58, 128351, 30.8, 34.9, 9.7, 2101.7, 280.1, 55, 0.8, 0, 180.6, 89.2, 17867.4, 444.4, 6.4, 128.5, 108.2, 3.5
2, 18/12/2018 18:39:58, 128352, 27.6, 36.2, 8.9, 1194.4, 293.9, 48.5, 0.9, 0, 184.8, 92.8, 12617.4, 304.2, 5.1, 100.2, 92.1, 6.5
2, 18/12/2018 19:00:58, 128353, 24, 38.3, 8, 906.6, 259.1, 52.9, 0.7, 0, 229.7, 98.1, 13117, 299.7, 4.7, 72.9, 94.2, 8.3
2, 18/12/2018 23:53:57, 128354, 30.4, 73.9, 9.2, 6976.5, 381.6, 52.1, 0.8, 2.6, 343.1, 189.2, 32815.9, 361.8, 13.9, 184.7, 110.6, 5.3
