HOST, SNAP_ID, TIME, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 127011, 26/11/2018 23:59:35, 25.6, 25.6, 8.5, 756.2, 210.9, 48.9, 0.7, 0.1, 125.2, 65.5, 17436.7, 259.6, 2.1, 56.1, 163.5, 7.4
1, 127012, 27/11/2018 00:19:35, 35.3, 52.9, 10.4, 1665.7, 293.4, 52.1, 1.1, 6.5, 281.5, 135.4, 15676.8, 194.6, 8.8, 127.5, 203.9, 11.7
1, 127013, 27/11/2018 00:39:35, 43.1, 58.1, 12.1, 2014.8, 223.2, 45.1, 1, 1.1, 235.6, 148.6, 14350.5, 275.4, 18.9, 187.3, 174.1, 12.2
1, 127014, 27/11/2018 00:59:35, 61, 90.5, 16.6, 5358.8, 260, 44.1, 1.3, 0.9, 299.6, 231.6, 21173.8, 975.6, 22.5, 314.7, 144.6, 13.8
1, 127015, 27/11/2018 01:19:34, 64.6, 79.9, 17.1, 2766.5, 298.2, 51.7, 1.3, 0.5, 258.3, 204.5, 16927, 514.2, 16.6, 225, 164.1, 11.1
1, 127016, 27/11/2018 01:39:35, 44.9, 64.3, 12.1, 936.2, 300.4, 47.5, 0.9, 0.1, 288.7, 164.6, 12824.5, 630.4, 6.8, 103.5, 117.2, 10.4
1, 127017, 27/11/2018 01:59:34, 45.8, 51.9, 13, 1251.3, 248, 53.7, 1.1, 0.3, 176.4, 133, 12845.6, 642.1, 5.9, 100.6, 144.2, 7.3
1, 127018, 27/11/2018 02:19:35, 71.4, 80.9, 18.1, 6803.4, 249.2, 44, 2.7, 1.2, 317, 207.2, 30328.7, 846.5, 12.8, 240.7, 121.1, 13
1, 127019, 27/11/2018 02:39:34, 80.3, 93.5, 17.6, 4860, 275.5, 36.9, 2.5, 0.4, 344.3, 239.4, 55859.4, 439.9, 13.3, 280.5, 119.3, 9.7
1, 127020, 27/11/2018 02:59:34, 68.9, 95.7, 16.1, 3637.6, 307.2, 39.2, 3.1, 0.2, 474.6, 245.1, 44463.4, 244.9, 16, 309.3, 107.9, 14.4
1, 127021, 27/11/2018 03:21:34, 77.2, 99.4, 19.2, 3806.6, 258.7, 46.7, 5.3, 0.1, 434.5, 254.5, 47665, 181, 14.4, 362.8, 119, 15.7
1, 127022, 27/11/2018 03:39:35, 57, 92.3, 17.5, 716.3, 260.3, 38.8, 1.3, 0, 403.2, 236.2, 40758.3, 135.6, 8.3, 316, 87.6, 18.4
1, 127023, 27/11/2018 03:59:34, 68.1, 88.5, 20.9, 5754.7, 327.8, 47.4, 1.7, 0, 291.3, 226.6, 79333.2, 159.4, 6.9, 291.4, 146.3, 22
1, 127024, 27/11/2018 04:19:34, 81.2, 99.5, 23.1, 1536, 551.6, 47.7, 5.2, 0, 423.4, 254.6, 60789.1, 212.8, 9.9, 369.3, 124.9, 18.2
1, 127025, 27/11/2018 04:39:34, 81.3, 87.7, 24.9, 1039.8, 524.6, 47.1, 2, 0, 279.8, 224.4, 59153.1, 144.3, 8.1, 321.8, 96.3, 24.4
1, 127026, 27/11/2018 04:59:34, 60, 119.9, 16.7, 1492.4, 550.3, 43.8, 3.7, 0.1, 383.4, 306.9, 61412.3, 245.3, 10.4, 372.4, 102.6, 47.1
1, 127027, 27/11/2018 05:19:34, 80.5, 93.1, 24, 971.1, 517.9, 51.3, 3.6, 0, 315.1, 238.3, 60505.2, 152.2, 7.5, 303.6, 125.5, 18.7
1, 127028, 27/11/2018 05:39:34, 60.3, 107.9, 18.9, 706.5, 431.8, 49.2, 2, 0, 366.6, 276.3, 61470.4, 148.6, 7, 292.1, 81.1, 36.4
1, 127029, 27/11/2018 05:59:34, 62.9, 121.1, 19.4, 1467.1, 247, 33.2, 2.1, 0, 374.7, 310.1, 32663.3, 167.7, 8.4, 358.5, 66.2, 27.4
1, 127030, 27/11/2018 06:19:34, 75, 112.6, 24.5, 1112.2, 283.7, 46.2, 2.7, 0, 354.4, 288.3, 19491.2, 142, 7.6, 304.4, 94.7, 24.2
1, 127031, 27/11/2018 06:39:34, 71.4, 125, 23.9, 1952.8, 283.7, 47.3, 2.9, 0, 465.8, 320, 21695.5, 183.9, 7.6, 336.5, 89.1, 22
1, 127032, 27/11/2018 06:59:33, 84.6, 103.3, 27.9, 1186.4, 335.9, 57.6, 2.6, 0, 308.2, 264.5, 24629.3, 174.1, 6.1, 304.3, 130.4, 25.7
1, 127033, 27/11/2018 07:20:34, 89.1, 107.5, 28.2, 1330.6, 321.6, 54.3, 4.5, 0, 321.9, 275.1, 24820, 130.2, 6.7, 315, 119.6, 24.3
1, 127034, 27/11/2018 07:39:33, 80.5, 111.3, 26.1, 936.3, 326.7, 57.3, 3.2, 0, 360.4, 284.9, 21308.1, 133.1, 5.3, 280.2, 134.2, 22.5
1, 127035, 27/11/2018 07:59:34, 82.9, 119.4, 26.7, 1616.5, 348.3, 61.7, 7, 0.2, 404.3, 305.5, 27577, 196.4, 7.4, 323, 138.5, 24.9
1, 127036, 27/11/2018 08:19:33, 85.3, 130, 27.3, 1411.4, 334.5, 56.6, 5, 0, 362.2, 332.9, 24828.5, 173.1, 7.5, 327, 148.2, 23.5
1, 127037, 27/11/2018 08:39:33, 75.5, 128, 25.1, 1140.6, 346, 59.3, 3.9, 0, 429.8, 327.8, 19906.1, 131.4, 6.4, 315.8, 124.3, 18.5
1, 127038, 27/11/2018 09:00:33, 84.2, 119.9, 27.3, 17003.6, 324.9, 63, 3, 0, 414.2, 307, 21529.6, 158.3, 5.4, 278.7, 157.4, 26.8
1, 127039, 27/11/2018 09:20:33, 76.2, 116, 25.7, 1270.6, 352.5, 70.2, 2.8, 0, 475.6, 296.9, 24415.4, 176.8, 5.7, 292.9, 122.8, 20.1
1, 127040, 27/11/2018 09:40:33, 57.1, 171.9, 19.9, 1699.4, 179.2, 32.4, 7.9, 0, 495.6, 440.1, 20252.3, 232.2, 8.6, 380.4, 64, 17.3
1, 127041, 27/11/2018 09:59:33, 63.3, 122.7, 20.2, 916, 356, 66.5, 2.8, 0, 393.8, 314.1, 25821.1, 289.1, 6.8, 343.2, 116.1, 21.1
1, 127042, 27/11/2018 10:19:33, 75.2, 119.9, 22.5, 833.9, 376.3, 67.1, 2.7, 0, 486.4, 306.9, 23249.6, 236.4, 6.8, 330.6, 165.9, 17.4
1, 127043, 27/11/2018 10:39:32, 65.7, 99, 19.1, 483.1, 504.1, 79.7, 1.6, 0, 369.8, 253.4, 15993.1, 161.2, 2.5, 123, 158, 12.2
1, 127044, 27/11/2018 10:59:32, 49.9, 115.2, 14.3, 793.5, 336.4, 64.2, 1.2, 0.1, 395.4, 294.9, 20320.6, 200.7, 3.4, 124.5, 125, 11.3
1, 127045, 27/11/2018 11:20:33, 65.7, 90.5, 19.6, 2344, 416.7, 71.9, 2.1, 0.6, 332.4, 231.7, 17833.9, 341.2, 5.7, 194.1, 159.3, 12.1
1, 127046, 27/11/2018 11:39:33, 42, 75.3, 13.9, 503.8, 325.3, 55.7, 1.1, 0, 350.1, 192.7, 12664.8, 339.4, 3.1, 122.1, 156.9, 11.4
1, 127047, 27/11/2018 12:00:32, 22.1, 86.8, 7.6, 104.8, 240.1, 45.4, 0.7, 0, 316.9, 222.2, 10199.3, 154.8, 1.7, 43, 112.6, 6
1, 127048, 27/11/2018 12:20:33, 32.5, 55, 10.8, 47.9, 293.8, 60.1, 0.9, 0, 276.3, 140.9, 10362, 142.8, 1, 17.4, 199.8, 7.5
1, 127049, 27/11/2018 12:39:32, 29.9, 52.5, 9.6, 52, 294.7, 64.9, 0.8, 0, 244.9, 134.3, 10203, 146.9, 1, 17.5, 174.5, 6.1
1, 127050, 27/11/2018 13:00:33, 33.8, 59, 11.1, 83.1, 282.3, 58.7, 0.9, 0, 281.2, 151, 10354.4, 175.9, 1, 17.6, 151.5, 8.4
1, 127051, 27/11/2018 13:19:32, 28.5, 60.2, 9.3, 265.6, 273.3, 57.9, 0.8, 0, 352.5, 154.1, 10221.3, 170.5, 1.2, 18.3, 150, 10.3
1, 127052, 27/11/2018 13:39:32, 35.5, 68.6, 10.8, 1334.8, 284.9, 53.6, 0.9, 0.3, 234.9, 175.6, 12439.5, 204.9, 5.5, 126.1, 138.9, 13.3
