HOST, SNAP_ID, TIME, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 127443, 03/12/2018 00:00:04, 25.2, 33.8, 8.3, 1295.4, 136.1, 13.8, 0.7, 0, 114.8, 86.6, 16039.3, 188.9, 5.7, 123.8, 61, 9.7
1, 127444, 03/12/2018 00:20:04, 17.5, 27.3, 6.3, 280.1, 90.3, 13.3, 0.6, 0, 134.7, 70, 11140, 132, 4, 83.7, 72.8, 8.2
1, 127445, 03/12/2018 00:40:04, 25.1, 39.8, 7.7, 1011.3, 166.4, 20.4, 0.7, 0, 257.9, 101.9, 15120.5, 167.8, 4.9, 111.1, 89.1, 5.2
1, 127446, 03/12/2018 01:00:04, 20.6, 37.5, 7, 353.5, 144.7, 29.6, 0.6, 0, 203.4, 96, 11111.1, 774.9, 3.2, 70.4, 93.8, 5.6
1, 127447, 03/12/2018 01:20:04, 25, 44.6, 8.1, 727.4, 160.7, 24.1, 0.7, 0.1, 191.1, 114.3, 16022, 574, 5.7, 130.6, 92.7, 10.5
1, 127448, 03/12/2018 01:40:04, 13.2, 27.7, 4.6, 466.8, 127, 14.7, 0.4, 0, 158.7, 70.8, 11139.3, 643.2, 4.4, 91.8, 40, 3.3
1, 127449, 03/12/2018 02:00:03, 16.2, 80.9, 4.7, 971.5, 101.2, 22.3, 0.4, 0.2, 347.7, 207.1, 14547.4, 620.5, 4.7, 92.3, 55.4, 3
1, 127450, 03/12/2018 02:20:04, 23.9, 37.1, 6.3, 5096.9, 82, 13.6, 0.5, 0, 157.7, 94.9, 30217.5, 747.7, 8, 143.2, 54.5, 4.2
1, 127451, 03/12/2018 02:40:03, 64.9, 78.4, 11.4, 7651.8, 90.4, 8.7, 1.4, 4.9, 295.2, 200.8, 28456.3, 210.7, 13.9, 292.1, 45.7, 5.4
1, 127452, 03/12/2018 03:00:04, 31.2, 49.7, 7.1, 2493.1, 120, 9.1, 0.7, 0.6, 223.6, 127.3, 26012.8, 195.9, 8.9, 167, 39.7, 6.5
1, 127453, 03/12/2018 03:20:03, 20.1, 37.5, 6.6, 3040.4, 119.9, 11.7, 0.6, 0.1, 167.3, 95.9, 15278.3, 288.4, 6.9, 137.4, 53.4, 5.8
1, 127454, 03/12/2018 03:40:04, 16, 45.1, 5.2, 286.1, 113.4, 19.5, 0.5, 0, 209.4, 115.5, 11132.5, 170.3, 4.6, 103.4, 70.2, 23.2
1, 127455, 03/12/2018 04:00:03, 21.7, 28.7, 6.8, 108.8, 268.2, 25.6, 0.6, 0, 121.3, 73.5, 29365.4, 6590, 3.3, 67.5, 82.3, 4.3
