HOST, TIME, SNAP_ID, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 19/01/2019 00:00:04, 130571, 61.4, 66.3, 17.3, 725.9, 507.8, 59.2, 1.6, 0, 203.5, 169.7, 36690.3, 186.5, 6.7, 145.2, 186, 18.1
1, 19/01/2019 00:20:05, 130572, 75.4, 107.9, 19.4, 6264.3, 381.8, 63.8, 8.5, 24.5, 409.1, 276.1, 54142.2, 248.1, 20.3, 324, 188.6, 20.7
1, 19/01/2019 00:40:04, 130573, 70.7, 121.4, 18.5, 8349.3, 450.4, 54.8, 6.7, 43.3, 372.9, 310.9, 50122.9, 196.8, 30.2, 364.1, 177.9, 7.3
1, 19/01/2019 01:00:04, 130574, 69.7, 105.5, 17.9, 1885.3, 441.9, 47.3, 2.4, 23.8, 390.2, 270.1, 48690.6, 731.7, 24.1, 296.1, 159.9, 9.8
1, 19/01/2019 01:20:04, 130575, 63.2, 99.4, 16.9, 1668.7, 389.5, 28.8, 3.3, 19.7, 382.1, 254.5, 71379.4, 420.1, 21.2, 294.7, 127.7, 17.3
1, 19/01/2019 01:40:04, 130576, 66.3, 67.6, 17.4, 1414.3, 480.9, 39.7, 1.4, 1.4, 326.5, 173, 73116, 713.3, 16.6, 202.8, 203, 6.7
1, 19/01/2019 02:00:04, 130577, 73, 80.8, 17.8, 1212.5, 455.5, 43.8, 1.8, 8.1, 236.1, 206.9, 74505.2, 675.4, 15.4, 199.3, 177.7, 7.2
1, 19/01/2019 02:20:04, 130578, 64.6, 56.9, 14.4, 1114.2, 512.1, 45.7, 1.2, 1.9, 200.7, 145.6, 65372, 872, 9.1, 132.5, 195.1, 2.9
1, 19/01/2019 02:40:03, 130579, 62.3, 53.7, 14.1, 1314.4, 296.2, 34.8, 1.1, 2, 162.9, 137.5, 35833.4, 187.4, 9.5, 142.1, 164.8, 3.9
1, 19/01/2019 03:00:03, 130580, 47.5, 44.3, 13, 1656.8, 252.8, 23.2, 1.1, 2.3, 147.6, 113.4, 37251.5, 151.2, 9.7, 145.2, 135, 7.9
1, 19/01/2019 03:20:03, 130581, 53.5, 62.7, 13.7, 1465.5, 287.6, 37.7, 1.1, 2.2, 276.9, 160.5, 35078.8, 145.7, 10.3, 163.7, 145.3, 9.2
1, 19/01/2019 03:40:03, 130582, 56.5, 48.9, 16, 897, 344.8, 48.8, 1.3, 0.3, 161.8, 125.2, 40393.2, 203.1, 9.5, 157.7, 194.4, 7.5
1, 19/01/2019 04:00:03, 130583, 55.2, 51.9, 17.1, 592.8, 361.2, 42.5, 1.4, 0, 180.8, 132.9, 49170, 4268.3, 9.2, 128.4, 170.3, 9.8
1, 19/01/2019 04:20:03, 130584, 54, 51.1, 14.4, 2088.7, 502, 30.2, 1.2, 0.3, 186.9, 130.8, 45866.7, 5104, 6.6, 74.4, 127.6, 12.6
1, 19/01/2019 04:40:03, 130585, 42.6, 41.7, 11, 489.8, 504.6, 39.4, 1, 0, 192.6, 106.7, 44531.7, 4996.4, 4, 33.8, 148.3, 7.2
1, 19/01/2019 05:00:03, 130586, 29.7, 58.4, 8.2, 665, 332.4, 38.1, 0.8, 0, 261.8, 149.4, 54222.5, 2996.6, 7.2, 145.3, 143.6, 35
1, 19/01/2019 05:20:03, 130587, 43.8, 50.9, 12.2, 1451.7, 421.7, 43.6, 1.1, 0, 223.5, 130.3, 44549.1, 1369.3, 4.9, 82.7, 131.2, 15.8
1, 19/01/2019 05:40:03, 130588, 36.6, 38.4, 11.5, 2161.8, 262, 28.4, 1.1, 0, 163.9, 98.2, 12325.4, 6965.7, 4.2, 39.4, 145.3, 9.2
1, 19/01/2019 06:00:03, 130589, 44.5, 52.7, 14.1, 306.4, 311.8, 41.9, 1.2, 0, 212.3, 135, 11765.8, 45, 2.7, 25.7, 150.8, 12.4
