HOST, SNAP_ID, TIME, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 125283, 02/11/2018 23:59:28, 26.5, 27.9, 7.2, 297.2, 228, 38.3, 0.6, 0, 104, 71.4, 33955, 224.1, 6, 123.6, 150.4, 6.9
1, 125284, 03/11/2018 00:19:28, 30.3, 39.4, 7.4, 11746, 204.6, 31.7, 0.6, 5.3, 152.3, 100.8, 24700.6, 198.8, 11.7, 156.8, 136.3, 9.2
1, 125285, 03/11/2018 00:40:28, 40.7, 53.2, 9.1, 1325.1, 194.3, 26.9, 0.7, 0.6, 238.6, 136.3, 26389.8, 353.9, 16.6, 195.8, 123.7, 9.6
1, 125286, 03/11/2018 00:59:28, 43.5, 46.6, 10.2, 1387, 198.2, 39.3, 0.8, 2, 151.8, 119.2, 22330.7, 708.8, 17.1, 189.2, 151.3, 6.4
1, 125287, 03/11/2018 01:19:27, 30.7, 33.5, 8, 1015.4, 164.3, 33.7, 0.7, 0, 119.9, 85.8, 21349.2, 677.2, 14.4, 168.7, 146.9, 4.6
1, 125288, 03/11/2018 01:39:28, 19.1, 17.5, 5.3, 522.6, 123.6, 29.2, 0.5, 0, 79.8, 44.7, 20870.3, 754.5, 12.8, 156.6, 135.7, 2.3
1, 125289, 03/11/2018 01:59:27, 24.2, 39.2, 6.6, 508.9, 247.2, 46.7, 0.6, 0, 898, 100.4, 20692.3, 835.4, 8.7, 132.6, 154.4, 3
1, 125290, 03/11/2018 02:19:27, 31.5, 30.5, 7.7, 1185.2, 177.7, 35.6, 0.7, 0.6, 157.3, 78, 23216.4, 449.7, 8.2, 144.2, 145.1, 1.4
1, 125291, 03/11/2018 02:39:28, 23.4, 31.5, 6.4, 701, 176.6, 37.4, 0.6, 0.1, 113.6, 80.7, 22820.8, 190.1, 8, 145.4, 174, 1
1, 125292, 03/11/2018 03:00:28, 15.5, 17.8, 5.3, 33.2, 166.9, 27.9, 0.5, 0, 74.6, 45.6, 22197.6, 159.9, 7.6, 138.6, 147.5, 2.9
1, 125293, 03/11/2018 03:19:27, 17.6, 15.8, 5.6, 73.6, 179.4, 36.6, 0.6, 0, 73, 40.3, 22852.6, 164.9, 6.4, 118.9, 148.9, 2.8
1, 125294, 03/11/2018 03:39:27, 19.8, 27.3, 6.7, 35.1, 236.2, 39.5, 0.7, 0, 140.6, 69.8, 22848.9, 191.7, 5, 97.4, 143.5, 10.9
1, 125295, 03/11/2018 03:59:27, 17.7, 18.1, 5.8, 20.6, 259.5, 38.6, 0.6, 0, 107.7, 46.3, 41040, 166.9, 5.1, 97.4, 194.7, 1.8
1, 125296, 03/11/2018 04:19:28, 21.8, 17.8, 6.1, 26.5, 385.2, 37.9, 0.6, 0, 128.6, 45.7, 35459.4, 169.8, 5, 96.4, 151.7, 1.8
1, 125297, 03/11/2018 04:39:27, 23, 23.7, 6.9, 122.7, 451.7, 28.7, 0.6, 0, 79.7, 60.7, 35095.7, 202.3, 4.8, 93.9, 155.8, 3.5
1, 125298, 03/11/2018 04:59:27, 18, 16.3, 6.1, 128, 212.7, 26.3, 0.6, 0, 77.7, 41.7, 33774.9, 209.1, 4.3, 85.1, 162.7, 2.1
1, 125299, 03/11/2018 05:19:27, 16.6, 18.1, 5.2, 34.2, 154.3, 29.8, 0.5, 0, 86.8, 46.3, 32705.9, 182.8, 4, 81.1, 135.4, 2.8
1, 125300, 03/11/2018 05:39:27, 17.9, 20.7, 5.7, 37.6, 167.1, 32.8, 0.6, 0, 116.1, 53, 14545.7, 204, 4, 81.1, 130, 2.9
