HOST, SNAP_ID, TIME, SYS_CPU, SYS_DBTIME, SYS_SYSPCT, SYS_READ, SYS_WRITE, SYS_REDO, SYS_OSWAIT, SYS_RMWAIT, SYS_ACTSESS_MAX, SYS_ACTSESS_AVG, SYS_PGA, SYS_PXRUNS, SYS_PXQCT, SYS_PXSRVT, SYS_UCALLS, SYS_IOWAIT
1, 126291, 16/11/2018 23:59:26, 36.3, 39.9, 9, 720, 285, 50, 0.7, 0, 133.1, 102.1, 68231.7, 248.8, 17.9, 371.3, 105.5, 7.6
1, 126292, 17/11/2018 00:19:27, 31.8, 54.3, 7.8, 192.6, 240.1, 52.6, 0.6, 0, 235.8, 139, 89869.9, 223.2, 19.4, 418.4, 97.9, 12
1, 126293, 17/11/2018 00:39:26, 35.1, 50.7, 8.7, 181.5, 398.7, 70.4, 0.7, 0, 250.8, 129.7, 83480.4, 132.3, 21.3, 475.5, 99.6, 2.6
1, 126294, 17/11/2018 00:59:26, 42.6, 48.3, 10.6, 492.8, 437.8, 73.4, 0.8, 0, 254.3, 123.6, 78627.6, 808.4, 19.9, 425.4, 115.5, 3.9
1, 126295, 17/11/2018 01:19:26, 34.6, 34.1, 9.6, 200.3, 316.3, 63, 0.8, 0, 143.6, 87.3, 72401.4, 528.9, 17.2, 348.1, 124.1, 4
1, 126296, 17/11/2018 01:39:26, 21.2, 19.6, 5.8, 196.8, 116.4, 22.8, 0.6, 0, 72.5, 50.3, 73291.9, 676.9, 14.6, 260.2, 56.7, 2.9
1, 126297, 17/11/2018 01:59:26, 27, 35.5, 6.1, 530.3, 187.1, 20.6, 0.5, 0, 193.6, 90.8, 81305, 661, 16.6, 284.8, 71.7, 4.1
1, 126298, 17/11/2018 02:19:25, 20.2, 21.8, 4, 318.3, 127.8, 18.3, 0.4, 0, 80.2, 55.9, 77879.8, 790.9, 16.6, 288.4, 45.3, 1.7
1, 126299, 17/11/2018 02:40:26, 17.3, 28.8, 4.4, 190.3, 71, 14.8, 0.4, 0, 83.7, 73.9, 77963.4, 145.6, 16.8, 292.3, 46, 5.2
1, 126300, 17/11/2018 03:00:26, 17.2, 23.1, 4.4, 150.7, 108.7, 17.4, 0.4, 0, 128.9, 59.3, 77784.8, 149.5, 16, 280.3, 39.6, 5.9
1, 126301, 17/11/2018 03:19:26, 20.9, 24.3, 5.7, 266.5, 136.7, 22.7, 0.5, 0, 102.7, 62.1, 77689.9, 146.7, 16, 280.2, 44.2, 7.3
1, 126302, 17/11/2018 03:40:25, 23.6, 28.3, 6.2, 246.2, 150.1, 27.7, 0.6, 0, 145, 72.5, 77218.1, 146.5, 16, 280.2, 53.7, 7.9
1, 126303, 17/11/2018 03:59:25, 25.3, 27.3, 6.3, 270.9, 212.3, 24.8, 0.6, 0, 120.8, 70, 117482, 152.2, 16.1, 280.3, 44, 7.6
1, 126304, 17/11/2018 04:19:25, 31.5, 31.1, 6.6, 314.9, 554.4, 22.5, 0.6, 0, 182, 79.6, 107810.2, 193.5, 15.6, 270, 38.2, 7
1, 126305, 17/11/2018 04:39:25, 32, 26.1, 6, 497.5, 517.7, 18.4, 0.5, 0, 79.4, 66.8, 108431, 141.5, 16, 264.2, 34.5, 6.4
1, 126306, 17/11/2018 04:59:26, 25.5, 37.3, 5.1, 233.8, 410.2, 19.4, 0.5, 0, 147.7, 95.4, 108451.8, 139.8, 16, 264, 37.6, 21.1
